label,n,gamma,Jmean,dissipation,order,maxdim,cutoff,dt,t,bond,S_op_bond,S_half_bond,linkdim_bond,chi_req_1e-06,chi_req_1e-10,ceiling_bond
open_n8_g0p020_g0p02,8,0.020000,0.500000,true,2,256,1.000e-12,0.05000,0.000000,1,0.0000000000,0.0000000000,1,1,1,4
open_n8_g0p020_g0p02,8,0.020000,0.500000,true,2,256,1.000e-12,0.05000,0.000000,2,0.0000000000,0.0000000000,1,1,1,16
open_n8_g0p020_g0p02,8,0.020000,0.500000,true,2,256,1.000e-12,0.05000,0.000000,3,0.0000000000,0.0000000000,1,1,1,64
open_n8_g0p020_g0p02,8,0.020000,0.500000,true,2,256,1.000e-12,0.05000,0.000000,4,0.0000000000,0.0000000000,1,1,1,256
open_n8_g0p020_g0p02,8,0.020000,0.500000,true,2,256,1.000e-12,0.05000,0.000000,5,0.0000000000,0.0000000000,1,1,1,64
open_n8_g0p020_g0p02,8,0.020000,0.500000,true,2,256,1.000e-12,0.05000,0.000000,6,0.0000000000,0.0000000000,1,1,1,16
open_n8_g0p020_g0p02,8,0.020000,0.500000,true,2,256,1.000e-12,0.05000,0.000000,7,0.0000000000,0.0000000000,1,1,1,4
open_n8_g0p020_g0p02,8,0.020000,0.500000,true,2,256,1.000e-12,0.05000,0.400000,1,0.4699523817,0.9385083732,4,4,4,4
open_n8_g0p020_g0p02,8,0.020000,0.500000,true,2,256,1.000e-12,0.05000,0.400000,2,0.4550043390,0.9808108967,16,10,15,16
open_n8_g0p020_g0p02,8,0.020000,0.500000,true,2,256,1.000e-12,0.05000,0.400000,3,0.4543099576,0.9805235300,26,10,21,64
open_n8_g0p020_g0p02,8,0.020000,0.500000,true,2,256,1.000e-12,0.05000,0.400000,4,0.4551844569,0.9808337278,26,10,21,256
open_n8_g0p020_g0p02,8,0.020000,0.500000,true,2,256,1.000e-12,0.05000,0.400000,5,0.4543099584,0.9805235151,26,10,21,64
open_n8_g0p020_g0p02,8,0.020000,0.500000,true,2,256,1.000e-12,0.05000,0.400000,6,0.4550042448,0.9808094811,16,10,15,16
open_n8_g0p020_g0p02,8,0.020000,0.500000,true,2,256,1.000e-12,0.05000,0.400000,7,0.4699497560,0.9384998115,4,4,4,4
open_n8_g0p020_g0p02,8,0.020000,0.500000,true,2,256,1.000e-12,0.05000,0.800000,1,1.1502912312,1.5085326923,4,4,4,4
open_n8_g0p020_g0p02,8,0.020000,0.500000,true,2,256,1.000e-12,0.05000,0.800000,2,1.1014599626,1.7848398668,16,15,16,16
open_n8_g0p020_g0p02,8,0.020000,0.500000,true,2,256,1.000e-12,0.05000,0.800000,3,1.1003559499,1.7918821673,49,21,42,64
open_n8_g0p020_g0p02,8,0.020000,0.500000,true,2,256,1.000e-12,0.05000,0.800000,4,1.1014827530,1.7919321536,60,21,49,256
open_n8_g0p020_g0p02,8,0.020000,0.500000,true,2,256,1.000e-12,0.05000,0.800000,5,1.1003557065,1.7918752093,48,21,42,64
open_n8_g0p020_g0p02,8,0.020000,0.500000,true,2,256,1.000e-12,0.05000,0.800000,6,1.1014491826,1.7848038272,16,15,16,16
open_n8_g0p020_g0p02,8,0.020000,0.500000,true,2,256,1.000e-12,0.05000,0.800000,7,1.1502086118,1.5084436887,4,4,4,4
open_n8_g0p020_g0p02,8,0.020000,0.500000,true,2,256,1.000e-12,0.05000,1.200000,1,1.6345631692,1.8067334584,4,4,4,4
open_n8_g0p020_g0p02,8,0.020000,0.500000,true,2,256,1.000e-12,0.05000,1.200000,2,1.7354034624,2.4714251447,16,16,16,16
open_n8_g0p020_g0p02,8,0.020000,0.500000,true,2,256,1.000e-12,0.05000,1.200000,3,1.7230437581,2.5523535374,61,39,59,64
open_n8_g0p020_g0p02,8,0.020000,0.500000,true,2,256,1.000e-12,0.05000,1.200000,4,1.7229397865,2.5518916943,114,44,100,256
open_n8_g0p020_g0p02,8,0.020000,0.500000,true,2,256,1.000e-12,0.05000,1.200000,5,1.7230333617,2.5522670669,60,38,58,64
open_n8_g0p020_g0p02,8,0.020000,0.500000,true,2,256,1.000e-12,0.05000,1.200000,6,1.7352573623,2.4711877562,16,16,16,16
