time,E_trot_k3,E_trot_k8,E_mpf,E_mps
0.2,3.314286493472096e-5,4.659713707777513e-6,2.9823412175389308e-6,-8.881784197001252e-16
0.6,0.0025409440236581204,0.0003566733367574848,0.0002284427032059888,-8.881784197001252e-16
1.0,0.017517796176396816,0.002452359324071951,0.0015755824439718236,0.0
1.4,0.05649926806435768,0.007882138653325432,0.005102375340646503,0.0
1.8,0.12111562183351543,0.01681187121595107,0.011019340474553774,8.881784197001252e-16
2.2,0.19698046085230425,0.027084391947949538,0.018025739555336484,4.440892098500626e-16
2.6,0.2587900731581694,0.03488191554581199,0.023536959280253456,0.0
3.0,0.28399032461166884,0.03672974163186771,0.024964741373371346,4.440892098500626e-16
