label,n,gamma,Jmean,dissipation,order,maxdim,cutoff,dt,t,S_op_mid,S_op_max,S_half_mid,linkdim_mid,linkdim_max,chi_req_mid_1e-06,chi_req_mid_1e-10,chi_req_max_1e-06,chi_req_max_1e-10,trace_re,trace_im,purity,z_mid_re,ceiling_mid,saturated
open_n12_g0p020_g0p02,12,0.020000,0.500000,true,2,256,1.000e-12,0.05000,0.000000,0.0000000000,0.0000000000,0.0000000000,1,1,1,1,1,1,1.0000000000,0.000e+00,1.0000000000,1.0000000000,4096,false
open_n12_g0p020_g0p02,12,0.020000,0.500000,true,2,256,1.000e-12,0.05000,0.600000,0.7809708881,0.8201867498,1.3956909342,40,43,15,34,15,34,0.9999383867,-2.197e-07,0.8667425411,0.7105761206,4096,false
open_n12_g0p020_g0p02,12,0.020000,0.500000,true,2,256,1.000e-12,0.05000,1.200000,1.7225696190,1.7354032847,2.5515837612,126,131,43,107,43,108,0.9999316417,1.439e-08,0.7522802131,0.3476448985,4096,false
open_n12_g0p020_g0p02,12,0.020000,0.500000,true,2,256,1.000e-12,0.05000,1.800000,2.5895824580,2.6258831546,3.6252590763,256,256,114,254,114,254,0.9999319291,-6.074e-07,0.6531221759,0.2741611397,4096,true
open_n12_g0p020_g0p02,12,0.020000,0.500000,true,2,256,1.000e-12,0.05000,2.400000,3.4102114145,3.4348201335,4.6360409631,256,256,228,256,228,256,0.9993124847,2.463e-06,0.5678166922,0.2301494152,4096,true
open_n12_g0p020_g0p02,12,0.020000,0.500000,true,2,256,1.000e-12,0.05000,3.000000,4.1906460139,4.2285869626,5.5307519150,256,256,253,256,254,256,0.9880440371,-4.103e-05,0.5051391263,0.1579699497,4096,true
open_n12_g0p020_g0p02,12,0.020000,0.500000,true,2,256,1.000e-12,0.05000,3.600000,4.8671498147,4.9190442020,6.1882847876,256,256,256,256,256,256,0.9606659373,-1.941e-04,0.4753493167,0.1206003184,4096,true
open_n12_g0p020_g0p02,12,0.020000,0.500000,true,2,256,1.000e-12,0.05000,4.200000,5.2449902320,5.2776514353,6.5127183789,256,256,256,256,256,256,0.9639285350,-1.934e-04,0.4442033997,0.1186310552,4096,true
open_n12_g0p020_g0p02,12,0.020000,0.500000,true,2,256,1.000e-12,0.05000,4.800000,5.3291208869,5.3291208869,6.5532192797,256,256,256,256,256,256,0.9795661749,-1.460e-04,0.4019648047,0.1484893482,4096,true
open_n12_g0p020_g0p02,12,0.020000,0.500000,true,2,256,1.000e-12,0.05000,5.400000,5.4717576844,5.4717576844,6.6398036864,256,256,256,256,256,256,0.9862508807,-1.873e-04,0.3588652171,0.1479037820,4096,true
open_n12_g0p020_g0p02,12,0.020000,0.500000,true,2,256,1.000e-12,0.05000,6.000000,5.5148207620,5.5148207620,6.6742779685,256,256,256,256,256,256,0.9890923389,1.413e-04,0.3186369704,0.1319854138,4096,true
