layer,index,s,s_over_s1,log10_s_over_s1
2.0,92.0,0.00017853867338449796,6.687973171652177e-6,-5.174705477708213
2.0,93.0,0.00017853247549165288,6.687741001555453e-6,-5.1747205543150505
2.0,94.0,0.0001754336140758152,6.57165913750375e-6,-5.182324970882186
2.0,95.0,0.00017541351884792667,6.570906379894159e-6,-5.182374720449875
2.0,96.0,0.0001608320321868684,6.024690875189791e-6,-5.220065231681463
2.0,97.0,0.00015229489727415106,5.704893891283299e-6,-5.243752428872182
2.0,98.0,0.0001362696163675665,5.104594545826567e-6,-5.292038747896995
2.0,99.0,0.00013625432698143264,5.104021812746748e-6,-5.292087478265087
2.0,100.0,0.00013271298898649329,4.971364988021157e-6,-5.303524350627934
2.0,101.0,0.00013269630338543647,4.970739953399215e-6,-5.303578956586987
2.0,102.0,0.00010771969047815382,4.0351279995515075e-6,-5.3941426843329365
2.0,103.0,9.022622440738708e-5,3.379831141214629e-6,-5.471104996843824
2.0,104.0,8.48586615712786e-5,3.1787648088366506e-6,-5.4977416035740605
2.0,105.0,8.482349119701618e-5,3.1774473434660106e-6,-5.497921637825609
2.0,106.0,7.821288206321061e-5,2.929817092288121e-6,-5.533159491690086
3.0,1.0,24.472421299841816,1.0,0.0
3.0,2.0,0.41923551829467104,0.01713093744007181,-1.7662188708984277
3.0,3.0,0.39645473502121004,0.016200061700628397,-1.7904833313714794
3.0,4.0,0.38846514028455215,0.015873588294553556,-1.799324887966523
3.0,5.0,0.38698006707806226,0.015812904752524982,-1.8009883449875579
3.0,6.0,0.20533494030013705,0.008390462790106686,-2.0762140842670544
3.0,7.0,0.2053348063439338,0.008390457316344952,-2.076214367591747
3.0,8.0,0.2012769572444158,0.008224644173060097,-2.0848828820733436
3.0,9.0,0.2012768795376595,0.00822464099778147,-2.084883049740932
3.0,10.0,0.19417649037836118,0.007934502597812677,-2.1004802933320765
3.0,11.0,0.19417638635247667,0.007934498347073314,-2.10048052599608
3.0,12.0,0.1894422763672782,0.007741051612596368,-2.1112000369237514
3.0,13.0,0.1894421773088202,0.007741047564837596,-2.1112002640143133
3.0,14.0,0.0839844341184533,0.0034317991297001804,-2.464478140233535
3.0,15.0,0.07979724419732204,0.0032607008198995754,-2.486689047323263
3.0,16.0,0.03119204861357235,0.0012745795861962366,-2.8946330415075927
3.0,17.0,0.031191840051426296,0.0012745710638623205,-2.8946359453788038
3.0,18.0,0.030573023182334697,0.0012492847686686528,-2.903338554928548
3.0,19.0,0.030572844158924327,0.0012492774533561148,-2.903341097990987
3.0,20.0,0.022690021156133482,0.0009271669884287317,-3.0328420397261535
3.0,21.0,0.022689894695422163,0.0009271618209502148,-3.0328444602325857
3.0,22.0,0.02169704688930962,0.0008865917525475857,-3.0522763130093136
3.0,23.0,0.021696792080901074,0.0008865813404839233,-3.052281413359428
