n,family,r,chi,at_ceiling,eps_chi,obs,O_exact,err_direct,err_dmpf,ratio,err_proj,err_best_single,cond_N,singular,relerr_N,dc_max,dcNdc,dc_frac_null,corr_min,time_s
10,4-8-16,3,16,no,7.777252e-05,Z_mid,0.6696613567,6.49394866e-04,1.59885401e-05,40.616270,1.30462563e-06,3.81946779e-04,8.955776e+01,false,6.494361e-01,2.748761e-01,7.781143e-08,0.800130,0.564421,2014.5
10,4-8-16,3,16,no,7.777252e-05,ZZ_mid,0.3453493880,1.53618403e-03,1.97205009e-04,7.789782,5.46084778e-06,1.38016178e-04,8.955776e+01,false,6.494361e-01,2.748761e-01,7.781143e-08,0.800130,0.564421,2014.5
10,4-8-16,3,16,no,7.777252e-05,Z_mean,0.6988057881,8.17329326e-04,2.46469511e-13,3316147789.227027,2.44360088e-13,2.48467913e-13,8.955776e+01,false,6.494361e-01,2.748761e-01,7.781143e-08,0.800130,0.564421,2014.5
10,4-8-16,3,16,no,7.777252e-05,Z1,0.8007386991,7.94902352e-04,1.63644585e-05,48.574926,2.91990086e-06,3.55285195e-04,8.955776e+01,false,6.494361e-01,2.748761e-01,7.781143e-08,0.800130,0.564421,2014.5
10,4-8-16,3,16,no,7.777252e-05,Z2,0.6021250149,4.30292774e-03,1.39509232e-04,30.843319,7.38798519e-06,8.88434294e-04,8.955776e+01,false,6.494361e-01,2.748761e-01,7.781143e-08,0.800130,0.564421,2014.5
10,4-8-16,3,16,no,7.777252e-05,Z3,0.6387399604,1.64846739e-03,2.28077791e-04,7.227654,5.43714278e-06,1.42074759e-03,8.955776e+01,false,6.494361e-01,2.748761e-01,7.781143e-08,0.800130,0.564421,2014.5
10,4-8-16,3,16,no,7.777252e-05,Z4,0.7172310222,5.23037652e-03,1.31294465e-04,39.836992,5.22640395e-07,8.80733262e-04,8.955776e+01,false,6.494361e-01,2.748761e-01,7.781143e-08,0.800130,0.564421,2014.5
10,4-8-16,3,16,no,7.777252e-05,Z5,0.6696613567,6.49394866e-04,1.59885401e-05,40.616270,1.30462563e-06,3.81946779e-04,8.955776e+01,false,6.494361e-01,2.748761e-01,7.781143e-08,0.800130,0.564421,2014.5
10,4-8-16,3,16,no,7.777252e-05,Z6,0.6417567354,8.17364487e-03,1.75506639e-04,46.571713,5.50499668e-06,1.15638530e-03,8.955776e+01,false,6.494361e-01,2.748761e-01,7.781143e-08,0.800130,0.564421,2014.5
10,4-8-16,3,16,no,7.777252e-05,Z7,0.6527812354,4.43514007e-03,2.56873916e-05,172.658249,7.15066964e-07,4.82750656e-04,8.955776e+01,false,6.494361e-01,2.748761e-01,7.781143e-08,0.800130,0.564421,2014.5
10,4-8-16,3,16,no,7.777252e-05,Z8,0.6645514040,4.31739258e-03,2.26386264e-04,19.070912,1.03171466e-05,4.62529530e-04,8.955776e+01,false,6.494361e-01,2.748761e-01,7.781143e-08,0.800130,0.564421,2014.5
