n,family,r,chi,at_ceiling,eps_chi,obs,O_exact,err_direct,err_dmpf,err_dmpf_cl,ratio,err_proj,err_best_single,cond_N,singular,relerr_N,dc_max,dcNdc,dc_frac_null,corr_min,time_s
10,4-8-16,3,16,no,NaN,Z8,0.3827838627,3.69460927e-02,1.87910585e-04,4.08344764e-02,196.615282,9.81389211e-06,2.14667093e-05,1.435734e+01,false,3.565890e+00,7.386205e-01,4.931048e-04,0.908587,0.663163,20.9
10,4-8-16,3,16,no,NaN,Z9,0.0189315908,1.27247600e-02,1.11063247e-03,5.28212993e-02,11.457220,1.92516203e-05,6.18591574e-04,1.435734e+01,false,3.565890e+00,7.386205e-01,4.931048e-04,0.908587,0.663163,20.9
10,4-8-16,3,16,no,NaN,Z10,0.7890456106,9.54316272e-03,9.03165333e-03,2.36851480e-02,1.056635,5.55852777e-05,2.47696875e-03,1.435734e+01,false,3.565890e+00,7.386205e-01,4.931048e-04,0.908587,0.663163,20.9
10,3-8,2,16,no,NaN,Z_mid,0.0450521809,5.67301629e-02,1.31893361e-03,7.13839559e-02,43.012145,5.94811341e-05,1.34563828e-03,6.241837e+00,false,1.175967e+00,1.106172e-01,3.380913e-04,0.779138,0.433822,20.9
10,3-8,2,16,no,NaN,ZZ_mid,-0.4400287306,3.32759448e-02,1.21031880e-02,4.72507699e-02,2.749354,5.40801837e-03,1.24744852e-02,6.241837e+00,false,1.175967e+00,1.106172e-01,3.380913e-04,0.779138,0.433822,20.9
10,3-8,2,16,no,NaN,Z_mean,0.2591817793,4.39458121e-03,2.32758257e-13,8.81176587e-03,18880452484.477699,2.32591724e-13,2.32758257e-13,6.241837e+00,false,1.175967e+00,1.106172e-01,3.380913e-04,0.779138,0.433822,20.9
10,3-8,2,16,no,NaN,Z1,0.5528241271,4.14788047e-02,1.10486501e-03,7.62789201e-02,37.541966,2.09284050e-03,1.08391657e-03,6.241837e+00,false,1.175967e+00,1.106172e-01,3.380913e-04,0.779138,0.433822,20.9
10,3-8,2,16,no,NaN,Z2,-0.1136137213,2.30503862e-02,7.49533472e-03,5.54622764e-02,3.075298,3.23787313e-03,7.58560739e-03,6.241837e+00,false,1.175967e+00,1.106172e-01,3.380913e-04,0.779138,0.433822,20.9
10,3-8,2,16,no,NaN,Z3,0.3263197306,9.37608428e-02,1.23926192e-02,5.07893800e-02,7.565862,4.57256418e-03,1.25584310e-02,6.241837e+00,false,1.175967e+00,1.106172e-01,3.380913e-04,0.779138,0.433822,20.9
10,3-8,2,16,no,NaN,Z4,0.2065606881,7.39624418e-02,8.66553999e-03,2.81267789e-02,8.535237,3.38546432e-03,8.77749555e-03,6.241837e+00,false,1.175967e+00,1.106172e-01,3.380913e-04,0.779138,0.433822,20.9
10,3-8,2,16,no,NaN,Z5,0.0450521809,5.67301629e-02,1.31893361e-03,7.13839559e-02,43.012145,5.94811341e-05,1.34563828e-03,6.241837e+00,false,1.175967e+00,1.106172e-01,3.380913e-04,0.779138,0.433822,20.9
10,3-8,2,16,no,NaN,Z6,0.3309519723,1.05117514e-02,1.53742779e-02,1.16877683e-02,0.683723,4.96716239e-04,1.57107969e-02,6.241837e+00,false,1.175967e+00,1.106172e-01,3.380913e-04,0.779138,0.433822,20.9
10,3-8,2,16,no,NaN,Z7,0.0529617514,6.97187155e-02,1.15358223e-02,8.84827785e-02,6.043671,2.43949594e-04,1.17752484e-02,6.241837e+00,false,1.175967e+00,1.106172e-01,3.380913e-04,0.779138,0.433822,20.9
10,3-8,2,16,no,NaN,Z8,0.3827838627,3.69460927e-02,1.35190690e-04,4.85275526e-02,273.288734,3.00883669e-04,1.44436950e-04,6.241837e+00,false,1.175967e+00,1.106172e-01,3.380913e-04,0.779138,0.433822,20.9
10,3-8,2,16,no,NaN,Z9,0.0189315908,1.27247600e-02,2.13605711e-03,6.37772050e-02,5.957125,3.33231555e-03,2.11069236e-03,6.241837e+00,false,1.175967e+00,1.106172e-01,3.380913e-04,0.779138,0.433822,20.9
10,3-8,2,16,no,NaN,Z10,0.7890456106,9.54316272e-03,9.82164611e-03,3.18317150e-02,0.971646,2.90994728e-03,9.96819764e-03,6.241837e+00,false,1.175967e+00,1.106172e-01,3.380913e-04,0.779138,0.433822,20.9
10,4-8-16,3,32,no,NaN,Z_mid,0.0450521809,6.79855807e-02,1.34196592e-05,4.13485518e-02,5066.118256,5.56633197e-06,3.25077082e-04,3.267961e+01,false,6.068604e-01,8.508664e-01,2.018101e-05,0.824849,0.697671,53.2
10,4-8-16,3,32,no,NaN,ZZ_mid,-0.4400287306,6.08681590e-02,2.23324754e-03,4.27693403e-02,27.255447,6.84454008e-05,2.79833993e-03,3.267961e+01,false,6.068604e-01,8.508664e-01,2.018101e-05,0.824849,0.697671,53.2
10,4-8-16,3,32,no,NaN,Z_mean,0.2591817793,8.30313282e-03,2.25985897e-13,6.50979024e-03,36741818592.044212,2.19213536e-13,2.23099317e-13,3.267961e+01,false,6.068604e-01,8.508664e-01,2.018101e-05,0.824849,0.697671,53.2
10,4-8-16,3,32,no,NaN,Z1,0.5528241271,7.34264717e-03,5.54920254e-04,1.68655950e-02,13.231896,7.48038600e-07,3.11622633e-04,3.267961e+01,false,6.068604e-01,8.508664e-01,2.018101e-05,0.824849,0.697671,53.2
10,4-8-16,3,32,no,NaN,Z2,-0.1136137213,2.00870118e-02,8.04728745e-04,2.84370479e-02,24.961221,3.62467186e-05,1.90578709e-03,3.267961e+01,false,6.068604e-01,8.508664e-01,2.018101e-05,0.824849,0.697671,53.2
10,4-8-16,3,32,no,NaN,Z3,0.3263197306,1.97773980e-02,1.07825444e-03,1.35515704e-02,18.342051,5.23238252e-05,3.12562876e-03,3.267961e+01,false,6.068604e-01,8.508664e-01,2.018101e-05,0.824849,0.697671,53.2
10,4-8-16,3,32,no,NaN,Z4,0.2065606881,2.53986649e-03,7.81887894e-04,9.12481704e-04,3.248377,3.28233879e-05,2.18482176e-03,3.267961e+01,false,6.068604e-01,8.508664e-01,2.018101e-05,0.824849,0.697671,53.2
10,4-8-16,3,32,no,NaN,Z5,0.0450521809,6.79855807e-02,1.34196592e-05,4.13485518e-02,5066.118256,5.56633197e-06,3.25077082e-04,3.267961e+01,false,6.068604e-01,8.508664e-01,2.018101e-05,0.824849,0.697671,53.2
10,4-8-16,3,32,no,NaN,Z6,0.3309519723,6.51848509e-03,6.93194860e-04,5.64231617e-03,9.403539,6.66329763e-05,3.71485585e-03,3.267961e+01,false,6.068604e-01,8.508664e-01,2.018101e-05,0.824849,0.697671,53.2
10,4-8-16,3,32,no,NaN,Z7,0.0529617514,5.49656856e-02,2.97333568e-04,3.82522220e-02,184.862025,6.16777836e-05,2.81344650e-03,3.267961e+01,false,6.068604e-01,8.508664e-01,2.018101e-05,0.824849,0.697671,53.2
10,4-8-16,3,32,no,NaN,Z8,0.3827838627,2.66598391e-02,6.61437170e-05,1.86962096e-02,403.059283,9.81389211e-06,2.14667093e-05,3.267961e+01,false,6.068604e-01,8.508664e-01,2.018101e-05,0.824849,0.697671,53.2
10,4-8-16,3,32,no,NaN,Z9,0.0189315908,3.13211742e-02,1.07976518e-03,2.19339163e-02,29.007394,1.92516203e-05,6.18591574e-04,3.267961e+01,false,6.068604e-01,8.508664e-01,2.018101e-05,0.824849,0.697671,53.2
10,4-8-16,3,32,no,NaN,Z10,0.7890456106,4.15268584e-02,7.16909211e-04,2.23152584e-02,57.924850,5.55852777e-05,2.47696875e-03,3.267961e+01,false,6.068604e-01,8.508664e-01,2.018101e-05,0.824849,0.697671,53.2
10,3-8,2,32,no,NaN,Z_mid,0.0450521809,6.79855807e-02,5.83567375e-05,3.74537254e-02,1164.999683,5.94811341e-05,1.34563828e-03,3.153440e+01,false,3.097064e-01,9.875529e-05,2.694694e-10,0.779138,0.430758,53.2
10,3-8,2,32,no,NaN,ZZ_mid,-0.4400287306,6.08681590e-02,5.42365178e-03,4.14747583e-02,11.222726,5.40801837e-03,1.24744852e-02,3.153440e+01,false,3.097064e-01,9.875529e-05,2.694694e-10,0.779138,0.430758,53.2
10,3-8,2,32,no,NaN,Z_mean,0.2591817793,8.30313282e-03,2.32591724e-13,5.62497553e-03,35698315868.308350,2.32591724e-13,2.32758257e-13,3.153440e+01,false,3.097064e-01,9.875529e-05,2.694694e-10,0.779138,0.430758,53.2
10,3-8,2,32,no,NaN,Z1,0.5528241271,7.34264717e-03,2.09372253e-03,1.77248117e-02,3.506982,2.09284050e-03,1.08391657e-03,3.153440e+01,false,3.097064e-01,9.875529e-05,2.694694e-10,0.779138,0.430758,53.2
10,3-8,2,32,no,NaN,Z2,-0.1136137213,2.00870118e-02,3.23407221e-03,3.28981066e-02,6.211059,3.23787313e-03,7.58560739e-03,3.153440e+01,false,3.097064e-01,9.875529e-05,2.694694e-10,0.779138,0.430758,53.2
10,3-8,2,32,no,NaN,Z3,0.3263197306,1.97773980e-02,4.56558270e-03,1.57403912e-02,4.331845,4.57256418e-03,1.25584310e-02,3.153440e+01,false,3.097064e-01,9.875529e-05,2.694694e-10,0.779138,0.430758,53.2
10,3-8,2,32,no,NaN,Z4,0.2065606881,2.53986649e-03,3.38075045e-03,2.93821861e-03,0.751273,3.38546432e-03,8.77749555e-03,3.153440e+01,false,3.097064e-01,9.875529e-05,2.694694e-10,0.779138,0.430758,53.2
10,3-8,2,32,no,NaN,Z5,0.0450521809,6.79855807e-02,5.83567375e-05,3.74537254e-02,1164.999683,5.94811341e-05,1.34563828e-03,3.153440e+01,false,3.097064e-01,9.875529e-05,2.694694e-10,0.779138,0.430758,53.2
10,3-8,2,32,no,NaN,Z6,0.3309519723,6.51848509e-03,5.10885326e-04,9.16881448e-04,12.759194,4.96716239e-04,1.57107969e-02,3.153440e+01,false,3.097064e-01,9.875529e-05,2.694694e-10,0.779138,0.430758,53.2
10,3-8,2,32,no,NaN,Z7,0.0529617514,5.49656856e-02,2.33868592e-04,5.86513802e-02,235.028077,2.43949594e-04,1.17752484e-02,3.153440e+01,false,3.097064e-01,9.875529e-05,2.694694e-10,0.779138,0.430758,53.2
10,3-8,2,32,no,NaN,Z8,0.3827838627,2.66598391e-02,3.01272982e-04,2.65987718e-02,88.490641,3.00883669e-04,1.44436950e-04,3.153440e+01,false,3.097064e-01,9.875529e-05,2.694694e-10,0.779138,0.430758,53.2
10,3-8,2,32,no,NaN,Z9,0.0189315908,3.13211742e-02,3.33338353e-03,3.13828174e-02,9.396211,3.33231555e-03,2.11069236e-03,3.153440e+01,false,3.097064e-01,9.875529e-05,2.694694e-10,0.779138,0.430758,53.2
10,3-8,2,32,no,NaN,Z10,0.7890456106,4.15268584e-02,2.90377675e-03,4.79273998e-02,14.300982,2.90994728e-03,9.96819764e-03,3.153440e+01,false,3.097064e-01,9.875529e-05,2.694694e-10,0.779138,0.430758,53.2
10,4-8-16,3,48,no,NaN,Z_mid,0.0450521809,1.25554062e-02,1.54009649e-05,3.86182950e-03,815.235038,5.56633197e-06,3.25077082e-04,6.048367e+01,false,2.150269e-01,6.642646e-01,1.223280e-05,0.821911,0.549860,99.1
10,4-8-16,3,48,no,NaN,ZZ_mid,-0.4400287306,1.26846647e-02,2.06022037e-03,1.20255088e-02,6.156946,6.84454008e-05,2.79833993e-03,6.048367e+01,false,2.150269e-01,6.642646e-01,1.223280e-05,0.821911,0.549860,99.1
10,4-8-16,3,48,no,NaN,Z_mean,0.2591817793,5.12966900e-03,2.24487096e-13,3.77824109e-03,22850618614.248020,2.19213536e-13,2.23099317e-13,6.048367e+01,false,2.150269e-01,6.642646e-01,1.223280e-05,0.821911,0.549860,99.1
10,4-8-16,3,48,no,NaN,Z1,0.5528241271,2.28497031e-03,4.30144004e-04,2.40844736e-04,5.312105,7.48038600e-07,3.11622633e-04,6.048367e+01,false,2.150269e-01,6.642646e-01,1.223280e-05,0.821911,0.549860,99.1
10,4-8-16,3,48,no,NaN,Z2,-0.1136137213,9.76231944e-03,5.08205783e-04,4.78876720e-03,19.209383,3.62467186e-05,1.90578709e-03,6.048367e+01,false,2.150269e-01,6.642646e-01,1.223280e-05,0.821911,0.549860,99.1
10,4-8-16,3,48,no,NaN,Z3,0.3263197306,5.70675474e-04,6.32818253e-04,3.46804170e-03,0.901800,5.23238252e-05,3.12562876e-03,6.048367e+01,false,2.150269e-01,6.642646e-01,1.223280e-05,0.821911,0.549860,99.1
10,4-8-16,3,48,no,NaN,Z4,0.2065606881,6.76964718e-03,4.64552228e-04,7.09732099e-03,14.572414,3.28233879e-05,2.18482176e-03,6.048367e+01,false,2.150269e-01,6.642646e-01,1.223280e-05,0.821911,0.549860,99.1
10,4-8-16,3,48,no,NaN,Z5,0.0450521809,1.25554062e-02,1.54009649e-05,3.86182950e-03,815.235038,5.56633197e-06,3.25077082e-04,6.048367e+01,false,2.150269e-01,6.642646e-01,1.223280e-05,0.821911,0.549860,99.1
10,4-8-16,3,48,no,NaN,Z6,0.3309519723,2.68384839e-03,8.71914129e-04,3.83689087e-03,3.078111,6.66329763e-05,3.71485585e-03,6.048367e+01,false,2.150269e-01,6.642646e-01,1.223280e-05,0.821911,0.549860,99.1
10,4-8-16,3,48,no,NaN,Z7,0.0529617514,1.01097162e-02,4.70034044e-04,7.25134202e-03,21.508476,6.16777836e-05,2.81344650e-03,6.048367e+01,false,2.150269e-01,6.642646e-01,1.223280e-05,0.821911,0.549860,99.1
10,4-8-16,3,48,no,NaN,Z8,0.3827838627,4.85181361e-03,5.88589801e-05,6.17605971e-03,82.431153,9.81389211e-06,2.14667093e-05,6.048367e+01,false,2.150269e-01,6.642646e-01,1.223280e-05,0.821911,0.549860,99.1
10,4-8-16,3,48,no,NaN,Z9,0.0189315908,4.35408082e-05,8.40602498e-04,1.05827770e-04,0.051797,1.92516203e-05,6.18591574e-04,6.048367e+01,false,2.150269e-01,6.642646e-01,1.223280e-05,0.821911,0.549860,99.1
10,4-8-16,3,48,no,NaN,Z10,0.7890456106,6.32177470e-03,3.91976181e-04,8.10322538e-03,16.127956,5.55852777e-05,2.47696875e-03,6.048367e+01,false,2.150269e-01,6.642646e-01,1.223280e-05,0.821911,0.549860,99.1
10,3-8,2,48,no,NaN,Z_mid,0.0450521809,1.25554062e-02,7.21210548e-07,1.00123806e-03,17408.794476,5.94811341e-05,1.34563828e-03,4.755595e+01,false,9.355568e-02,5.160860e-03,7.359238e-07,0.779138,0.339433,99.1
10,3-8,2,48,no,NaN,ZZ_mid,-0.4400287306,1.26846647e-02,6.22500604e-03,1.56253042e-02,2.037695,5.40801837e-03,1.24744852e-02,4.755595e+01,false,9.355568e-02,5.160860e-03,7.359238e-07,0.779138,0.339433,99.1
10,3-8,2,48,no,NaN,Z_mean,0.2591817793,5.12966900e-03,2.32536213e-13,3.15723099e-03,22059656642.640011,2.32591724e-13,2.32758257e-13,4.755595e+01,false,9.355568e-02,5.160860e-03,7.359238e-07,0.779138,0.339433,99.1
10,3-8,2,48,no,NaN,Z1,0.5528241271,2.28497031e-03,2.13893463e-03,4.37553210e-05,1.068275,2.09284050e-03,1.08391657e-03,4.755595e+01,false,9.355568e-02,5.160860e-03,7.359238e-07,0.779138,0.339433,99.1
10,3-8,2,48,no,NaN,Z2,-0.1136137213,9.76231944e-03,3.03924069e-03,6.44789371e-03,3.212092,3.23787313e-03,7.58560739e-03,4.755595e+01,false,9.355568e-02,5.160860e-03,7.359238e-07,0.779138,0.339433,99.1
10,3-8,2,48,no,NaN,Z3,0.3263197306,5.70675474e-04,4.20771847e-03,6.77734720e-03,0.135626,4.57256418e-03,1.25584310e-02,4.755595e+01,false,9.355568e-02,5.160860e-03,7.359238e-07,0.779138,0.339433,99.1
10,3-8,2,48,no,NaN,Z4,0.2065606881,6.76964718e-03,3.13912169e-03,9.88904198e-03,2.156542,3.38546432e-03,8.77749555e-03,4.755595e+01,false,9.355568e-02,5.160860e-03,7.359238e-07,0.779138,0.339433,99.1
10,3-8,2,48,no,NaN,Z5,0.0450521809,1.25554062e-02,7.21210548e-07,1.00123806e-03,17408.794476,5.94811341e-05,1.34563828e-03,4.755595e+01,false,9.355568e-02,5.160860e-03,7.359238e-07,0.779138,0.339433,99.1
10,3-8,2,48,no,NaN,Z6,0.3309519723,2.68384839e-03,1.23717959e-03,6.35584736e-03,2.169328,4.96716239e-04,1.57107969e-02,4.755595e+01,false,9.355568e-02,5.160860e-03,7.359238e-07,0.779138,0.339433,99.1
10,3-8,2,48,no,NaN,Z7,0.0529617514,1.01097162e-02,2.82874234e-04,4.61218871e-03,35.739261,2.43949594e-04,1.17752484e-02,4.755595e+01,false,9.355568e-02,5.160860e-03,7.359238e-07,0.779138,0.339433,99.1
10,3-8,2,48,no,NaN,Z8,0.3827838627,4.85181361e-03,3.21228777e-04,3.56750764e-03,15.103920,3.00883669e-04,1.44436950e-04,4.755595e+01,false,9.355568e-02,5.160860e-03,7.359238e-07,0.779138,0.339433,99.1
10,3-8,2,48,no,NaN,Z9,0.0189315908,4.35408082e-05,3.38812715e-03,7.52779662e-04,0.012851,3.33231555e-03,2.11069236e-03,4.755595e+01,false,9.355568e-02,5.160860e-03,7.359238e-07,0.779138,0.339433,99.1
10,3-8,2,48,no,NaN,Z10,0.7890456106,6.32177470e-03,2.58748105e-03,9.27495075e-03,2.443216,2.90994728e-03,9.96819764e-03,4.755595e+01,false,9.355568e-02,5.160860e-03,7.359238e-07,0.779138,0.339433,99.1
10,4-8-16,3,64,no,NaN,Z_mid,0.0450521809,2.55769942e-03,2.45476844e-05,2.71111482e-03,104.193103,5.56633197e-06,3.25077082e-04,2.200012e+02,false,4.302483e-02,4.951285e-01,7.003614e-06,0.826910,0.655612,152.1
10,4-8-16,3,64,no,NaN,ZZ_mid,-0.4400287306,2.27593438e-03,1.09450278e-03,2.00757959e-03,2.079423,6.84454008e-05,2.79833993e-03,2.200012e+02,false,4.302483e-02,4.951285e-01,7.003614e-06,0.826910,0.655612,152.1
10,4-8-16,3,64,no,NaN,Z_mean,0.2591817793,1.84866521e-03,2.23210339e-13,1.82201634e-03,8282166594.556081,2.19213536e-13,2.23099317e-13,2.200012e+02,false,4.302483e-02,4.951285e-01,7.003614e-06,0.826910,0.655612,152.1
10,4-8-16,3,64,no,NaN,Z1,0.5528241271,3.87499747e-03,3.24951059e-04,3.35996728e-03,11.924865,7.48038600e-07,3.11622633e-04,2.200012e+02,false,4.302483e-02,4.951285e-01,7.003614e-06,0.826910,0.655612,152.1
10,4-8-16,3,64,no,NaN,Z2,-0.1136137213,1.34162002e-03,5.51501780e-04,2.51569248e-03,2.432667,3.62467186e-05,1.90578709e-03,2.200012e+02,false,4.302483e-02,4.951285e-01,7.003614e-06,0.826910,0.655612,152.1
10,4-8-16,3,64,no,NaN,Z3,0.3263197306,7.53308181e-05,7.66559193e-04,2.84901068e-04,0.098271,5.23238252e-05,3.12562876e-03,2.200012e+02,false,4.302483e-02,4.951285e-01,7.003614e-06,0.826910,0.655612,152.1
10,4-8-16,3,64,no,NaN,Z4,0.2065606881,2.68208252e-03,5.50112487e-04,3.22189551e-03,4.875517,3.28233879e-05,2.18482176e-03,2.200012e+02,false,4.302483e-02,4.951285e-01,7.003614e-06,0.826910,0.655612,152.1
10,4-8-16,3,64,no,NaN,Z5,0.0450521809,2.55769942e-03,2.45476844e-05,2.71111482e-03,104.193103,5.56633197e-06,3.25077082e-04,2.200012e+02,false,4.302483e-02,4.951285e-01,7.003614e-06,0.826910,0.655612,152.1
10,4-8-16,3,64,no,NaN,Z6,0.3309519723,2.49611887e-03,1.91852460e-04,2.52041922e-03,13.010617,6.66329763e-05,3.71485585e-03,2.200012e+02,false,4.302483e-02,4.951285e-01,7.003614e-06,0.826910,0.655612,152.1
10,4-8-16,3,64,no,NaN,Z7,0.0529617514,1.70661834e-03,1.35171406e-05,1.09375081e-03,126.255869,6.16777836e-05,2.81344650e-03,2.200012e+02,false,4.302483e-02,4.951285e-01,7.003614e-06,0.826910,0.655612,152.1
10,4-8-16,3,64,no,NaN,Z8,0.3827838627,5.52872911e-04,3.98971308e-05,1.17651210e-03,13.857460,9.81389211e-06,2.14667093e-05,2.200012e+02,false,4.302483e-02,4.951285e-01,7.003614e-06,0.826910,0.655612,152.1
10,4-8-16,3,64,no,NaN,Z9,0.0189315908,2.05063831e-03,6.39877463e-04,1.89947082e-03,3.204736,1.92516203e-05,6.18591574e-04,2.200012e+02,false,4.302483e-02,4.951285e-01,7.003614e-06,0.826910,0.655612,152.1
10,4-8-16,3,64,no,NaN,Z10,0.7890456106,6.41473394e-03,5.36090972e-04,5.42847111e-03,11.965756,5.55852777e-05,2.47696875e-03,2.200012e+02,false,4.302483e-02,4.951285e-01,7.003614e-06,0.826910,0.655612,152.1
10,3-8,2,64,no,NaN,Z_mid,0.0450521809,2.55769942e-03,7.83474402e-05,2.59506163e-03,32.645603,5.94811341e-05,1.34563828e-03,1.086332e+02,false,2.028655e-02,1.657020e-03,7.586547e-08,0.779138,0.386366,152.1
10,3-8,2,64,no,NaN,ZZ_mid,-0.4400287306,2.27593438e-03,5.14570455e-03,5.65617951e-03,0.442298,5.40801837e-03,1.24744852e-02,1.086332e+02,false,2.028655e-02,1.657020e-03,7.586547e-08,0.779138,0.386366,152.1
10,3-8,2,64,no,NaN,Z_mean,0.2591817793,1.84866521e-03,2.32536213e-13,1.55575391e-03,7950009996.827405,2.32591724e-13,2.32758257e-13,1.086332e+02,false,2.028655e-02,1.657020e-03,7.586547e-08,0.779138,0.386366,152.1
10,3-8,2,64,no,NaN,Z1,0.5528241271,3.87499747e-03,2.07804086e-03,9.93905863e-04,1.864736,2.09284050e-03,1.08391657e-03,1.086332e+02,false,2.028655e-02,1.657020e-03,7.586547e-08,0.779138,0.386366,152.1
10,3-8,2,64,no,NaN,Z2,-0.1136137213,1.34162002e-03,3.30164891e-03,5.12750342e-03,0.406348,3.23787313e-03,7.58560739e-03,1.086332e+02,false,2.028655e-02,1.657020e-03,7.586547e-08,0.779138,0.386366,152.1
10,3-8,2,64,no,NaN,Z3,0.3263197306,7.53308181e-05,4.68970679e-03,4.49899686e-03,0.016063,4.57256418e-03,1.25584310e-02,1.086332e+02,false,2.028655e-02,1.657020e-03,7.586547e-08,0.779138,0.386366,152.1
10,3-8,2,64,no,NaN,Z4,0.2065606881,2.68208252e-03,3.46455863e-03,5.92379038e-03,0.774148,3.38546432e-03,8.77749555e-03,1.086332e+02,false,2.028655e-02,1.657020e-03,7.586547e-08,0.779138,0.386366,152.1
10,3-8,2,64,no,NaN,Z5,0.0450521809,2.55769942e-03,7.83474402e-05,2.59506163e-03,32.645603,5.94811341e-05,1.34563828e-03,1.086332e+02,false,2.028655e-02,1.657020e-03,7.586547e-08,0.779138,0.386366,152.1
10,3-8,2,64,no,NaN,Z6,0.3309519723,2.49611887e-03,2.58972426e-04,2.27889609e-03,9.638551,4.96716239e-04,1.57107969e-02,1.086332e+02,false,2.028655e-02,1.657020e-03,7.586547e-08,0.779138,0.386366,152.1
10,3-8,2,64,no,NaN,Z7,0.0529617514,1.70661834e-03,4.13099229e-04,6.26798876e-04,4.131255,2.43949594e-04,1.17752484e-02,1.086332e+02,false,2.028655e-02,1.657020e-03,7.586547e-08,0.779138,0.386366,152.1
10,3-8,2,64,no,NaN,Z8,0.3827838627,5.52872911e-04,2.94351377e-04,8.01415810e-04,1.878275,3.00883669e-04,1.44436950e-04,1.086332e+02,false,2.028655e-02,1.657020e-03,7.586547e-08,0.779138,0.386366,152.1
10,3-8,2,64,no,NaN,Z9,0.0189315908,2.05063831e-03,3.31439588e-03,4.64264360e-03,0.618707,3.33231555e-03,2.11069236e-03,1.086332e+02,false,2.028655e-02,1.657020e-03,7.586547e-08,0.779138,0.386366,152.1
10,3-8,2,64,no,NaN,Z10,0.7890456106,6.41473394e-03,3.01348293e-03,2.25664356e-03,2.128678,2.90994728e-03,9.96819764e-03,1.086332e+02,false,2.028655e-02,1.657020e-03,7.586547e-08,0.779138,0.386366,152.1
10,4-8-16,3,96,no,NaN,Z_mid,0.0450521809,7.97362160e-04,4.85093610e-06,1.31490900e-03,164.372843,5.56633197e-06,3.25077082e-04,1.116174e+03,false,1.921874e-02,2.557702e-01,1.814123e-06,0.823989,0.642499,242.5
10,4-8-16,3,96,no,NaN,ZZ_mid,-0.4400287306,1.31401821e-03,6.61102180e-04,2.04050741e-03,1.987617,6.84454008e-05,2.79833993e-03,1.116174e+03,false,1.921874e-02,2.557702e-01,1.814123e-06,0.823989,0.642499,242.5
10,4-8-16,3,96,no,NaN,Z_mean,0.2591817793,9.15212184e-04,2.21211938e-13,9.70906910e-04,4137263991.526474,2.19213536e-13,2.23099317e-13,1.116174e+03,false,1.921874e-02,2.557702e-01,1.814123e-06,0.823989,0.642499,242.5
10,4-8-16,3,96,no,NaN,Z1,0.5528241271,3.24385607e-04,1.66964045e-04,2.93885699e-04,1.942847,7.48038600e-07,3.11622633e-04,1.116174e+03,false,1.921874e-02,2.557702e-01,1.814123e-06,0.823989,0.642499,242.5
