n,family,r,chi,at_ceiling,eps_chi,obs,O_exact,err_direct,err_dmpf,err_dmpf_cl,ratio,err_proj,err_best_single,cond_N,singular,relerr_N,dc_max,dcNdc,dc_frac_null,corr_min,time_s
10,3-8,2,16,no,NaN,ZZ_mid,-0.1297463844,4.00014884e-03,1.58541148e-03,4.54376741e-03,2.523098,3.34422787e-03,5.26687394e-03,1.489314e+01,false,5.035303e-01,2.384230e-02,2.183906e-06,0.780373,0.475166,23.0
10,3-8,2,16,no,NaN,Z_mean,0.4511883639,9.08901201e-05,8.75965966e-14,1.89122008e-03,1037598760.593790,8.74300632e-14,8.77631301e-14,1.489314e+01,false,5.035303e-01,2.384230e-02,2.183906e-06,0.780373,0.475166,23.0
10,3-8,2,16,no,NaN,Z1,0.6585943534,6.32053779e-03,1.65603227e-03,9.61407789e-03,3.816676,1.67596876e-03,7.42178573e-04,1.489314e+01,false,5.035303e-01,2.384230e-02,2.183906e-06,0.780373,0.475166,23.0
10,3-8,2,16,no,NaN,Z2,0.2113636855,1.28805097e-02,2.95431241e-03,6.37716490e-03,4.359901,2.13403929e-03,6.15006701e-03,1.489314e+01,false,5.035303e-01,2.384230e-02,2.183906e-06,0.780373,0.475166,23.0
10,3-8,2,16,no,NaN,Z3,0.4331497918,3.57086319e-02,4.37064499e-03,2.68289115e-02,8.170106,2.92586289e-03,9.99946410e-03,1.489314e+01,false,5.035303e-01,2.384230e-02,2.183906e-06,0.780373,0.475166,23.0
10,3-8,2,16,no,NaN,Z4,0.4465588400,1.47111050e-02,2.97450545e-03,3.81778029e-03,4.945731,2.04112954e-03,6.61090443e-03,1.489314e+01,false,5.035303e-01,2.384230e-02,2.183906e-06,0.780373,0.475166,23.0
10,3-8,2,16,no,NaN,Z5,0.3309135339,4.37169802e-03,7.61890122e-04,8.35342532e-03,5.737964,7.17704364e-04,9.34036246e-04,1.489314e+01,false,5.035303e-01,2.384230e-02,2.183906e-06,0.780373,0.475166,23.0
10,3-8,2,16,no,NaN,Z6,0.4331784795,4.42485686e-03,3.12991581e-03,2.39410388e-03,1.413730,1.19573900e-03,1.06653991e-02,1.489314e+01,false,5.035303e-01,2.384230e-02,2.183906e-06,0.780373,0.475166,23.0
10,3-8,2,16,no,NaN,Z7,0.3487127094,3.20633597e-02,2.71341643e-03,2.12413679e-02,11.816601,1.73958841e-03,6.50741538e-03,1.489314e+01,false,5.035303e-01,2.384230e-02,2.183906e-06,0.780373,0.475166,23.0
10,3-8,2,16,no,NaN,Z8,0.4590083501,5.82844433e-04,5.01019557e-04,4.10838020e-03,1.163317,1.16081197e-03,2.06950796e-03,1.489314e+01,false,5.035303e-01,2.384230e-02,2.183906e-06,0.780373,0.475166,23.0
10,3-8,2,16,no,NaN,Z9,0.3438929620,3.69631404e-03,2.70724150e-03,1.36311421e-03,1.365343,2.28519367e-03,4.35152468e-03,1.489314e+01,false,5.035303e-01,2.384230e-02,2.183906e-06,0.780373,0.475166,23.0
10,3-8,2,16,no,NaN,Z10,0.8465109336,4.52671950e-03,2.76501092e-03,1.51789732e-03,1.637143,1.75778904e-03,6.68911118e-03,1.489314e+01,false,5.035303e-01,2.384230e-02,2.183906e-06,0.780373,0.475166,23.0
10,4-8-16,3,32,no,NaN,Z_mid,0.3309135339,2.31119163e-02,1.91946604e-04,1.13762412e-02,120.408050,2.72164031e-07,2.37981065e-04,3.732458e+01,false,3.041356e-01,7.046315e-01,2.312698e-06,0.835788,0.676911,60.3
10,4-8-16,3,32,no,NaN,ZZ_mid,-0.1297463844,1.91221550e-02,4.19214377e-04,9.99506560e-03,45.614263,1.81655094e-05,1.14822715e-03,3.732458e+01,false,3.041356e-01,7.046315e-01,2.312698e-06,0.835788,0.676911,60.3
10,4-8-16,3,32,no,NaN,Z_mean,0.4511883639,5.26183687e-03,9.04831765e-14,3.56796992e-03,58152654137.616562,9.28146449e-14,8.77631301e-14,3.732458e+01,false,3.041356e-01,7.046315e-01,2.312698e-06,0.835788,0.676911,60.3
10,4-8-16,3,32,no,NaN,Z1,0.6585943534,5.36565004e-03,4.38293718e-04,1.71255336e-03,12.242133,5.00056499e-06,4.21268241e-04,3.732458e+01,false,3.041356e-01,7.046315e-01,2.312698e-06,0.835788,0.676911,60.3
10,4-8-16,3,32,no,NaN,Z2,0.2113636855,6.39124951e-03,9.19317691e-04,9.07023665e-03,6.952166,2.59197794e-05,1.53726349e-03,3.732458e+01,false,3.041356e-01,7.046315e-01,2.312698e-06,0.835788,0.676911,60.3
10,4-8-16,3,32,no,NaN,Z3,0.4331497918,5.10317132e-03,1.36444686e-03,3.88043759e-03,3.740103,3.24085886e-05,2.47537006e-03,3.732458e+01,false,3.041356e-01,7.046315e-01,2.312698e-06,0.835788,0.676911,60.3
10,4-8-16,3,32,no,NaN,Z4,0.4465588400,3.15158927e-03,9.04948789e-04,1.68096167e-03,3.482616,1.75074230e-05,1.63443449e-03,3.732458e+01,false,3.041356e-01,7.046315e-01,2.312698e-06,0.835788,0.676911,60.3
10,4-8-16,3,32,no,NaN,Z5,0.3309135339,2.31119163e-02,1.91946604e-04,1.13762412e-02,120.408050,2.72164031e-07,2.37981065e-04,3.732458e+01,false,3.041356e-01,7.046315e-01,2.312698e-06,0.835788,0.676911,60.3
10,4-8-16,3,32,no,NaN,Z6,0.4331784795,1.29535982e-02,1.05342389e-03,9.89364912e-03,12.296663,3.02123224e-05,2.58225491e-03,3.732458e+01,false,3.041356e-01,7.046315e-01,2.312698e-06,0.835788,0.676911,60.3
10,4-8-16,3,32,no,NaN,Z7,0.3487127094,7.38873292e-03,8.38335159e-04,3.26937355e-03,8.813579,1.97930010e-05,1.60327279e-03,3.732458e+01,false,3.041356e-01,7.046315e-01,2.312698e-06,0.835788,0.676911,60.3
10,4-8-16,3,32,no,NaN,Z8,0.4590083501,6.60961185e-03,1.74490731e-05,3.47671892e-03,378.794439,7.43556355e-06,4.71588616e-04,3.732458e+01,false,3.041356e-01,7.046315e-01,2.312698e-06,0.835788,0.676911,60.3
10,4-8-16,3,32,no,NaN,Z9,0.3438929620,3.74838415e-03,8.31122584e-04,2.20890964e-05,4.510026,1.92246207e-05,1.11307674e-03,3.732458e+01,false,3.041356e-01,7.046315e-01,2.312698e-06,0.835788,0.676911,60.3
10,4-8-16,3,32,no,NaN,Z10,0.8465109336,2.80075463e-03,8.93239695e-04,2.46441482e-03,3.135502,2.84985925e-05,1.65754885e-03,3.732458e+01,false,3.041356e-01,7.046315e-01,2.312698e-06,0.835788,0.676911,60.3
10,3-8,2,32,no,NaN,Z_mid,0.3309135339,2.31119163e-02,7.40007934e-04,1.34423985e-02,31.231984,7.17704364e-04,9.34036246e-04,3.231415e+01,false,9.355648e-02,1.203484e-02,5.564398e-07,0.780373,0.428474,60.3
10,3-8,2,32,no,NaN,ZZ_mid,-0.1297463844,1.91221550e-02,2.45643311e-03,1.63889887e-02,7.784521,3.34422787e-03,5.26687394e-03,3.231415e+01,false,9.355648e-02,1.203484e-02,5.564398e-07,0.780373,0.428474,60.3
10,3-8,2,32,no,NaN,Z_mean,0.4511883639,5.26183687e-03,8.74855743e-14,4.82016313e-03,60145194317.458755,8.74300632e-14,8.77631301e-14,3.231415e+01,false,9.355648e-02,1.203484e-02,5.564398e-07,0.780373,0.428474,60.3
10,3-8,2,32,no,NaN,Z1,0.6585943534,5.36565004e-03,1.66590545e-03,8.98524327e-04,3.220861,1.67596876e-03,7.42178573e-04,3.231415e+01,false,9.355648e-02,1.203484e-02,5.564398e-07,0.780373,0.428474,60.3
10,3-8,2,32,no,NaN,Z2,0.2113636855,6.39124951e-03,2.54808716e-03,1.12885498e-02,2.508254,2.13403929e-03,6.15006701e-03,3.231415e+01,false,9.355648e-02,1.203484e-02,5.564398e-07,0.780373,0.428474,60.3
10,3-8,2,32,no,NaN,Z3,0.4331497918,5.10317132e-03,3.65514310e-03,5.82709899e-03,1.396162,2.92586289e-03,9.99946410e-03,3.231415e+01,false,9.355648e-02,1.203484e-02,5.564398e-07,0.780373,0.428474,60.3
10,3-8,2,32,no,NaN,Z4,0.4465588400,3.15158927e-03,2.51226811e-03,5.53141223e-04,1.254480,2.04112954e-03,6.61090443e-03,3.231415e+01,false,9.355648e-02,1.203484e-02,5.564398e-07,0.780373,0.428474,60.3
10,3-8,2,32,no,NaN,Z5,0.3309135339,2.31119163e-02,7.40007934e-04,1.34423985e-02,31.231984,7.17704364e-04,9.34036246e-04,3.231415e+01,false,9.355648e-02,1.203484e-02,5.564398e-07,0.780373,0.428474,60.3
10,3-8,2,32,no,NaN,Z6,0.4331784795,1.29535982e-02,2.17205015e-03,1.40891060e-02,5.963766,1.19573900e-03,1.06653991e-02,3.231415e+01,false,9.355648e-02,1.203484e-02,5.564398e-07,0.780373,0.428474,60.3
10,3-8,2,32,no,NaN,Z7,0.3487127094,7.38873292e-03,2.23114593e-03,9.95388070e-03,3.311631,1.73958841e-03,6.50741538e-03,3.231415e+01,false,9.355648e-02,1.203484e-02,5.564398e-07,0.780373,0.428474,60.3
10,3-8,2,32,no,NaN,Z8,0.4590083501,6.60961185e-03,8.27769673e-04,3.91210877e-03,7.984844,1.16081197e-03,2.06950796e-03,3.231415e+01,false,9.355648e-02,1.203484e-02,5.564398e-07,0.780373,0.428474,60.3
10,3-8,2,32,no,NaN,Z9,0.3438929620,3.74838415e-03,2.49823004e-03,2.99780660e-03,1.500416,2.28519367e-03,4.35152468e-03,3.231415e+01,false,9.355648e-02,1.203484e-02,5.564398e-07,0.780373,0.428474,60.3
10,3-8,2,32,no,NaN,Z10,0.8465109336,2.80075463e-03,2.26620272e-03,3.10678567e-03,1.235880,1.75778904e-03,6.68911118e-03,3.231415e+01,false,9.355648e-02,1.203484e-02,5.564398e-07,0.780373,0.428474,60.3
10,4-8-16,3,48,no,NaN,Z_mid,0.3309135339,3.86199894e-03,1.21216595e-04,3.22790184e-03,31.860315,2.72164031e-07,2.37981065e-04,8.362306e+01,false,1.223357e-01,5.704717e-01,1.102151e-06,0.827673,0.566264,106.6
10,4-8-16,3,48,no,NaN,ZZ_mid,-0.1297463844,2.18585317e-03,7.18124180e-04,2.72714949e-03,3.043837,1.81655094e-05,1.14822715e-03,8.362306e+01,false,1.223357e-01,5.704717e-01,1.102151e-06,0.827673,0.566264,106.6
10,4-8-16,3,48,no,NaN,Z_mean,0.4511883639,2.85474093e-03,9.09827769e-14,2.51614566e-03,31376717994.092739,9.28146449e-14,8.77631301e-14,8.362306e+01,false,1.223357e-01,5.704717e-01,1.102151e-06,0.827673,0.566264,106.6
10,4-8-16,3,48,no,NaN,Z1,0.6585943534,4.12607744e-03,3.12074968e-04,3.49615660e-03,13.221430,5.00056499e-06,4.21268241e-04,8.362306e+01,false,1.223357e-01,5.704717e-01,1.102151e-06,0.827673,0.566264,106.6
10,4-8-16,3,48,no,NaN,Z2,0.2113636855,2.91572553e-03,4.79481638e-04,3.07391505e-03,6.080995,2.59197794e-05,1.53726349e-03,8.362306e+01,false,1.223357e-01,5.704717e-01,1.102151e-06,0.827673,0.566264,106.6
10,4-8-16,3,48,no,NaN,Z3,0.4331497918,1.33296689e-03,6.56526242e-04,5.29197911e-04,2.030333,3.24085886e-05,2.47537006e-03,8.362306e+01,false,1.223357e-01,5.704717e-01,1.102151e-06,0.827673,0.566264,106.6
10,4-8-16,3,48,no,NaN,Z4,0.4465588400,2.73141066e-03,4.36238864e-04,2.42223263e-03,6.261273,1.75074230e-05,1.63443449e-03,8.362306e+01,false,1.223357e-01,5.704717e-01,1.102151e-06,0.827673,0.566264,106.6
10,4-8-16,3,48,no,NaN,Z5,0.3309135339,3.86199894e-03,1.21216595e-04,3.22790184e-03,31.860315,2.72164031e-07,2.37981065e-04,8.362306e+01,false,1.223357e-01,5.704717e-01,1.102151e-06,0.827673,0.566264,106.6
10,4-8-16,3,48,no,NaN,Z6,0.4331784795,3.03605378e-03,3.23877560e-04,2.57975546e-03,9.374079,3.02123224e-05,2.58225491e-03,8.362306e+01,false,1.223357e-01,5.704717e-01,1.102151e-06,0.827673,0.566264,106.6
10,4-8-16,3,48,no,NaN,Z7,0.3487127094,7.91800235e-04,3.80690889e-04,3.58199463e-04,2.079903,1.97930010e-05,1.60327279e-03,8.362306e+01,false,1.223357e-01,5.704717e-01,1.102151e-06,0.827673,0.566264,106.6
10,4-8-16,3,48,no,NaN,Z8,0.4590083501,4.61692723e-03,1.44416235e-04,4.57744910e-03,31.969586,7.43556355e-06,4.71588616e-04,8.362306e+01,false,1.223357e-01,5.704717e-01,1.102151e-06,0.827673,0.566264,106.6
10,4-8-16,3,48,no,NaN,Z9,0.3438929620,2.45337128e-03,5.08305642e-04,9.15516483e-04,4.826567,1.92246207e-05,1.11307674e-03,8.362306e+01,false,1.223357e-01,5.704717e-01,1.102151e-06,0.827673,0.566264,106.6
10,4-8-16,3,48,no,NaN,Z10,0.8465109336,7.58781990e-03,4.21811247e-04,6.52856398e-03,17.988662,2.84985925e-05,1.65754885e-03,8.362306e+01,false,1.223357e-01,5.704717e-01,1.102151e-06,0.827673,0.566264,106.6
10,3-8,2,48,no,NaN,Z_mid,0.3309135339,3.86199894e-03,7.25918047e-04,5.13970586e-04,5.320158,7.17704364e-04,9.34036246e-04,5.683636e+01,false,3.164327e-02,4.432040e-03,7.546495e-08,0.780373,0.374597,106.6
10,3-8,2,48,no,NaN,ZZ_mid,-0.1297463844,2.18585317e-03,3.01728180e-03,5.99655699e-03,0.724444,3.34422787e-03,5.26687394e-03,5.683636e+01,false,3.164327e-02,4.432040e-03,7.546495e-08,0.780373,0.374597,106.6
10,3-8,2,48,no,NaN,Z_mean,0.4511883639,2.85474093e-03,8.74300632e-14,2.23662586e-03,32651708439.566982,8.74300632e-14,8.77631301e-14,5.683636e+01,false,3.164327e-02,4.432040e-03,7.546495e-08,0.780373,0.374597,106.6
10,3-8,2,48,no,NaN,Z1,0.6585943534,4.12607744e-03,1.67226277e-03,2.20143304e-03,2.467362,1.67596876e-03,7.42178573e-04,5.683636e+01,false,3.164327e-02,4.432040e-03,7.546495e-08,0.780373,0.374597,106.6
10,3-8,2,48,no,NaN,Z2,0.2113636855,2.91572553e-03,2.28651972e-03,4.71883625e-03,1.275181,2.13403929e-03,6.15006701e-03,5.683636e+01,false,3.164327e-02,4.432040e-03,7.546495e-08,0.780373,0.374597,106.6
10,3-8,2,48,no,NaN,Z3,0.4331497918,1.33296689e-03,3.19443319e-03,2.06717838e-03,0.417278,2.92586289e-03,9.99946410e-03,5.683636e+01,false,3.164327e-02,4.432040e-03,7.546495e-08,0.780373,0.374597,106.6
10,3-8,2,48,no,NaN,Z4,0.4465588400,2.73141066e-03,2.21463463e-03,4.24484605e-03,1.233346,2.04112954e-03,6.61090443e-03,5.683636e+01,false,3.164327e-02,4.432040e-03,7.546495e-08,0.780373,0.374597,106.6
10,3-8,2,48,no,NaN,Z5,0.3309135339,3.86199894e-03,7.25918047e-04,5.13970586e-04,5.320158,7.17704364e-04,9.34036246e-04,5.683636e+01,false,3.164327e-02,4.432040e-03,7.546495e-08,0.780373,0.374597,106.6
10,3-8,2,48,no,NaN,Z6,0.4331784795,3.03605378e-03,1.55528279e-03,5.61409586e-03,1.952091,1.19573900e-03,1.06653991e-02,5.683636e+01,false,3.164327e-02,4.432040e-03,7.546495e-08,0.780373,0.374597,106.6
10,3-8,2,48,no,NaN,Z7,0.3487127094,7.91800235e-04,1.92061313e-03,2.29140111e-03,0.412264,1.73958841e-03,6.50741538e-03,5.683636e+01,false,3.164327e-02,4.432040e-03,7.546495e-08,0.780373,0.374597,106.6
10,3-8,2,48,no,NaN,Z8,0.4590083501,4.61692723e-03,1.03816327e-03,3.45988803e-03,4.447207,1.16081197e-03,2.06950796e-03,5.683636e+01,false,3.164327e-02,4.432040e-03,7.546495e-08,0.780373,0.374597,106.6
10,3-8,2,48,no,NaN,Z9,0.3438929620,2.45337128e-03,2.36364807e-03,1.25626081e-03,1.037960,2.28519367e-03,4.35152468e-03,5.683636e+01,false,3.164327e-02,4.432040e-03,7.546495e-08,0.780373,0.374597,106.6
10,3-8,2,48,no,NaN,Z10,0.8465109336,7.58781990e-03,1.94502134e-03,4.71550749e-03,3.901150,1.75778904e-03,6.68911118e-03,5.683636e+01,false,3.164327e-02,4.432040e-03,7.546495e-08,0.780373,0.374597,106.6
10,4-8-16,3,64,no,NaN,Z_mid,0.3309135339,1.21430465e-03,1.03363817e-04,1.42745360e-03,11.747870,2.72164031e-07,2.37981065e-04,2.788726e+02,false,2.312132e-02,5.152466e-01,8.680333e-07,0.826010,0.657153,162.7
10,4-8-16,3,64,no,NaN,ZZ_mid,-0.1297463844,3.32358560e-04,7.15059965e-04,9.31736232e-04,0.464798,1.81655094e-05,1.14822715e-03,2.788726e+02,false,2.312132e-02,5.152466e-01,8.680333e-07,0.826010,0.657153,162.7
10,4-8-16,3,64,no,NaN,Z_mean,0.4511883639,8.47256366e-04,9.12048215e-14,8.75967120e-04,9289600621.465612,9.28146449e-14,8.77631301e-14,2.788726e+02,false,2.312132e-02,5.152466e-01,8.680333e-07,0.826010,0.657153,162.7
10,4-8-16,3,64,no,NaN,Z1,0.6585943534,2.13660817e-03,2.74544961e-04,1.77021521e-03,7.782362,5.00056499e-06,4.21268241e-04,2.788726e+02,false,2.312132e-02,5.152466e-01,8.680333e-07,0.826010,0.657153,162.7
10,4-8-16,3,64,no,NaN,Z2,0.2113636855,3.87901232e-04,3.87431375e-04,7.87075861e-04,1.001213,2.59197794e-05,1.53726349e-03,2.788726e+02,false,2.312132e-02,5.152466e-01,8.680333e-07,0.826010,0.657153,162.7
10,4-8-16,3,64,no,NaN,Z3,0.4331497918,6.17815710e-04,5.15023098e-04,2.08789659e-04,1.199588,3.24085886e-05,2.47537006e-03,2.788726e+02,false,2.312132e-02,5.152466e-01,8.680333e-07,0.826010,0.657153,162.7
10,4-8-16,3,64,no,NaN,Z4,0.4465588400,1.21803649e-03,3.42204529e-04,1.53238243e-03,3.559382,1.75074230e-05,1.63443449e-03,2.788726e+02,false,2.312132e-02,5.152466e-01,8.680333e-07,0.826010,0.657153,162.7
10,4-8-16,3,64,no,NaN,Z5,0.3309135339,1.21430465e-03,1.03363817e-04,1.42745360e-03,11.747870,2.72164031e-07,2.37981065e-04,2.788726e+02,false,2.312132e-02,5.152466e-01,8.680333e-07,0.826010,0.657153,162.7
10,4-8-16,3,64,no,NaN,Z6,0.4331784795,8.85964405e-04,2.00009738e-04,1.40294638e-03,4.429606,3.02123224e-05,2.58225491e-03,2.788726e+02,false,2.312132e-02,5.152466e-01,8.680333e-07,0.826010,0.657153,162.7
10,4-8-16,3,64,no,NaN,Z7,0.3487127094,3.45772701e-04,2.91888842e-04,9.28703525e-04,1.184604,1.97930010e-05,1.60327279e-03,2.788726e+02,false,2.312132e-02,5.152466e-01,8.680333e-07,0.826010,0.657153,162.7
10,4-8-16,3,64,no,NaN,Z8,0.4590083501,1.16961232e-03,1.53222983e-04,1.53329477e-03,7.633400,7.43556355e-06,4.71588616e-04,2.788726e+02,false,2.312132e-02,5.152466e-01,8.680333e-07,0.826010,0.657153,162.7
10,4-8-16,3,64,no,NaN,Z9,0.3438929620,3.25897325e-04,4.30933081e-04,8.59922878e-04,0.756260,1.92246207e-05,1.11307674e-03,2.788726e+02,false,2.312132e-02,5.152466e-01,8.680333e-07,0.826010,0.657153,162.7
10,4-8-16,3,64,no,NaN,Z10,0.8465109336,3.29080536e-03,3.28980988e-04,3.02120114e-03,10.003026,2.84985925e-05,1.65754885e-03,2.788726e+02,false,2.312132e-02,5.152466e-01,8.680333e-07,0.826010,0.657153,162.7
10,3-8,2,64,no,NaN,Z_mid,0.3309135339,1.21430465e-03,7.21599425e-04,2.03104007e-03,1.682796,7.17704364e-04,9.34036246e-04,1.358250e+02,false,5.310563e-03,2.101745e-03,1.697063e-08,0.780373,0.402820,162.7
10,3-8,2,64,no,NaN,ZZ_mid,-0.1297463844,3.32358560e-04,3.18918476e-03,3.52573968e-03,0.104214,3.34422787e-03,5.26687394e-03,1.358250e+02,false,5.310563e-03,2.101745e-03,1.697063e-08,0.780373,0.402820,162.7
10,3-8,2,64,no,NaN,Z_mean,0.4511883639,8.47256366e-04,8.73745520e-14,6.62212295e-04,9696832160.780178,8.74300632e-14,8.77631301e-14,1.358250e+02,false,5.310563e-03,2.101745e-03,1.697063e-08,0.780373,0.402820,162.7
10,3-8,2,64,no,NaN,Z1,0.6585943534,2.13660817e-03,1.67421132e-03,5.73542792e-04,1.276188,1.67596876e-03,7.42178573e-04,1.358250e+02,false,5.310563e-03,2.101745e-03,1.697063e-08,0.780373,0.402820,162.7
10,3-8,2,64,no,NaN,Z2,0.2113636855,3.87901232e-04,2.20634797e-03,2.54267823e-03,0.175811,2.13403929e-03,6.15006701e-03,1.358250e+02,false,5.310563e-03,2.101745e-03,1.697063e-08,0.780373,0.402820,162.7
10,3-8,2,64,no,NaN,Z3,0.4331497918,6.17815710e-04,3.05322327e-03,2.35500394e-03,0.202349,2.92586289e-03,9.99946410e-03,1.358250e+02,false,5.310563e-03,2.101745e-03,1.697063e-08,0.780373,0.402820,162.7
10,3-8,2,64,no,NaN,Z4,0.4465588400,1.21803649e-03,2.12340846e-03,2.96425522e-03,0.573623,2.04112954e-03,6.61090443e-03,1.358250e+02,false,5.310563e-03,2.101745e-03,1.697063e-08,0.780373,0.402820,162.7
10,3-8,2,64,no,NaN,Z5,0.3309135339,1.21430465e-03,7.21599425e-04,2.03104007e-03,1.682796,7.17704364e-04,9.34036246e-04,1.358250e+02,false,5.310563e-03,2.101745e-03,1.697063e-08,0.780373,0.402820,162.7
10,3-8,2,64,no,NaN,Z6,0.4331784795,8.85964405e-04,1.36624048e-03,2.38212173e-03,0.648469,1.19573900e-03,1.06653991e-02,1.358250e+02,false,5.310563e-03,2.101745e-03,1.697063e-08,0.780373,0.402820,162.7
10,3-8,2,64,no,NaN,Z7,0.3487127094,3.45772701e-04,1.82543326e-03,2.66471290e-03,0.189420,1.73958841e-03,6.50741538e-03,1.358250e+02,false,5.310563e-03,2.101745e-03,1.697063e-08,0.780373,0.402820,162.7
10,3-8,2,64,no,NaN,Z8,0.4590083501,1.16961232e-03,1.10264997e-03,1.90781215e-03,1.060729,1.16081197e-03,2.06950796e-03,1.358250e+02,false,5.310563e-03,2.101745e-03,1.697063e-08,0.780373,0.402820,162.7
10,3-8,2,64,no,NaN,Z9,0.3438929620,3.25897325e-04,2.32239801e-03,1.82214038e-03,0.140328,2.28519367e-03,4.35152468e-03,1.358250e+02,false,5.310563e-03,2.101745e-03,1.697063e-08,0.780373,0.402820,162.7
10,3-8,2,64,no,NaN,Z10,0.8465109336,3.29080536e-03,1.84657762e-03,1.48032937e-03,1.782110,1.75778904e-03,6.68911118e-03,1.358250e+02,false,5.310563e-03,2.101745e-03,1.697063e-08,0.780373,0.402820,162.7
10,4-8-16,3,96,no,NaN,Z_mid,0.3309135339,4.28121189e-04,3.52898466e-05,5.33093049e-04,12.131568,2.72164031e-07,2.37981065e-04,1.428698e+03,false,4.949784e-03,1.912246e-01,1.164462e-07,0.823849,0.648295,263.1
10,4-8-16,3,96,no,NaN,ZZ_mid,-0.1297463844,5.82139929e-04,2.86437091e-04,1.12997358e-04,2.032348,1.81655094e-05,1.14822715e-03,1.428698e+03,false,4.949784e-03,1.912246e-01,1.164462e-07,0.823849,0.648295,263.1
10,4-8-16,3,96,no,NaN,Z_mean,0.4511883639,4.52089300e-04,9.21485110e-14,3.81801639e-04,4906094461.592772,9.28146449e-14,8.77631301e-14,1.428698e+03,false,4.949784e-03,1.912246e-01,1.164462e-07,0.823849,0.648295,263.1
10,4-8-16,3,96,no,NaN,Z1,0.6585943534,1.41874809e-03,1.01321631e-04,1.33877076e-03,14.002421,5.00056499e-06,4.21268241e-04,1.428698e+03,false,4.949784e-03,1.912246e-01,1.164462e-07,0.823849,0.648295,263.1
