n,family,r,chi,at_ceiling,eps_chi,obs,O_exact,err_direct,err_dmpf,ratio,err_proj,err_best_single,cond_N,singular,relerr_N,dc_max,dcNdc,dc_frac_null,corr_min,time_s
10,4-8-16,3,16,no,1.284319e-02,Z_mid,-0.2626139139,2.08117782e-01,1.10053458e-03,189.106082,1.84876678e-05,1.47367522e-03,4.779689e+01,false,4.820209e+00,5.497596e-02,1.884116e-04,0.002583,0.559023,2720.1
10,4-8-16,3,16,no,1.284319e-02,ZZ_mid,-0.7012554985,9.75506008e-02,6.15598465e-03,15.846466,1.37981861e-04,5.45263530e-03,4.779689e+01,false,4.820209e+00,5.497596e-02,1.884116e-04,0.002583,0.559023,2720.1
10,4-8-16,3,16,no,1.284319e-02,Z_mean,0.0582354664,9.84967048e-03,6.87935819e-13,14317717147.871437,6.88324397e-13,6.91710578e-13,4.779689e+01,false,4.820209e+00,5.497596e-02,1.884116e-04,0.002583,0.559023,2720.1
10,4-8-16,3,16,no,1.284319e-02,Z1,0.4433110422,1.35581175e-01,2.70585921e-04,501.065152,9.63593897e-06,1.66679291e-05,4.779689e+01,false,4.820209e+00,5.497596e-02,1.884116e-04,0.002583,0.559023,2720.1
10,4-8-16,3,16,no,1.284319e-02,Z2,-0.4682203715,1.18956655e-01,1.31409105e-03,90.523906,3.78558590e-05,2.11217542e-03,4.779689e+01,false,4.820209e+00,5.497596e-02,1.884116e-04,0.002583,0.559023,2720.1
10,4-8-16,3,16,no,1.284319e-02,Z3,0.2654622635,1.14903094e-01,2.35441444e-03,48.803258,6.43612248e-05,3.62837970e-03,4.779689e+01,false,4.820209e+00,5.497596e-02,1.884116e-04,0.002583,0.559023,2720.1
10,4-8-16,3,16,no,1.284319e-02,Z4,-0.0795587099,1.02352838e-01,1.72385084e-03,59.374533,4.48565923e-05,2.72638307e-03,4.779689e+01,false,4.820209e+00,5.497596e-02,1.884116e-04,0.002583,0.559023,2720.1
10,4-8-16,3,16,no,1.284319e-02,Z5,-0.2626139139,2.08117782e-01,1.10053458e-03,189.106082,1.84876678e-05,1.47367522e-03,4.779689e+01,false,4.820209e+00,5.497596e-02,1.884116e-04,0.002583,0.559023,2720.1
10,4-8-16,3,16,no,1.284319e-02,Z6,0.2802439202,1.25707373e-01,5.22311198e-03,24.067524,1.12008362e-04,4.75542004e-03,4.779689e+01,false,4.820209e+00,5.497596e-02,1.884116e-04,0.002583,0.559023,2720.1
10,4-8-16,3,16,no,1.284319e-02,Z7,-0.3297017218,2.33235118e-01,4.51784875e-03,51.625260,1.26981319e-04,4.25613420e-03,4.779689e+01,false,4.820209e+00,5.497596e-02,1.884116e-04,0.002583,0.559023,2720.1
10,4-8-16,3,16,no,1.284319e-02,Z8,0.3933754248,2.11211822e-01,1.00583984e-03,209.985541,4.68365491e-05,9.07301220e-04,4.779689e+01,false,4.820209e+00,5.497596e-02,1.884116e-04,0.002583,0.559023,2720.1
10,4-8-16,3,16,no,1.284319e-02,Z9,-0.3871045465,1.16079141e-01,1.38430783e-03,83.853561,7.52272998e-06,5.85281756e-04,4.779689e+01,false,4.820209e+00,5.497596e-02,1.884116e-04,0.002583,0.559023,2720.1
10,4-8-16,3,16,no,1.284319e-02,Z10,0.7271612771,9.28413650e-02,2.38144319e-03,38.985337,8.58611616e-05,3.48849139e-03,4.779689e+01,false,4.820209e+00,5.497596e-02,1.884116e-04,0.002583,0.559023,2720.1
10,3-8,2,16,no,1.284319e-02,Z_mid,-0.2626139139,2.08117782e-01,1.11986644e-03,185.841609,1.58210979e-03,6.01749912e-03,8.796926e+00,false,1.778782e+00,1.171014e-02,3.318588e-05,0.778977,0.386044,2720.1
10,3-8,2,16,no,1.284319e-02,ZZ_mid,-0.7012554985,9.75506008e-02,1.11743649e-02,8.729856,7.86132452e-03,2.39284766e-02,8.796926e+00,false,1.778782e+00,1.171014e-02,3.318588e-05,0.778977,0.386044,2720.1
10,3-8,2,16,no,1.284319e-02,Z_mean,0.0582354664,9.84967048e-03,6.99315605e-13,14084728557.423647,6.99419689e-13,7.00425828e-13,8.796926e+00,false,1.778782e+00,1.171014e-02,3.318588e-05,0.778977,0.386044,2720.1
10,3-8,2,16,no,1.284319e-02,Z1,0.4433110422,1.35581175e-01,2.58024840e-03,52.545784,2.32188178e-03,1.57237880e-04,8.796926e+00,false,1.778782e+00,1.171014e-02,3.318588e-05,0.778977,0.386044,2720.1
10,3-8,2,16,no,1.284319e-02,Z2,-0.4682203715,1.18956655e-01,3.60459229e-03,33.001417,4.05548901e-03,8.38200337e-03,8.796926e+00,false,1.778782e+00,1.171014e-02,3.318588e-05,0.778977,0.386044,2720.1
10,3-8,2,16,no,1.284319e-02,Z3,0.2654622635,1.14903094e-01,5.29900725e-03,21.683891,6.16577297e-03,1.44826984e-02,8.796926e+00,false,1.778782e+00,1.171014e-02,3.318588e-05,0.778977,0.386044,2720.1
