n,family,r,chi,at_ceiling,eps_chi,obs,O_exact,err_direct,err_dmpf,ratio,err_proj,err_best_single,cond_N,singular,relerr_N,dc_max,dcNdc,dc_frac_null,corr_min,time_s
10,3-8,2,64,no,4.323848e-05,ZZ_mid,-0.4400287306,1.83902703e-03,5.43153315e-03,0.338583,5.40801837e-03,1.24744852e-02,1.042583e+02,false,1.941633e-02,1.485414e-04,6.096547e-10,0.779138,0.354730,2140.5
10,3-8,2,64,no,4.323848e-05,Z_mean,0.2591817793,1.75525949e-03,1.70030656e-13,10323194250.794319,1.70030656e-13,1.70752301e-13,1.042583e+02,false,1.941633e-02,1.485414e-04,6.096547e-10,0.779138,0.354730,2140.5
10,3-8,2,64,no,4.323848e-05,Z1,0.5528241271,3.40750017e-03,2.09416720e-03,1.627139,2.09284050e-03,1.08391657e-03,1.042583e+02,false,1.941633e-02,1.485414e-04,6.096547e-10,0.779138,0.354730,2140.5
10,3-8,2,64,no,4.323848e-05,Z2,-0.1136137213,1.36521404e-03,3.23215603e-03,0.422385,3.23787313e-03,7.58560739e-03,1.042583e+02,false,1.941633e-02,1.485414e-04,6.096547e-10,0.779138,0.354730,2140.5
10,3-8,2,64,no,4.323848e-05,Z3,0.3263197306,2.23238751e-05,4.56206308e-03,0.004893,4.57256418e-03,1.25584310e-02,1.042583e+02,false,1.941633e-02,1.485414e-04,6.096547e-10,0.779138,0.354730,2140.5
10,3-8,2,64,no,4.323848e-05,Z4,0.2065606881,2.50974999e-03,3.37837401e-03,0.742887,3.38546432e-03,8.77749555e-03,1.042583e+02,false,1.941633e-02,1.485414e-04,6.096547e-10,0.779138,0.354730,2140.5
10,3-8,2,64,no,4.323848e-05,Z5,0.0450521809,2.39086714e-03,5.77898881e-05,41.371721,5.94811341e-05,1.34563828e-03,1.042583e+02,false,1.941633e-02,1.485414e-04,6.096547e-10,0.779138,0.354730,2140.5
10,3-8,2,64,no,4.323848e-05,Z6,0.3309519723,2.36431661e-03,5.18028481e-04,4.564067,4.96716239e-04,1.57107969e-02,1.042583e+02,false,1.941633e-02,1.485414e-04,6.096547e-10,0.779138,0.354730,2140.5
10,3-8,2,64,no,4.323848e-05,Z7,0.0529617514,1.38046071e-03,2.28786391e-04,6.033841,2.43949594e-04,1.17752484e-02,1.042583e+02,false,1.941633e-02,1.485414e-04,6.096547e-10,0.779138,0.354730,2140.5
10,3-8,2,64,no,4.323848e-05,Z8,0.3827838627,6.56074660e-04,3.01469248e-04,2.176257,3.00883669e-04,1.44436950e-04,1.042583e+02,false,1.941633e-02,1.485414e-04,6.096547e-10,0.779138,0.354730,2140.5
10,3-8,2,64,no,4.323848e-05,Z9,0.0189315908,1.90606980e-03,3.33392194e-03,0.571720,3.33231555e-03,2.11069236e-03,1.042583e+02,false,1.941633e-02,1.485414e-04,6.096547e-10,0.779138,0.354730,2140.5
