n,family,r,chi,at_ceiling,eps_chi,obs,O_exact,err_direct,err_dmpf,ratio,err_proj,err_best_single,cond_N,singular,relerr_N,dc_max,dcNdc,dc_frac_null,corr_min,time_s,
10,4/8/2016,3,512,no,6.18E-09,Z10,0.718201053,7.98E-05,9.04E-05,0.882412,9.04E-05,3.65E-03,1.14E+06,FALSE,1.36E-04,1.61E-04,1.00E-11,0.814022,0.47995,2484.3,
10,8-Mar,2,512,no,6.18E-09,Z_mid,-0.306526487,6.14E-05,1.85E-03,0.033162,1.85E-03,6.91E-03,1.78E+02,FALSE,1.77E-04,7.80E-06,1.98E-11,0.778975,0.203644,2484.3,
10,8-Mar,2,512,no,6.18E-09,ZZ_mid,-0.732876499,3.86E-05,8.23E-03,0.004688,8.23E-03,2.59E-02,1.78E+02,FALSE,1.77E-04,7.80E-06,1.98E-11,0.778975,0.203644,2484.3,
10,8-Mar,2,512,no,6.18E-09,Z_mean,0.029554467,1.27E-06,6.06E-13,2090191.388,6.06E-13,6.08E-13,1.78E+02,FALSE,1.77E-04,7.80E-06,1.98E-11,0.778975,0.203644,2484.3,
10,8-Mar,2,512,no,6.18E-09,Z1,0.427652625,4.33E-05,2.34E-03,0.018535,2.34E-03,4.01E-04,1.78E+02,FALSE,1.77E-04,7.80E-06,1.98E-11,0.778975,0.203644,2484.3,
10,8-Mar,2,512,no,6.18E-09,Z2,-0.519805206,3.79E-05,4.14E-03,0.009162,4.14E-03,8.43E-03,1.78E+02,FALSE,1.77E-04,7.80E-06,1.98E-11,0.778975,0.203644,2484.3,
10,8-Mar,2,512,no,6.18E-09,Z3,0.261188835,2.67E-05,6.38E-03,0.004189,6.38E-03,1.47E-02,1.78E+02,FALSE,1.77E-04,7.80E-06,1.98E-11,0.778975,0.203644,2484.3,
10,8-Mar,2,512,no,6.18E-09,Z4,-0.12370147,7.66E-06,5.33E-03,0.001439,5.33E-03,1.11E-02,1.78E+02,FALSE,1.77E-04,7.80E-06,1.98E-11,0.778975,0.203644,2484.3,
10,8-Mar,2,512,no,6.18E-09,Z5,-0.306526487,6.14E-05,1.85E-03,0.033162,1.85E-03,6.91E-03,1.78E+02,FALSE,1.77E-04,7.80E-06,1.98E-11,0.778975,0.203644,2484.3,
10,8-Mar,2,512,no,6.18E-09,Z6,0.277616909,6.15E-05,6.77E-03,0.009076,6.77E-03,2.14E-02,1.78E+02,FALSE,1.77E-04,7.80E-06,1.98E-11,0.778975,0.203644,2484.3,
10,8-Mar,2,512,no,6.18E-09,Z7,-0.390987986,7.10E-06,5.84E-03,0.001216,5.84E-03,1.94E-02,1.78E+02,FALSE,1.77E-04,7.80E-06,1.98E-11,0.778975,0.203644,2484.3,
10,8-Mar,2,512,no,6.18E-09,Z8,0.402837419,1.75E-05,2.09E-03,0.008386,2.09E-03,4.69E-03,1.78E+02,FALSE,1.77E-04,7.80E-06,1.98E-11,0.778975,0.203644,2484.3,
10,8-Mar,2,512,no,6.18E-09,Z9,-0.450931027,9.23E-05,5.00E-03,0.018449,5.00E-03,4.26E-03,1.78E+02,FALSE,1.77E-04,7.80E-06,1.98E-11,0.778975,0.203644,2484.3,
10,8-Mar,2,512,no,6.18E-09,Z10,0.718201053,7.98E-05,4.59E-03,0.017398,4.59E-03,1.46E-02,1.78E+02,FALSE,1.77E-04,7.80E-06,1.98E-11,0.778975,0.203644,2484.3,
10,4/8/2016,3,768,no,1.83E-11,Z_mid,-0.306526487,6.46E-07,2.09E-05,0.030904,2.09E-05,1.69E-03,1.28E+06,FALSE,7.20E-06,4.81E-05,9.49E-13,0.812166,0.374119,2457.1,
10,4/8/2016,3,768,no,1.83E-11,ZZ_mid,-0.732876499,9.58E-07,1.49E-04,0.006453,1.49E-04,5.91E-03,1.28E+06,FALSE,7.20E-06,4.81E-05,9.49E-13,0.812166,0.374119,2457.1,
10,4/8/2016,3,768,no,1.83E-11,Z_mean,0.029554467,7.09E-08,6.14E-13,115511.3797,6.14E-13,6.08E-13,1.28E+06,FALSE,7.20E-06,4.81E-05,9.49E-13,0.812166,0.374119,2457.1,
10,4/8/2016,3,768,no,1.83E-11,Z1,0.427652625,1.52E-06,1.15E-05,0.13197,1.16E-05,4.21E-05,1.28E+06,FALSE,7.20E-06,4.81E-05,9.49E-13,0.812166,0.374119,2457.1,
10,4/8/2016,3,768,no,1.83E-11,Z2,-0.519805206,1.27E-06,3.75E-05,0.03397,3.75E-05,2.12E-03,1.28E+06,FALSE,7.20E-06,4.81E-05,9.49E-13,0.812166,0.374119,2457.1,
10,4/8/2016,3,768,no,1.83E-11,Z3,0.261188835,3.15E-06,6.57E-05,0.047971,6.57E-05,3.68E-03,1.28E+06,FALSE,7.20E-06,4.81E-05,9.49E-13,0.812166,0.374119,2457.1,
10,4/8/2016,3,768,no,1.83E-11,Z4,-0.12370147,7.51E-07,4.64E-05,0.016178,4.64E-05,2.80E-03,1.28E+06,FALSE,7.20E-06,4.81E-05,9.49E-13,0.812166,0.374119,2457.1,
10,4/8/2016,3,768,no,1.83E-11,Z5,-0.306526487,6.46E-07,2.09E-05,0.030904,2.09E-05,1.69E-03,1.28E+06,FALSE,7.20E-06,4.81E-05,9.49E-13,0.812166,0.374119,2457.1,
10,4/8/2016,3,768,no,1.83E-11,Z6,0.277616909,8.77E-07,1.19E-04,0.007381,1.19E-04,4.88E-03,1.28E+06,FALSE,7.20E-06,4.81E-05,9.49E-13,0.812166,0.374119,2457.1,
10,4/8/2016,3,768,no,1.83E-11,Z7,-0.390987986,4.37E-06,1.38E-04,0.03171,1.38E-04,4.47E-03,1.28E+06,FALSE,7.20E-06,4.81E-05,9.49E-13,0.812166,0.374119,2457.1,
10,4/8/2016,3,768,no,1.83E-11,Z8,0.402837419,6.61E-07,5.35E-05,0.012363,5.36E-05,1.08E-03,1.28E+06,FALSE,7.20E-06,4.81E-05,9.49E-13,0.812166,0.374119,2457.1,
10,4/8/2016,3,768,no,1.83E-11,Z9,-0.450931027,4.68E-06,5.22E-06,0.896292,5.06E-06,8.20E-04,1.28E+06,FALSE,7.20E-06,4.81E-05,9.49E-13,0.812166,0.374119,2457.1,
10,4/8/2016,3,768,no,1.83E-11,Z10,0.718201053,5.08E-06,9.04E-05,0.056162,9.04E-05,3.65E-03,1.28E+06,FALSE,7.20E-06,4.81E-05,9.49E-13,0.812166,0.374119,2457.1,
10,8-Mar,2,768,no,1.83E-11,Z_mid,-0.306526487,6.46E-07,1.85E-03,0.000349,1.85E-03,6.91E-03,1.78E+02,FALSE,7.98E-06,1.98E-06,1.28E-12,0.778975,0.156861,2457.1,
10,8-Mar,2,768,no,1.83E-11,ZZ_mid,-0.732876499,9.58E-07,8.23E-03,0.000116,8.23E-03,2.59E-02,1.78E+02,FALSE,7.98E-06,1.98E-06,1.28E-12,0.778975,0.156861,2457.1,
10,8-Mar,2,768,no,1.83E-11,Z_mean,0.029554467,7.09E-08,6.06E-13,117084.4713,6.06E-13,6.08E-13,1.78E+02,FALSE,7.98E-06,1.98E-06,1.28E-12,0.778975,0.156861,2457.1,
10,8-Mar,2,768,no,1.83E-11,Z1,0.427652625,1.52E-06,2.34E-03,0.000651,2.34E-03,4.01E-04,1.78E+02,FALSE,7.98E-06,1.98E-06,1.28E-12,0.778975,0.156861,2457.1,
10,8-Mar,2,768,no,1.83E-11,Z2,-0.519805206,1.27E-06,4.14E-03,0.000307,4.14E-03,8.43E-03,1.78E+02,FALSE,7.98E-06,1.98E-06,1.28E-12,0.778975,0.156861,2457.1,
10,8-Mar,2,768,no,1.83E-11,Z3,0.261188835,3.15E-06,6.38E-03,0.000494,6.38E-03,1.47E-02,1.78E+02,FALSE,7.98E-06,1.98E-06,1.28E-12,0.778975,0.156861,2457.1,
10,8-Mar,2,768,no,1.83E-11,Z4,-0.12370147,7.51E-07,5.33E-03,0.000141,5.33E-03,1.11E-02,1.78E+02,FALSE,7.98E-06,1.98E-06,1.28E-12,0.778975,0.156861,2457.1,
10,8-Mar,2,768,no,1.83E-11,Z5,-0.306526487,6.46E-07,1.85E-03,0.000349,1.85E-03,6.91E-03,1.78E+02,FALSE,7.98E-06,1.98E-06,1.28E-12,0.778975,0.156861,2457.1,
10,8-Mar,2,768,no,1.83E-11,Z6,0.277616909,8.77E-07,6.77E-03,0.00013,6.77E-03,2.14E-02,1.78E+02,FALSE,7.98E-06,1.98E-06,1.28E-12,0.778975,0.156861,2457.1,
10,8-Mar,2,768,no,1.83E-11,Z7,-0.390987986,4.37E-06,5.84E-03,0.000748,5.84E-03,1.94E-02,1.78E+02,FALSE,7.98E-06,1.98E-06,1.28E-12,0.778975,0.156861,2457.1,
10,8-Mar,2,768,no,1.83E-11,Z8,0.402837419,6.61E-07,2.09E-03,0.000317,2.09E-03,4.69E-03,1.78E+02,FALSE,7.98E-06,1.98E-06,1.28E-12,0.778975,0.156861,2457.1,
10,8-Mar,2,768,no,1.83E-11,Z9,-0.450931027,4.68E-06,5.00E-03,0.000935,5.00E-03,4.26E-03,1.78E+02,FALSE,7.98E-06,1.98E-06,1.28E-12,0.778975,0.156861,2457.1,
10,8-Mar,2,768,no,1.83E-11,Z10,0.718201053,5.08E-06,4.59E-03,0.001107,4.59E-03,1.46E-02,1.78E+02,FALSE,7.98E-06,1.98E-06,1.28E-12,0.778975,0.156861,2457.1,
10,4/8/2016,3,1024,yes,6.24E-14,Z_mid,-0.306526487,0.00E+00,2.09E-05,0,2.09E-05,1.69E-03,1.28E+06,FALSE,0.00E+00,0.00E+00,0.00E+00,0,NaN,2475.6,
10,4/8/2016,3,1024,yes,6.24E-14,ZZ_mid,-0.732876499,0.00E+00,1.49E-04,0,1.49E-04,5.91E-03,1.28E+06,FALSE,0.00E+00,0.00E+00,0.00E+00,0,NaN,2475.6,
10,4/8/2016,3,1024,yes,6.24E-14,Z_mean,0.029554467,0.00E+00,6.14E-13,0,6.14E-13,6.08E-13,1.28E+06,FALSE,0.00E+00,0.00E+00,0.00E+00,0,NaN,2475.6,
10,4/8/2016,3,1024,yes,6.24E-14,Z1,0.427652625,0.00E+00,1.16E-05,0,1.16E-05,4.21E-05,1.28E+06,FALSE,0.00E+00,0.00E+00,0.00E+00,0,NaN,2475.6,
10,4/8/2016,3,1024,yes,6.24E-14,Z2,-0.519805206,0.00E+00,3.75E-05,0,3.75E-05,2.12E-03,1.28E+06,FALSE,0.00E+00,0.00E+00,0.00E+00,0,NaN,2475.6,
10,4/8/2016,3,1024,yes,6.24E-14,Z3,0.261188835,0.00E+00,6.57E-05,0,6.57E-05,3.68E-03,1.28E+06,FALSE,0.00E+00,0.00E+00,0.00E+00,0,NaN,2475.6,
10,4/8/2016,3,1024,yes,6.24E-14,Z4,-0.12370147,0.00E+00,4.64E-05,0,4.64E-05,2.80E-03,1.28E+06,FALSE,0.00E+00,0.00E+00,0.00E+00,0,NaN,2475.6,
10,4/8/2016,3,1024,yes,6.24E-14,Z5,-0.306526487,0.00E+00,2.09E-05,0,2.09E-05,1.69E-03,1.28E+06,FALSE,0.00E+00,0.00E+00,0.00E+00,0,NaN,2475.6,
10,4/8/2016,3,1024,yes,6.24E-14,Z6,0.277616909,0.00E+00,1.19E-04,0,1.19E-04,4.88E-03,1.28E+06,FALSE,0.00E+00,0.00E+00,0.00E+00,0,NaN,2475.6,
10,4/8/2016,3,1024,yes,6.24E-14,Z7,-0.390987986,0.00E+00,1.38E-04,0,1.38E-04,4.47E-03,1.28E+06,FALSE,0.00E+00,0.00E+00,0.00E+00,0,NaN,2475.6,
10,4/8/2016,3,1024,yes,6.24E-14,Z8,0.402837419,0.00E+00,5.36E-05,0,5.36E-05,1.08E-03,1.28E+06,FALSE,0.00E+00,0.00E+00,0.00E+00,0,NaN,2475.6,
10,4/8/2016,3,1024,yes,6.24E-14,Z9,-0.450931027,0.00E+00,5.06E-06,0,5.06E-06,8.20E-04,1.28E+06,FALSE,0.00E+00,0.00E+00,0.00E+00,0,NaN,2475.6,
10,4/8/2016,3,1024,yes,6.24E-14,Z10,0.718201053,0.00E+00,9.04E-05,0,9.04E-05,3.65E-03,1.28E+06,FALSE,0.00E+00,0.00E+00,0.00E+00,0,NaN,2475.6,
10,8-Mar,2,1024,yes,6.24E-14,Z_mid,-0.306526487,0.00E+00,1.85E-03,0,1.85E-03,6.91E-03,1.78E+02,FALSE,0.00E+00,0.00E+00,0.00E+00,0,NaN,2475.6,
10,8-Mar,2,1024,yes,6.24E-14,ZZ_mid,-0.732876499,0.00E+00,8.23E-03,0,8.23E-03,2.59E-02,1.78E+02,FALSE,0.00E+00,0.00E+00,0.00E+00,0,NaN,2475.6,
10,8-Mar,2,1024,yes,6.24E-14,Z_mean,0.029554467,0.00E+00,6.06E-13,0,6.06E-13,6.08E-13,1.78E+02,FALSE,0.00E+00,0.00E+00,0.00E+00,0,NaN,2475.6,
10,8-Mar,2,1024,yes,6.24E-14,Z1,0.427652625,0.00E+00,2.34E-03,0,2.34E-03,4.01E-04,1.78E+02,FALSE,0.00E+00,0.00E+00,0.00E+00,0,NaN,2475.6,
10,8-Mar,2,1024,yes,6.24E-14,Z2,-0.519805206,0.00E+00,4.14E-03,0,4.14E-03,8.43E-03,1.78E+02,FALSE,0.00E+00,0.00E+00,0.00E+00,0,NaN,2475.6,
10,8-Mar,2,1024,yes,6.24E-14,Z3,0.261188835,0.00E+00,6.38E-03,0,6.38E-03,1.47E-02,1.78E+02,FALSE,0.00E+00,0.00E+00,0.00E+00,0,NaN,2475.6,
10,8-Mar,2,1024,yes,6.24E-14,Z4,-0.12370147,0.00E+00,5.33E-03,0,5.33E-03,1.11E-02,1.78E+02,FALSE,0.00E+00,0.00E+00,0.00E+00,0,NaN,2475.6,
10,8-Mar,2,1024,yes,6.24E-14,Z5,-0.306526487,0.00E+00,1.85E-03,0,1.85E-03,6.91E-03,1.78E+02,FALSE,0.00E+00,0.00E+00,0.00E+00,0,NaN,2475.6,
10,8-Mar,2,1024,yes,6.24E-14,Z6,0.277616909,0.00E+00,6.77E-03,0,6.77E-03,2.14E-02,1.78E+02,FALSE,0.00E+00,0.00E+00,0.00E+00,0,NaN,2475.6,
10,8-Mar,2,1024,yes,6.24E-14,Z7,-0.390987986,0.00E+00,5.84E-03,0,5.84E-03,1.94E-02,1.78E+02,FALSE,0.00E+00,0.00E+00,0.00E+00,0,NaN,2475.6,
10,8-Mar,2,1024,yes,6.24E-14,Z8,0.402837419,0.00E+00,2.09E-03,0,2.09E-03,4.69E-03,1.78E+02,FALSE,0.00E+00,0.00E+00,0.00E+00,0,NaN,2475.6,
10,8-Mar,2,1024,yes,6.24E-14,Z9,-0.450931027,0.00E+00,5.00E-03,0,5.00E-03,4.26E-03,1.78E+02,FALSE,0.00E+00,0.00E+00,0.00E+00,0,NaN,2475.6,
10,8-Mar,2,1024,yes,6.24E-14,Z10,0.718201053,0.00E+00,4.59E-03,0,4.59E-03,1.46E-02,1.78E+02,FALSE,0.00E+00,0.00E+00,0.00E+00,0,NaN,2475.6,
