n,family,r,chi,at_ceiling,eps_chi,obs,O_exact,err_direct,err_dmpf,ratio,err_proj,err_best_single,cond_N,singular,relerr_N,dc_max,dcNdc,dc_frac_null,corr_min,time_s,
10,4/8/2016,3,16,no,1.61E-02,Z_mid,-0.306526487,2.45E-01,3.33E-03,73.776154,2.09E-05,1.69E-03,2.80E+01,FALSE,5.63E+00,3.22E-01,1.82E-03,0.572776,0.555412,1938.1,
10,4/8/2016,3,16,no,1.61E-02,ZZ_mid,-0.732876499,1.19E-01,1.89E-02,6.314263,1.49E-04,5.91E-03,2.80E+01,FALSE,5.63E+00,3.22E-01,1.82E-03,0.572776,0.555412,1938.1,8-Mar
10,4/8/2016,3,16,no,1.61E-02,Z_mean,0.029554467,6.35E-03,6.10E-13,10420570041,6.14E-13,6.08E-13,2.80E+01,FALSE,5.63E+00,3.22E-01,1.82E-03,0.572776,0.555412,1938.1,
10,4/8/2016,3,16,no,1.61E-02,Z1,0.427652625,1.33E-01,1.04E-03,128.356992,1.16E-05,4.21E-05,2.80E+01,FALSE,5.63E+00,3.22E-01,1.82E-03,0.572776,0.555412,1938.1,
10,4/8/2016,3,16,no,1.61E-02,Z2,-0.519805206,1.15E-01,3.36E-03,34.373779,3.75E-05,2.12E-03,2.80E+01,FALSE,5.63E+00,3.22E-01,1.82E-03,0.572776,0.555412,1938.1,
10,4/8/2016,3,16,no,1.61E-02,Z3,0.261188835,1.29E-01,6.10E-03,21.055167,6.57E-05,3.68E-03,2.80E+01,FALSE,5.63E+00,3.22E-01,1.82E-03,0.572776,0.555412,1938.1,
10,4/8/2016,3,16,no,1.61E-02,Z4,-0.12370147,1.06E-01,4.46E-03,23.783581,4.64E-05,2.80E-03,2.80E+01,FALSE,5.63E+00,3.22E-01,1.82E-03,0.572776,0.555412,1938.1,
10,4/8/2016,3,16,no,1.61E-02,Z5,-0.306526487,2.45E-01,3.33E-03,73.776154,2.09E-05,1.69E-03,2.80E+01,FALSE,5.63E+00,3.22E-01,1.82E-03,0.572776,0.555412,1938.1,
10,4/8/2016,3,16,no,1.61E-02,Z6,0.277616909,1.73E-01,1.57E-02,11.004273,1.19E-04,4.88E-03,2.80E+01,FALSE,5.63E+00,3.22E-01,1.82E-03,0.572776,0.555412,1938.1,
10,4/8/2016,3,16,no,1.61E-02,Z7,-0.390987986,2.66E-01,1.39E-02,19.123381,1.38E-04,4.47E-03,2.80E+01,FALSE,5.63E+00,3.22E-01,1.82E-03,0.572776,0.555412,1938.1,
10,4/8/2016,3,16,no,1.61E-02,Z8,0.402837419,2.61E-01,3.53E-03,74.0493,5.36E-05,1.08E-03,2.80E+01,FALSE,5.63E+00,3.22E-01,1.82E-03,0.572776,0.555412,1938.1,
10,4/8/2016,3,16,no,1.61E-02,Z9,-0.450931027,1.58E-01,4.89E-03,32.242291,5.06E-06,8.20E-04,2.80E+01,FALSE,5.63E+00,3.22E-01,1.82E-03,0.572776,0.555412,1938.1,
10,4/8/2016,3,16,no,1.61E-02,Z10,0.718201053,1.31E-01,6.53E-03,20.02947,9.04E-05,3.65E-03,2.80E+01,FALSE,5.63E+00,3.22E-01,1.82E-03,0.572776,0.555412,1938.1,
10,8-Mar,2,16,no,1.61E-02,Z_mid,-0.306526487,2.45E-01,1.47E-03,167.317145,1.85E-03,6.91E-03,8.43E+00,FALSE,2.00E+00,8.55E-03,2.38E-05,0.778975,0.389676,1938.1,
10,8-Mar,2,16,no,1.61E-02,ZZ_mid,-0.732876499,1.19E-01,1.08E-02,11.026312,8.23E-03,2.59E-02,8.43E+00,FALSE,2.00E+00,8.55E-03,2.38E-05,0.778975,0.389676,1938.1,
10,8-Mar,2,16,no,1.61E-02,Z_mean,0.029554467,6.35E-03,6.05E-13,10493605280,6.06E-13,6.08E-13,8.43E+00,FALSE,2.00E+00,8.55E-03,2.38E-05,0.778975,0.389676,1938.1,
10,8-Mar,2,16,no,1.61E-02,Z1,0.427652625,1.33E-01,2.54E-03,52.429647,2.34E-03,4.01E-04,8.43E+00,FALSE,2.00E+00,8.55E-03,2.38E-05,0.778975,0.389676,1938.1,
10,8-Mar,2,16,no,1.61E-02,Z2,-0.519805206,1.15E-01,3.81E-03,30.238468,4.14E-03,8.43E-03,8.43E+00,FALSE,2.00E+00,8.55E-03,2.38E-05,0.778975,0.389676,1938.1,
10,8-Mar,2,16,no,1.61E-02,Z3,0.261188835,1.29E-01,5.75E-03,22.356437,6.38E-03,1.47E-02,8.43E+00,FALSE,2.00E+00,8.55E-03,2.38E-05,0.778975,0.389676,1938.1,
10,8-Mar,2,16,no,1.61E-02,Z4,-0.12370147,1.06E-01,4.89E-03,21.720692,5.33E-03,1.11E-02,8.43E+00,FALSE,2.00E+00,8.55E-03,2.38E-05,0.778975,0.389676,1938.1,
10,8-Mar,2,16,no,1.61E-02,Z5,-0.306526487,2.45E-01,1.47E-03,167.317145,1.85E-03,6.91E-03,8.43E+00,FALSE,2.00E+00,8.55E-03,2.38E-05,0.778975,0.389676,1938.1,
10,8-Mar,2,16,no,1.61E-02,Z6,0.277616909,1.73E-01,8.91E-03,19.38002,6.77E-03,2.14E-02,8.43E+00,FALSE,2.00E+00,8.55E-03,2.38E-05,0.778975,0.389676,1938.1,
10,8-Mar,2,16,no,1.61E-02,Z7,-0.390987986,2.66E-01,7.76E-03,34.244693,5.84E-03,1.94E-02,8.43E+00,FALSE,2.00E+00,8.55E-03,2.38E-05,0.778975,0.389676,1938.1,
10,8-Mar,2,16,no,1.61E-02,Z8,0.402837419,2.61E-01,2.60E-03,100.431055,2.09E-03,4.69E-03,8.43E+00,FALSE,2.00E+00,8.55E-03,2.38E-05,0.778975,0.389676,1938.1,
10,8-Mar,2,16,no,1.61E-02,Z9,-0.450931027,1.58E-01,5.71E-03,27.624123,5.00E-03,4.26E-03,8.43E+00,FALSE,2.00E+00,8.55E-03,2.38E-05,0.778975,0.389676,1938.1,
10,8-Mar,2,16,no,1.61E-02,Z10,0.718201053,1.31E-01,3.82E-03,34.199628,4.59E-03,1.46E-02,8.43E+00,FALSE,2.00E+00,8.55E-03,2.38E-05,0.778975,0.389676,1938.1,
10,4/8/2016,3,32,no,3.55E-03,Z_mid,-0.306526487,1.68E-01,2.65E-03,63.382975,2.09E-05,1.69E-03,8.75E+01,FALSE,2.33E+00,4.12E-01,1.23E-03,0.683362,0.626759,1999.9,
10,4/8/2016,3,32,no,3.55E-03,ZZ_mid,-0.732876499,1.14E-01,1.61E-02,7.08634,1.49E-04,5.91E-03,8.75E+01,FALSE,2.33E+00,4.12E-01,1.23E-03,0.683362,0.626759,1999.9,
10,4/8/2016,3,32,no,3.55E-03,Z_mean,0.029554467,3.21E-03,6.09E-13,5264164365,6.14E-13,6.08E-13,8.75E+01,FALSE,2.33E+00,4.12E-01,1.23E-03,0.683362,0.626759,1999.9,
10,4/8/2016,3,32,no,3.55E-03,Z1,0.427652625,1.04E-01,9.58E-04,108.716917,1.16E-05,4.21E-05,8.75E+01,FALSE,2.33E+00,4.12E-01,1.23E-03,0.683362,0.626759,1999.9,
10,4/8/2016,3,32,no,3.55E-03,Z2,-0.519805206,8.36E-02,2.56E-03,32.615828,3.75E-05,2.12E-03,8.75E+01,FALSE,2.33E+00,4.12E-01,1.23E-03,0.683362,0.626759,1999.9,
10,4/8/2016,3,32,no,3.55E-03,Z3,0.261188835,1.06E-02,4.71E-03,2.241152,6.57E-05,3.68E-03,8.75E+01,FALSE,2.33E+00,4.12E-01,1.23E-03,0.683362,0.626759,1999.9,
10,4/8/2016,3,32,no,3.55E-03,Z4,-0.12370147,1.66E-02,3.41E-03,4.865108,4.64E-05,2.80E-03,8.75E+01,FALSE,2.33E+00,4.12E-01,1.23E-03,0.683362,0.626759,1999.9,
10,4/8/2016,3,32,no,3.55E-03,Z5,-0.306526487,1.68E-01,2.65E-03,63.382975,2.09E-05,1.69E-03,8.75E+01,FALSE,2.33E+00,4.12E-01,1.23E-03,0.683362,0.626759,1999.9,
10,4/8/2016,3,32,no,3.55E-03,Z6,0.277616909,9.05E-02,1.33E-02,6.784906,1.19E-04,4.88E-03,8.75E+01,FALSE,2.33E+00,4.12E-01,1.23E-03,0.683362,0.626759,1999.9,
10,4/8/2016,3,32,no,3.55E-03,Z7,-0.390987986,2.18E-01,1.18E-02,18.568352,1.38E-04,4.47E-03,8.75E+01,FALSE,2.33E+00,4.12E-01,1.23E-03,0.683362,0.626759,1999.9,
10,4/8/2016,3,32,no,3.55E-03,Z8,0.402837419,2.17E-01,3.01E-03,72.300045,5.36E-05,1.08E-03,8.75E+01,FALSE,2.33E+00,4.12E-01,1.23E-03,0.683362,0.626759,1999.9,
10,4/8/2016,3,32,no,3.55E-03,Z9,-0.450931027,2.40E-01,4.33E-03,55.389171,5.06E-06,8.20E-04,8.75E+01,FALSE,2.33E+00,4.12E-01,1.23E-03,0.683362,0.626759,1999.9,
10,4/8/2016,3,32,no,3.55E-03,Z10,0.718201053,2.39E-01,5.12E-03,46.599171,9.04E-05,3.65E-03,8.75E+01,FALSE,2.33E+00,4.12E-01,1.23E-03,0.683362,0.626759,1999.9,
10,8-Mar,2,32,no,3.55E-03,Z_mid,-0.306526487,1.68E-01,2.37E-03,70.836418,1.85E-03,6.91E-03,1.85E+01,FALSE,9.90E-01,9.38E-02,2.86E-03,0.778975,0.470468,1999.9,
10,8-Mar,2,32,no,3.55E-03,ZZ_mid,-0.732876499,1.14E-01,3.67E-02,3.09603,8.23E-03,2.59E-02,1.85E+01,FALSE,9.90E-01,9.38E-02,2.86E-03,0.778975,0.470468,1999.9,
10,8-Mar,2,32,no,3.55E-03,Z_mean,0.029554467,3.21E-03,6.04E-13,5313259540,6.06E-13,6.08E-13,1.85E+01,FALSE,9.90E-01,9.38E-02,2.86E-03,0.778975,0.470468,1999.9,
10,8-Mar,2,32,no,3.55E-03,Z1,0.427652625,1.04E-01,4.62E-03,22.547654,2.34E-03,4.01E-04,1.85E+01,FALSE,9.90E-01,9.38E-02,2.86E-03,0.778975,0.470468,1999.9,
10,8-Mar,2,32,no,3.55E-03,Z2,-0.519805206,8.36E-02,5.61E-04,149.055524,4.14E-03,8.43E-03,1.85E+01,FALSE,9.90E-01,9.38E-02,2.86E-03,0.778975,0.470468,1999.9,
10,8-Mar,2,32,no,3.55E-03,Z3,0.261188835,1.06E-02,5.60E-04,18.861572,6.38E-03,1.47E-02,1.85E+01,FALSE,9.90E-01,9.38E-02,2.86E-03,0.778975,0.470468,1999.9,
10,8-Mar,2,32,no,3.55E-03,Z4,-0.12370147,1.66E-02,4.82E-04,34.471061,5.33E-03,1.11E-02,1.85E+01,FALSE,9.90E-01,9.38E-02,2.86E-03,0.778975,0.470468,1999.9,
10,8-Mar,2,32,no,3.55E-03,Z5,-0.306526487,1.68E-01,2.37E-03,70.836418,1.85E-03,6.91E-03,1.85E+01,FALSE,9.90E-01,9.38E-02,2.86E-03,0.778975,0.470468,1999.9,
10,8-Mar,2,32,no,3.55E-03,Z6,0.277616909,9.05E-02,3.03E-02,2.984627,6.77E-03,2.14E-02,1.85E+01,FALSE,9.90E-01,9.38E-02,2.86E-03,0.778975,0.470468,1999.9,
10,8-Mar,2,32,no,3.55E-03,Z7,-0.390987986,2.18E-01,2.69E-02,8.115207,5.84E-03,1.94E-02,1.85E+01,FALSE,9.90E-01,9.38E-02,2.86E-03,0.778975,0.470468,1999.9,
10,8-Mar,2,32,no,3.55E-03,Z8,0.402837419,2.17E-01,7.74E-03,28.085833,2.09E-03,4.69E-03,1.85E+01,FALSE,9.90E-01,9.38E-02,2.86E-03,0.778975,0.470468,1999.9,
10,8-Mar,2,32,no,3.55E-03,Z9,-0.450931027,2.40E-01,1.27E-02,18.838638,5.00E-03,4.26E-03,1.85E+01,FALSE,9.90E-01,9.38E-02,2.86E-03,0.778975,0.470468,1999.9,
10,8-Mar,2,32,no,3.55E-03,Z10,0.718201053,2.39E-01,3.79E-03,62.989564,4.59E-03,1.46E-02,1.85E+01,FALSE,9.90E-01,9.38E-02,2.86E-03,0.778975,0.470468,1999.9,
10,4/8/2016,3,48,no,1.03E-03,Z_mid,-0.306526487,1.01E-01,8.34E-04,121.096007,2.09E-05,1.69E-03,1.15E+02,FALSE,6.05E-01,5.73E-01,2.68E-04,0.793399,0.566394,2037,
10,4/8/2016,3,48,no,1.03E-03,ZZ_mid,-0.732876499,6.91E-02,7.89E-03,8.763233,1.49E-04,5.91E-03,1.15E+02,FALSE,6.05E-01,5.73E-01,2.68E-04,0.793399,0.566394,2037,
10,4/8/2016,3,48,no,1.03E-03,Z_mean,0.029554467,2.69E-03,6.09E-13,4408505975,6.14E-13,6.08E-13,1.15E+02,FALSE,6.05E-01,5.73E-01,2.68E-04,0.793399,0.566394,2037,
10,4/8/2016,3,48,no,1.03E-03,Z1,0.427652625,7.07E-02,6.74E-04,104.864523,1.16E-05,4.21E-05,1.15E+02,FALSE,6.05E-01,5.73E-01,2.68E-04,0.793399,0.566394,2037,
10,4/8/2016,3,48,no,1.03E-03,Z2,-0.519805206,4.61E-02,4.96E-04,92.812617,3.75E-05,2.12E-03,1.15E+02,FALSE,6.05E-01,5.73E-01,2.68E-04,0.793399,0.566394,2037,
10,4/8/2016,3,48,no,1.03E-03,Z3,0.261188835,2.18E-02,1.05E-03,20.737054,6.57E-05,3.68E-03,1.15E+02,FALSE,6.05E-01,5.73E-01,2.68E-04,0.793399,0.566394,2037,
10,4/8/2016,3,48,no,1.03E-03,Z4,-0.12370147,7.93E-03,6.78E-04,11.696001,4.64E-05,2.80E-03,1.15E+02,FALSE,6.05E-01,5.73E-01,2.68E-04,0.793399,0.566394,2037,
10,4/8/2016,3,48,no,1.03E-03,Z5,-0.306526487,1.01E-01,8.34E-04,121.096007,2.09E-05,1.69E-03,1.15E+02,FALSE,6.05E-01,5.73E-01,2.68E-04,0.793399,0.566394,2037,
10,4/8/2016,3,48,no,1.03E-03,Z6,0.277616909,3.74E-02,6.57E-03,5.690912,1.19E-04,4.88E-03,1.15E+02,FALSE,6.05E-01,5.73E-01,2.68E-04,0.793399,0.566394,2037,
10,4/8/2016,3,48,no,1.03E-03,Z7,-0.390987986,8.34E-02,5.70E-03,14.624477,1.38E-04,4.47E-03,1.15E+02,FALSE,6.05E-01,5.73E-01,2.68E-04,0.793399,0.566394,2037,
10,4/8/2016,3,48,no,1.03E-03,Z8,0.402837419,7.27E-02,1.51E-03,48.235095,5.36E-05,1.08E-03,1.15E+02,FALSE,6.05E-01,5.73E-01,2.68E-04,0.793399,0.566394,2037,
10,4/8/2016,3,48,no,1.03E-03,Z9,-0.450931027,8.26E-02,2.62E-03,31.56175,5.06E-06,8.20E-04,1.15E+02,FALSE,6.05E-01,5.73E-01,2.68E-04,0.793399,0.566394,2037,
10,4/8/2016,3,48,no,1.03E-03,Z10,0.718201053,9.15E-02,1.38E-03,66.072892,9.04E-05,3.65E-03,1.15E+02,FALSE,6.05E-01,5.73E-01,2.68E-04,0.793399,0.566394,2037,
10,8-Mar,2,48,no,1.03E-03,Z_mid,-0.306526487,1.01E-01,1.36E-06,74167.67775,1.85E-03,6.91E-03,3.70E+01,FALSE,3.07E-01,4.11E-02,5.49E-04,0.778975,0.416226,2037,
10,8-Mar,2,48,no,1.03E-03,ZZ_mid,-0.732876499,6.91E-02,2.07E-02,3.334269,8.23E-03,2.59E-02,3.70E+01,FALSE,3.07E-01,4.11E-02,5.49E-04,0.778975,0.416226,2037,
10,8-Mar,2,48,no,1.03E-03,Z_mean,0.029554467,2.69E-03,6.05E-13,4441383380,6.06E-13,6.08E-13,3.70E+01,FALSE,3.07E-01,4.11E-02,5.49E-04,0.778975,0.416226,2037,
10,8-Mar,2,48,no,1.03E-03,Z1,0.427652625,7.07E-02,3.34E-03,21.190007,2.34E-03,4.01E-04,3.70E+01,FALSE,3.07E-01,4.11E-02,5.49E-04,0.778975,0.416226,2037,
10,8-Mar,2,48,no,1.03E-03,Z2,-0.519805206,4.61E-02,2.57E-03,17.908213,4.14E-03,8.43E-03,3.70E+01,FALSE,3.07E-01,4.11E-02,5.49E-04,0.778975,0.416226,2037,
10,8-Mar,2,48,no,1.03E-03,Z3,0.261188835,2.18E-02,3.34E-03,6.538867,6.38E-03,1.47E-02,3.70E+01,FALSE,3.07E-01,4.11E-02,5.49E-04,0.778975,0.416226,2037,
10,8-Mar,2,48,no,1.03E-03,Z4,-0.12370147,7.93E-03,3.20E-03,2.475063,5.33E-03,1.11E-02,3.70E+01,FALSE,3.07E-01,4.11E-02,5.49E-04,0.778975,0.416226,2037,
10,8-Mar,2,48,no,1.03E-03,Z5,-0.306526487,1.01E-01,1.36E-06,74167.67775,1.85E-03,6.91E-03,3.70E+01,FALSE,3.07E-01,4.11E-02,5.49E-04,0.778975,0.416226,2037,
10,8-Mar,2,48,no,1.03E-03,Z6,0.277616909,3.74E-02,1.71E-02,2.187617,6.77E-03,2.14E-02,3.70E+01,FALSE,3.07E-01,4.11E-02,5.49E-04,0.778975,0.416226,2037,
10,8-Mar,2,48,no,1.03E-03,Z7,-0.390987986,8.34E-02,1.51E-02,5.532763,5.84E-03,1.94E-02,3.70E+01,FALSE,3.07E-01,4.11E-02,5.49E-04,0.778975,0.416226,2037,
10,8-Mar,2,48,no,1.03E-03,Z8,0.402837419,7.27E-02,4.56E-03,15.915608,2.09E-03,4.69E-03,3.70E+01,FALSE,3.07E-01,4.11E-02,5.49E-04,0.778975,0.416226,2037,
10,8-Mar,2,48,no,1.03E-03,Z9,-0.450931027,8.26E-02,8.39E-03,9.838085,5.00E-03,4.26E-03,3.70E+01,FALSE,3.07E-01,4.11E-02,5.49E-04,0.778975,0.416226,2037,
10,8-Mar,2,48,no,1.03E-03,Z10,0.718201053,9.15E-02,9.16E-04,99.857986,4.59E-03,1.46E-02,3.70E+01,FALSE,3.07E-01,4.11E-02,5.49E-04,0.778975,0.416226,2037,
10,4/8/2016,3,64,no,3.58E-04,Z_mid,-0.306526487,1.83E-02,1.82E-05,1003.954115,2.09E-05,1.69E-03,3.51E+02,FALSE,1.24E-01,2.53E-01,2.26E-05,0.818389,0.597752,2072.3,
10,4/8/2016,3,64,no,3.58E-04,ZZ_mid,-0.732876499,8.37E-03,1.50E-03,5.586784,1.49E-04,5.91E-03,3.51E+02,FALSE,1.24E-01,2.53E-01,2.26E-05,0.818389,0.597752,2072.3,
10,4/8/2016,3,64,no,3.58E-04,Z_mean,0.029554467,7.74E-04,6.12E-13,1264252561,6.14E-13,6.08E-13,3.51E+02,FALSE,1.24E-01,2.53E-01,2.26E-05,0.818389,0.597752,2072.3,
10,4/8/2016,3,64,no,3.58E-04,Z1,0.427652625,2.66E-02,2.04E-04,129.943504,1.16E-05,4.21E-05,3.51E+02,FALSE,1.24E-01,2.53E-01,2.26E-05,0.818389,0.597752,2072.3,
10,4/8/2016,3,64,no,3.58E-04,Z2,-0.519805206,1.97E-02,2.06E-04,95.415894,3.75E-05,2.12E-03,3.51E+02,FALSE,1.24E-01,2.53E-01,2.26E-05,0.818389,0.597752,2072.3,
10,4/8/2016,3,64,no,3.58E-04,Z3,0.261188835,1.43E-02,2.96E-04,48.381944,6.57E-05,3.68E-03,3.51E+02,FALSE,1.24E-01,2.53E-01,2.26E-05,0.818389,0.597752,2072.3,
10,4/8/2016,3,64,no,3.58E-04,Z4,-0.12370147,7.22E-03,2.62E-04,27.50558,4.64E-05,2.80E-03,3.51E+02,FALSE,1.24E-01,2.53E-01,2.26E-05,0.818389,0.597752,2072.3,
10,4/8/2016,3,64,no,3.58E-04,Z5,-0.306526487,1.83E-02,1.82E-05,1003.954115,2.09E-05,1.69E-03,3.51E+02,FALSE,1.24E-01,2.53E-01,2.26E-05,0.818389,0.597752,2072.3,
10,4/8/2016,3,64,no,3.58E-04,Z6,0.277616909,8.51E-03,1.26E-03,6.764441,1.19E-04,4.88E-03,3.51E+02,FALSE,1.24E-01,2.53E-01,2.26E-05,0.818389,0.597752,2072.3,
10,4/8/2016,3,64,no,3.58E-04,Z7,-0.390987986,1.80E-02,1.04E-03,17.315863,1.38E-04,4.47E-03,3.51E+02,FALSE,1.24E-01,2.53E-01,2.26E-05,0.818389,0.597752,2072.3,
10,4/8/2016,3,64,no,3.58E-04,Z8,0.402837419,2.21E-02,2.82E-04,78.484591,5.36E-05,1.08E-03,3.51E+02,FALSE,1.24E-01,2.53E-01,2.26E-05,0.818389,0.597752,2072.3,
10,4/8/2016,3,64,no,3.58E-04,Z9,-0.450931027,2.22E-02,7.12E-04,31.255921,5.06E-06,8.20E-04,3.51E+02,FALSE,1.24E-01,2.53E-01,2.26E-05,0.818389,0.597752,2072.3,
10,4/8/2016,3,64,no,3.58E-04,Z10,0.718201053,6.11E-03,1.95E-04,31.24647,9.04E-05,3.65E-03,3.51E+02,FALSE,1.24E-01,2.53E-01,2.26E-05,0.818389,0.597752,2072.3,
10,8-Mar,2,64,no,3.58E-04,Z_mid,-0.306526487,1.83E-02,1.56E-03,11.702799,1.85E-03,6.91E-03,1.07E+02,FALSE,9.13E-02,6.47E-03,1.36E-05,0.778975,0.403212,2072.3,
10,8-Mar,2,64,no,3.58E-04,ZZ_mid,-0.732876499,8.37E-03,1.02E-02,0.821181,8.23E-03,2.59E-02,1.07E+02,FALSE,9.13E-02,6.47E-03,1.36E-05,0.778975,0.403212,2072.3,
10,8-Mar,2,64,no,3.58E-04,Z_mean,0.029554467,7.74E-04,6.05E-13,1278002941,6.06E-13,6.08E-13,1.07E+02,FALSE,9.13E-02,6.47E-03,1.36E-05,0.778975,0.403212,2072.3,
10,8-Mar,2,64,no,3.58E-04,Z1,0.427652625,2.66E-02,2.49E-03,10.654061,2.34E-03,4.01E-04,1.07E+02,FALSE,9.13E-02,6.47E-03,1.36E-05,0.778975,0.403212,2072.3,
10,8-Mar,2,64,no,3.58E-04,Z2,-0.519805206,1.97E-02,3.89E-03,5.047302,4.14E-03,8.43E-03,1.07E+02,FALSE,9.13E-02,6.47E-03,1.36E-05,0.778975,0.403212,2072.3,
10,8-Mar,2,64,no,3.58E-04,Z3,0.261188835,1.43E-02,5.90E-03,2.424253,6.38E-03,1.47E-02,1.07E+02,FALSE,9.13E-02,6.47E-03,1.36E-05,0.778975,0.403212,2072.3,
10,8-Mar,2,64,no,3.58E-04,Z4,-0.12370147,7.22E-03,4.99E-03,1.445859,5.33E-03,1.11E-02,1.07E+02,FALSE,9.13E-02,6.47E-03,1.36E-05,0.778975,0.403212,2072.3,
10,8-Mar,2,64,no,3.58E-04,Z5,-0.306526487,1.83E-02,1.56E-03,11.702799,1.85E-03,6.91E-03,1.07E+02,FALSE,9.13E-02,6.47E-03,1.36E-05,0.778975,0.403212,2072.3,
10,8-Mar,2,64,no,3.58E-04,Z6,0.277616909,8.51E-03,8.39E-03,1.01396,6.77E-03,2.14E-02,1.07E+02,FALSE,9.13E-02,6.47E-03,1.36E-05,0.778975,0.403212,2072.3,
10,8-Mar,2,64,no,3.58E-04,Z7,-0.390987986,1.80E-02,7.29E-03,2.463969,5.84E-03,1.94E-02,1.07E+02,FALSE,9.13E-02,6.47E-03,1.36E-05,0.778975,0.403212,2072.3,
10,8-Mar,2,64,no,3.58E-04,Z8,0.402837419,2.21E-02,2.48E-03,8.927373,2.09E-03,4.69E-03,1.07E+02,FALSE,9.13E-02,6.47E-03,1.36E-05,0.778975,0.403212,2072.3,
10,8-Mar,2,64,no,3.58E-04,Z9,-0.450931027,2.22E-02,5.54E-03,4.016734,5.00E-03,4.26E-03,1.07E+02,FALSE,9.13E-02,6.47E-03,1.36E-05,0.778975,0.403212,2072.3,
10,8-Mar,2,64,no,3.58E-04,Z10,0.718201053,6.11E-03,4.01E-03,1.523777,4.59E-03,1.46E-02,1.07E+02,FALSE,9.13E-02,6.47E-03,1.36E-05,0.778975,0.403212,2072.3,
10,4/8/2016,3,96,no,9.21E-05,Z_mid,-0.306526487,1.31E-02,1.83E-05,717.452339,2.09E-05,1.69E-03,7.08E+02,FALSE,6.20E-02,2.72E-01,2.61E-05,0.818405,0.634362,2131.2,
10,4/8/2016,3,96,no,9.21E-05,ZZ_mid,-0.732876499,7.51E-03,1.62E-03,4.627425,1.49E-04,5.91E-03,7.08E+02,FALSE,6.20E-02,2.72E-01,2.61E-05,0.818405,0.634362,2131.2,
10,4/8/2016,3,96,no,9.21E-05,Z_mean,0.029554467,4.31E-04,6.12E-13,704285133,6.14E-13,6.08E-13,7.08E+02,FALSE,6.20E-02,2.72E-01,2.61E-05,0.818405,0.634362,2131.2,
10,4/8/2016,3,96,no,9.21E-05,Z1,0.427652625,1.61E-02,2.21E-04,72.954066,1.16E-05,4.21E-05,7.08E+02,FALSE,6.20E-02,2.72E-01,2.61E-05,0.818405,0.634362,2131.2,
10,4/8/2016,3,96,no,9.21E-05,Z2,-0.519805206,1.70E-02,2.19E-04,77.675188,3.75E-05,2.12E-03,7.08E+02,FALSE,6.20E-02,2.72E-01,2.61E-05,0.818405,0.634362,2131.2,
10,4/8/2016,3,96,no,9.21E-05,Z3,0.261188835,1.10E-02,3.14E-04,34.990253,6.57E-05,3.68E-03,7.08E+02,FALSE,6.20E-02,2.72E-01,2.61E-05,0.818405,0.634362,2131.2,
10,4/8/2016,3,96,no,9.21E-05,Z4,-0.12370147,2.12E-03,2.79E-04,7.585828,4.64E-05,2.80E-03,7.08E+02,FALSE,6.20E-02,2.72E-01,2.61E-05,0.818405,0.634362,2131.2,
10,4/8/2016,3,96,no,9.21E-05,Z5,-0.306526487,1.31E-02,1.83E-05,717.452339,2.09E-05,1.69E-03,7.08E+02,FALSE,6.20E-02,2.72E-01,2.61E-05,0.818405,0.634362,2131.2,
10,4/8/2016,3,96,no,9.21E-05,Z6,0.277616909,6.49E-03,1.36E-03,4.76951,1.19E-04,4.88E-03,7.08E+02,FALSE,6.20E-02,2.72E-01,2.61E-05,0.818405,0.634362,2131.2,
10,4/8/2016,3,96,no,9.21E-05,Z7,-0.390987986,1.24E-02,1.13E-03,11.046855,1.38E-04,4.47E-03,7.08E+02,FALSE,6.20E-02,2.72E-01,2.61E-05,0.818405,0.634362,2131.2,
10,4/8/2016,3,96,no,9.21E-05,Z8,0.402837419,1.00E-02,3.07E-04,32.593358,5.36E-05,1.08E-03,7.08E+02,FALSE,6.20E-02,2.72E-01,2.61E-05,0.818405,0.634362,2131.2,
10,4/8/2016,3,96,no,9.21E-05,Z9,-0.450931027,1.45E-02,7.65E-04,18.936721,5.06E-06,8.20E-04,7.08E+02,FALSE,6.20E-02,2.72E-01,2.61E-05,0.818405,0.634362,2131.2,
10,4/8/2016,3,96,no,9.21E-05,Z10,0.718201053,1.13E-02,2.04E-04,55.260836,9.04E-05,3.65E-03,7.08E+02,FALSE,6.20E-02,2.72E-01,2.61E-05,0.818405,0.634362,2131.2,
10,8-Mar,2,96,no,9.21E-05,Z_mid,-0.306526487,1.31E-02,1.57E-03,8.355877,1.85E-03,6.91E-03,1.61E+02,FALSE,5.17E-02,6.28E-03,1.28E-05,0.778975,0.408077,2131.2,
10,8-Mar,2,96,no,9.21E-05,ZZ_mid,-0.732876499,7.51E-03,1.01E-02,0.740521,8.23E-03,2.59E-02,1.61E+02,FALSE,5.17E-02,6.28E-03,1.28E-05,0.778975,0.408077,2131.2,
10,8-Mar,2,96,no,9.21E-05,Z_mean,0.029554467,4.31E-04,6.05E-13,711787789.4,6.06E-13,6.08E-13,1.61E+02,FALSE,5.17E-02,6.28E-03,1.28E-05,0.778975,0.408077,2131.2,
10,8-Mar,2,96,no,9.21E-05,Z1,0.427652625,1.61E-02,2.49E-03,6.47137,2.34E-03,4.01E-04,1.61E+02,FALSE,5.17E-02,6.28E-03,1.28E-05,0.778975,0.408077,2131.2,
