label,n,gamma,Jmean,dissipation,order,maxdim,cutoff,dt,t,S_op_mid,S_op_max,S_half_mid,linkdim_mid,linkdim_max,chi_req_mid_1e-06,chi_req_mid_1e-10,chi_req_max_1e-06,chi_req_max_1e-10,trace_re,trace_im,purity,z_mid_re,ceiling_mid,saturated
closed_n12_g0p02,12,0.000000,0.500000,false,2,256,1.000e-12,0.05000,0.000000,0.0000000000,0.0000000000,0.0000000000,1,1,1,1,1,1,1.0000000000,0.000e+00,1.0000000000,1.0000000000,4096,false
closed_n12_g0p02,12,0.000000,0.500000,false,2,256,1.000e-12,0.05000,0.600000,0.7810382506,0.8202567733,1.3958606141,100,100,15,37,15,37,1.0000000000,0.000e+00,1.0000000000,0.7073235073,4096,true
closed_n12_g0p02,12,0.000000,0.500000,false,2,256,1.000e-12,0.05000,1.200000,1.7229686190,1.7357211839,2.5522188204,324,324,43,118,43,118,1.0000000000,0.000e+00,1.0000000000,0.3362404893,4096,true
closed_n12_g0p02,12,0.000000,0.500000,false,2,256,1.000e-12,0.05000,1.800000,2.5904736449,2.6267004550,3.6266965050,961,961,114,343,115,343,1.0000000000,0.000e+00,1.0000000000,0.2591980183,4096,true
closed_n12_g0p02,12,0.000000,0.500000,false,2,256,1.000e-12,0.05000,2.400000,3.4118178951,3.4348971343,4.6492400511,2025,2025,280,855,280,855,1.0000000000,0.000e+00,1.0000000000,0.2058242708,4096,true
closed_n12_g0p02,12,0.000000,0.500000,false,2,256,1.000e-12,0.05000,3.000000,4.1953126276,4.2319794987,5.6252742488,3136,3136,658,1748,658,1748,1.0000000000,0.000e+00,1.0000000000,0.1167727805,4096,true
closed_n12_g0p02,12,0.000000,0.500000,false,2,256,1.000e-12,0.05000,3.600000,4.8999981042,4.9330588438,6.5172848162,3721,3721,1249,2660,1249,2660,1.0000000000,0.000e+00,1.0000000000,0.0601446757,4096,true
closed_n12_g0p02,12,0.000000,0.500000,false,2,256,1.000e-12,0.05000,4.200000,5.3541127095,5.3541127095,7.1378403791,3844,3844,1810,3191,1810,3191,1.0000000000,0.000e+00,1.0000000000,0.0475434110,4096,true
closed_n12_g0p02,12,0.000000,0.500000,false,2,256,1.000e-12,0.05000,4.800000,5.4510626250,5.4510626250,7.2504504803,3844,3844,2031,3383,2031,3383,1.0000000000,0.000e+00,1.0000000000,0.0781758726,4096,true
closed_n12_g0p02,12,0.000000,0.500000,false,2,256,1.000e-12,0.05000,5.400000,5.5716627403,5.5716627403,7.2755346624,3969,3969,1991,3412,1991,3412,1.0000000000,0.000e+00,1.0000000000,0.0821905643,4096,true
closed_n12_g0p02,12,0.000000,0.500000,false,2,256,1.000e-12,0.05000,6.000000,5.6130521316,5.6130521316,7.2727118281,3969,3969,1940,3392,1940,3392,1.0000000000,0.000e+00,1.0000000000,0.0762723221,4096,true
closed_n12_g0p02,12,0.000000,0.500000,false,2,256,1.000e-12,0.05000,6.600000,5.4546649420,5.4546649420,7.1489459562,3969,3969,1872,3375,1872,3375,1.0000000000,0.000e+00,1.0000000000,0.0936755443,4096,true
closed_n12_g0p02,12,0.000000,0.500000,false,2,256,1.000e-12,0.05000,7.200000,5.2785728086,5.2785728086,6.9514876490,3969,3969,1859,3395,1859,3395,1.0000000000,0.000e+00,1.0000000000,0.0590317836,4096,true
closed_n12_g0p02,12,0.000000,0.500000,false,2,256,1.000e-12,0.05000,7.800000,5.2109753328,5.2109753328,6.9520820189,3969,3969,1807,3312,1807,3312,1.0000000000,0.000e+00,1.0000000000,0.0198246725,4096,true
closed_n12_g0p02,12,0.000000,0.500000,false,2,256,1.000e-12,0.05000,8.400000,5.0890589004,5.0890589004,6.9509860823,3969,3969,1877,3369,1877,3369,1.0000000000,0.000e+00,1.0000000000,0.0790683021,4096,true
closed_n12_g0p02,12,0.000000,0.500000,false,2,256,1.000e-12,0.05000,9.000000,5.2669442375,5.2669442375,7.1558295573,3969,3969,2015,3435,2015,3435,1.0000000000,0.000e+00,1.0000000000,0.1378839697,4096,true
closed_n12_g0p02,12,0.000000,0.500000,false,2,256,1.000e-12,0.05000,9.600000,5.3373459569,5.3373459569,7.1440923766,3969,3969,1913,3389,1913,3389,1.0000000000,0.000e+00,1.0000000000,0.0776432916,4096,true
closed_n12_g0p02,12,0.000000,0.500000,false,2,256,1.000e-12,0.05000,10.200000,4.9607385918,5.1415477589,6.9308114684,3969,3969,1831,3342,1831,3342,1.0000000000,0.000e+00,1.0000000000,-0.0254350288,4096,true
closed_n12_g0p02,12,0.000000,0.500000,false,2,256,1.000e-12,0.05000,10.800000,4.8365601368,5.1730688799,7.0247276421,3969,3969,1971,3383,1971,3383,1.0000000000,0.000e+00,1.0000000000,-0.0934611846,4096,true
closed_n12_g0p02,12,0.000000,0.500000,false,2,256,1.000e-12,0.05000,11.400000,4.9675369544,5.0933809001,7.1538911905,3969,3969,2127,3496,2127,3496,1.0000000000,0.000e+00,1.0000000000,-0.1827050120,4096,true
closed_n12_g0p02,12,0.000000,0.500000,false,2,256,1.000e-12,0.05000,12.000000,4.8728059707,5.2009515057,6.9639641315,3969,3969,1993,3448,1993,3448,1.0000000000,0.000e+00,1.0000000000,-0.2804836112,4096,true
closed_n12_g0p02,12,0.000000,0.500000,false,2,256,1.000e-12,0.05000,12.600000,4.9958150043,5.1075470447,6.9424369803,3969,3969,1963,3401,1963,3401,1.0000000000,0.000e+00,1.0000000000,-0.3215330689,4096,true
closed_n12_g0p02,12,0.000000,0.500000,false,2,256,1.000e-12,0.05000,13.200000,5.3494541610,5.3494541610,7.2152964814,3969,3969,2070,3400,2070,3400,1.0000000000,0.000e+00,1.0000000000,-0.3352776829,4096,true
closed_n12_g0p02,12,0.000000,0.500000,false,2,256,1.000e-12,0.05000,13.800000,5.4426764320,5.4426764320,7.2657408089,3969,3969,2070,3417,2070,3417,1.0000000000,0.000e+00,1.0000000000,-0.3279190086,4096,true
closed_n12_g0p02,12,0.000000,0.500000,false,2,256,1.000e-12,0.05000,14.400000,5.4226965255,5.4226965255,7.2393290094,3969,3969,2066,3518,2066,3518,1.0000000000,0.000e+00,1.0000000000,-0.2602284038,4096,true
closed_n12_g0p02,12,0.000000,0.500000,false,2,256,1.000e-12,0.05000,15.000000,5.4024712957,5.4024712957,7.2102955604,4096,4096,2009,3510,2009,3510,1.0000000000,0.000e+00,1.0000000000,-0.1901151916,4096,true
closed_n12_g0p02,12,0.000000,0.500000,false,2,256,1.000e-12,0.05000,15.600000,5.4026743842,5.4026743842,7.1419559155,4096,4096,1886,3390,1886,3390,1.0000000000,0.000e+00,1.0000000000,-0.1866770312,4096,true
closed_n12_g0p02,12,0.000000,0.500000,false,2,256,1.000e-12,0.05000,16.200000,5.5253251118,5.5253251118,7.2688540348,4096,4096,2038,3470,2038,3470,1.0000000000,0.000e+00,1.0000000000,-0.2202892095,4096,true
closed_n12_g0p02,12,0.000000,0.500000,false,2,256,1.000e-12,0.05000,16.800000,5.4610160537,5.4610160537,7.2927648483,4096,4096,2106,3456,2106,3456,1.0000000000,0.000e+00,1.0000000000,-0.2252828190,4096,true
closed_n12_g0p02,12,0.000000,0.500000,false,2,256,1.000e-12,0.05000,17.400000,5.1405737672,5.2689518070,7.1637765838,4096,4096,2192,3534,2192,3534,1.0000000000,0.000e+00,1.0000000000,-0.1963812960,4096,true
closed_n12_g0p02,12,0.000000,0.500000,false,2,256,1.000e-12,0.05000,18.000000,5.0897328961,5.2903018106,7.1560151669,4096,4096,2137,3527,2137,3527,1.0000000000,0.000e+00,1.0000000000,-0.2156478523,4096,true
