label,n,gamma,Jmean,dissipation,order,maxdim,cutoff,dt,t,bond,S_op_bond,S_half_bond,linkdim_bond,chi_req_1e-06,chi_req_1e-10,ceiling_bond
closed_n20_g0p02,20,0.000000,0.500000,false,2,256,1.000e-12,0.05000,0.000000,1,0.0000000000,0.0000000000,1,1,1,4
closed_n20_g0p02,20,0.000000,0.500000,false,2,256,1.000e-12,0.05000,0.000000,2,0.0000000000,0.0000000000,1,1,1,16
closed_n20_g0p02,20,0.000000,0.500000,false,2,256,1.000e-12,0.05000,0.000000,3,0.0000000000,0.0000000000,1,1,1,64
closed_n20_g0p02,20,0.000000,0.500000,false,2,256,1.000e-12,0.05000,0.000000,4,0.0000000000,0.0000000000,1,1,1,256
closed_n20_g0p02,20,0.000000,0.500000,false,2,256,1.000e-12,0.05000,0.000000,5,0.0000000000,0.0000000000,1,1,1,1024
closed_n20_g0p02,20,0.000000,0.500000,false,2,256,1.000e-12,0.05000,0.000000,6,0.0000000000,0.0000000000,1,1,1,4096
closed_n20_g0p02,20,0.000000,0.500000,false,2,256,1.000e-12,0.05000,0.000000,7,0.0000000000,0.0000000000,1,1,1,16384
closed_n20_g0p02,20,0.000000,0.500000,false,2,256,1.000e-12,0.05000,0.000000,8,0.0000000000,0.0000000000,1,1,1,65536
closed_n20_g0p02,20,0.000000,0.500000,false,2,256,1.000e-12,0.05000,0.000000,9,0.0000000000,0.0000000000,1,1,1,262144
closed_n20_g0p02,20,0.000000,0.500000,false,2,256,1.000e-12,0.05000,0.000000,10,0.0000000000,0.0000000000,1,1,1,1048576
closed_n20_g0p02,20,0.000000,0.500000,false,2,256,1.000e-12,0.05000,0.000000,11,0.0000000000,0.0000000000,1,1,1,262144
closed_n20_g0p02,20,0.000000,0.500000,false,2,256,1.000e-12,0.05000,0.000000,12,0.0000000000,0.0000000000,1,1,1,65536
closed_n20_g0p02,20,0.000000,0.500000,false,2,256,1.000e-12,0.05000,0.000000,13,0.0000000000,0.0000000000,1,1,1,16384
closed_n20_g0p02,20,0.000000,0.500000,false,2,256,1.000e-12,0.05000,0.000000,14,0.0000000000,0.0000000000,1,1,1,4096
closed_n20_g0p02,20,0.000000,0.500000,false,2,256,1.000e-12,0.05000,0.000000,15,0.0000000000,0.0000000000,1,1,1,1024
closed_n20_g0p02,20,0.000000,0.500000,false,2,256,1.000e-12,0.05000,0.000000,16,0.0000000000,0.0000000000,1,1,1,256
closed_n20_g0p02,20,0.000000,0.500000,false,2,256,1.000e-12,0.05000,0.000000,17,0.0000000000,0.0000000000,1,1,1,64
closed_n20_g0p02,20,0.000000,0.500000,false,2,256,1.000e-12,0.05000,0.000000,18,0.0000000000,0.0000000000,1,1,1,16
closed_n20_g0p02,20,0.000000,0.500000,false,2,256,1.000e-12,0.05000,0.000000,19,0.0000000000,0.0000000000,1,1,1,4
closed_n20_g0p02,20,0.000000,0.500000,false,2,256,1.000e-12,0.05000,1.000000,1,1.4263750673,1.6854500986,4,4,4,4
closed_n20_g0p02,20,0.000000,0.500000,false,2,256,1.000e-12,0.05000,1.000000,2,1.4203534678,2.1489974561,16,16,16,16
