label,n,gamma,Jmean,dissipation,order,maxdim,cutoff,dt,t,bond,S_op_bond,S_half_bond,linkdim_bond,chi_req_1e-06,chi_req_1e-10,ceiling_bond
g0p100_closed_n12,12,0.100000,0.500000,false,2,512,1.000e-12,0.02000,0.000000,1,0.0000000000,0.0000000000,1,1,1,4
g0p100_closed_n12,12,0.100000,0.500000,false,2,512,1.000e-12,0.02000,0.000000,2,0.0000000000,0.0000000000,1,1,1,16
g0p100_closed_n12,12,0.100000,0.500000,false,2,512,1.000e-12,0.02000,0.000000,3,0.0000000000,0.0000000000,1,1,1,64
g0p100_closed_n12,12,0.100000,0.500000,false,2,512,1.000e-12,0.02000,0.000000,4,0.0000000000,0.0000000000,1,1,1,256
g0p100_closed_n12,12,0.100000,0.500000,false,2,512,1.000e-12,0.02000,0.000000,5,0.0000000000,0.0000000000,1,1,1,1024
g0p100_closed_n12,12,0.100000,0.500000,false,2,512,1.000e-12,0.02000,0.000000,6,0.0000000000,0.0000000000,1,1,1,4096
g0p100_closed_n12,12,0.100000,0.500000,false,2,512,1.000e-12,0.02000,0.000000,7,0.0000000000,0.0000000000,1,1,1,1024
g0p100_closed_n12,12,0.100000,0.500000,false,2,512,1.000e-12,0.02000,0.000000,8,0.0000000000,0.0000000000,1,1,1,256
g0p100_closed_n12,12,0.100000,0.500000,false,2,512,1.000e-12,0.02000,0.000000,9,0.0000000000,0.0000000000,1,1,1,64
g0p100_closed_n12,12,0.100000,0.500000,false,2,512,1.000e-12,0.02000,0.000000,10,0.0000000000,0.0000000000,1,1,1,16
g0p100_closed_n12,12,0.100000,0.500000,false,2,512,1.000e-12,0.02000,0.000000,11,0.0000000000,0.0000000000,1,1,1,4
g0p100_closed_n12,12,0.100000,0.500000,false,2,512,1.000e-12,0.02000,0.500000,1,0.6447556403,1.1120890820,4,4,4,4
g0p100_closed_n12,12,0.100000,0.500000,false,2,512,1.000e-12,0.02000,0.500000,2,0.6170604688,1.1912245347,16,12,16,16
g0p100_closed_n12,12,0.100000,0.500000,false,2,512,1.000e-12,0.02000,0.500000,3,0.6173488539,1.1913456674,28,12,26,64
g0p100_closed_n12,12,0.100000,0.500000,false,2,512,1.000e-12,0.02000,0.500000,4,0.6175092497,1.1914908673,32,12,26,256
g0p100_closed_n12,12,0.100000,0.500000,false,2,512,1.000e-12,0.02000,0.500000,5,0.6173363292,1.1913332954,28,12,26,1024
g0p100_closed_n12,12,0.100000,0.500000,false,2,512,1.000e-12,0.02000,0.500000,6,0.6175093038,1.1914908237,32,12,26,4096
g0p100_closed_n12,12,0.100000,0.500000,false,2,512,1.000e-12,0.02000,0.500000,7,0.6173363292,1.1913332954,28,12,26,1024
g0p100_closed_n12,12,0.100000,0.500000,false,2,512,1.000e-12,0.02000,0.500000,8,0.6175092497,1.1914908673,32,12,26,256
g0p100_closed_n12,12,0.100000,0.500000,false,2,512,1.000e-12,0.02000,0.500000,9,0.6173488539,1.1913456674,28,12,26,64
g0p100_closed_n12,12,0.100000,0.500000,false,2,512,1.000e-12,0.02000,0.500000,10,0.6170604688,1.1912245347,16,12,16,16
g0p100_closed_n12,12,0.100000,0.500000,false,2,512,1.000e-12,0.02000,0.500000,11,0.6447556403,1.1120890820,4,4,4,4
g0p100_closed_n12,12,0.100000,0.500000,false,2,512,1.000e-12,0.02000,1.000000,1,1.4267153095,1.6856559283,4,4,4,4
g0p100_closed_n12,12,0.100000,0.500000,false,2,512,1.000e-12,0.02000,1.000000,2,1.4200551965,2.1489993087,16,16,16,16
