# t	c_k3	c_k8	c_k12
12.121212121212121	0.012853485610997306	-0.9082539519352976	1.8954004663243003
12.373737373737374	0.013000711131780413	-0.9049998124009623	1.891999101269182
12.626262626262626	0.013143805041803963	-0.9013195236844664	1.8881757186426624
12.878787878787879	0.01328538205303631	-0.8972277876472416	1.8839424055942053
13.131313131313131	0.013428713415327052	-0.8927463398510672	1.87931762643574
13.383838383838384	0.013577666955222667	-0.8879039847858886	1.874326317830666
13.636363636363637	0.013736599866757682	-0.8827366513714342	1.8690000515046765
13.88888888888889	0.013910189520933591	-0.8772873950035541	1.8633772054826205
14.141414141414142	0.014103193250099455	-0.8716062969633092	1.8575031037132097
14.393939393939394	0.014320135936007783	-0.8657502396330842	1.8514301036970764
14.646464646464647	0.014564933601499463	-0.8597825535824315	1.845217619980932
14.8989898989899	0.01484047199624498	-0.853772528594152	1.8389320565979068
15.151515151515152	0.015148171472122884	-0.847794746644257	1.8326465751721341
15.404040404040405	0.015487583456074483	-0.841928122492838	1.8264405390367635
15.656565656565656	0.01585608011447015	-0.8362544371002943	1.8203983569858242
15.909090909090908	0.01624871709688458	-0.8308560485526564	1.8146073314557718
16.161616161616163	0.016658367169064547	-0.8258124186618858	1.8091540514928213
16.414141414141415	0.017076233481339315	-0.8211951713354185	1.8041189378540792
16.666666666666668	0.01749284346457153	-0.8170616653163596	1.799568821851788
16.91919191919192	0.017899582660408416	-0.8134475380513879	1.7955479553909794
17.171717171717173	0.018290739784706522	-0.8103592783787752	1.7920685385940687
17.424242424242426	0.018665901294378763	-0.80776841296318	1.7891025116688013
17.67676767676768	0.019032381112320085	-0.8056090521762023	1.7865766710638822
17.92929292929293	0.019407249904208057	-0.8037800852595337	1.7843728353553256
18.181818181818183	0.019818499092331732	-0.8021522110873541	1.7823337119950222
18.434343434343436	0.02030497730692793	-0.800578552763056	1.780273575456128
18.68686868686869	0.020914961554419756	-0.7989064186682574	1.7779914571138375
18.939393939393938	0.0217035086850459	-0.7969874172619407	1.7752839085768948
19.19191919191919	0.02272898513324014	-0.794683836764858	1.771954851631618
19.444444444444443	0.024049319863792933	-0.7918706835895754	1.7678213637257825
19.696969696969695	0.02571853585721795	-0.7884343846022109	1.762715848744993
19.949494949494948	0.027784002870573365	-0.7842702248899243	1.756486222019351
20.2020202020202	0.030284660731281627	-0.7792807418002541	1.7489960810689724
20.454545454545453	0.03325024169770533	-0.773376584381793	1.7401263426840876
20.707070707070706	0.03670132753097574	-0.7664801647933397	1.729778837262364
20.95959595959596	0.04064995953460695	-0.7585312697308013	1.7178813101961943
21.21212121212121	0.045100507836307924	-0.7494930439264286	1.7043925360901206
21.464646464646464	0.050050600816877795	-0.7393565529904714	1.6893059521735938
21.717171717171716	0.055492086003873384	-0.7281424174116937	1.6726503314078203
21.96969696969697	0.06141218347562634	-0.7158986137963881	1.6544864303207616
22.22222222222222	0.06779513397522197	-0.702694291294177	1.634899157318955
22.474747474747474	0.07462467547490642	-0.6886102229427322	1.6139855474678257
22.727272727272727	0.08188756972032374	-0.6737272045458368	1.591839634825513
22.97979797979798	0.08957815586791307	-0.658114220818803	1.56853606495089
23.232323232323232	0.09770359807394258	-0.641818395218353	1.5441147971444105
23.484848484848484	0.1062892261684989	-0.6248585300085043	1.5185693038400052
23.737373737373737	0.1153832538786499	-0.6072234314608682	1.4918401775822183
23.98989898989899	0.12506025624806438	-0.588875350400398	1.4638150941523336
24.242424242424242	0.13542306637839951	-0.5697580032648492	1.4343349368864495
24.494949494949495	0.14660309638753863	-0.5498080200007454	1.4032049236132067
24.747474747474747	0.1587593463321476	-0.5289684199232766	1.370209073591129
25.0	0.17207640810418623	-0.5072028113879489	1.3351264032837626
