n,gamma,Ntraj_run,target_sem,Ntraj_needed,chi_mean,chi_sem,chi3_mean,inflation,chi_mpdo,advantage,advantage_naive,walltime_mean_s,walltime_max_s,walltime_total_coreh
16,0.0875,256,0.01,814,51.004,1.959,3.092679e+05,2.331,5.2429e+05,5.7247e+08,1.3344e+09,339.33,824.85,24.1301
