label,n,gamma,Jmean,dissipation,order,maxdim,cutoff,dt,t,S_op_mid,S_op_max,S_half_mid,linkdim_mid,linkdim_max,chi_req_mid_1e-06,chi_req_mid_1e-10,chi_req_max_1e-06,chi_req_max_1e-10,trace_re,trace_im,purity,z_mid_re,ceiling_mid,saturated
g0p010_open_n8,8,0.010000,0.500000,true,2,1024,1.000e-12,0.02000,0.000000,0.0000000000,0.0000000000,0.0000000000,1,1,1,1,1,1,1.0000000000,0.000e+00,1.0000000000,1.0000000000,256,false
g0p010_open_n8,8,0.010000,0.500000,true,2,1024,1.000e-12,0.02000,4.000000,4.1853071868,4.1853071868,5.3040187983,254,254,210,251,210,251,0.9997507492,-1.967e-06,0.7286058965,0.1694896181,256,false
g0p010_open_n8,8,0.010000,0.500000,true,2,1024,1.000e-12,0.02000,8.000000,3.0925426662,3.4675654563,4.6938269496,252,252,194,250,194,250,0.9999944198,5.913e-08,0.5321280743,-0.1682321965,256,false
g0p010_open_n8,8,0.010000,0.500000,true,2,1024,1.000e-12,0.02000,12.000000,3.8461977787,3.8461977787,5.3006314869,255,255,218,253,218,253,1.0000059982,5.698e-07,0.3902698569,-0.1131296450,256,false
g0p010_open_n8,8,0.010000,0.500000,true,2,1024,1.000e-12,0.02000,16.000000,3.9773461003,3.9773461003,5.2701675001,253,253,220,252,220,252,1.0000033933,-3.353e-07,0.2873106456,-0.0318479558,256,false
g0p010_open_n8,8,0.010000,0.500000,true,2,1024,1.000e-12,0.02000,20.000000,3.4706175402,3.4706175402,5.0692137235,254,254,223,252,223,252,1.0000003245,-2.067e-08,0.2126291058,0.3714645834,256,false
g0p010_open_n8,8,0.010000,0.500000,true,2,1024,1.000e-12,0.02000,24.000000,2.0938500999,2.3895025124,4.1514067469,254,254,208,250,208,250,0.9999995591,4.376e-07,0.1585240900,0.4881521026,256,false
g0p010_open_n8,8,0.010000,0.500000,true,2,1024,1.000e-12,0.02000,28.000000,3.6433910700,3.8739071450,5.1826938888,253,253,223,250,223,250,1.0000010962,-1.177e-07,0.1193301610,0.2405724235,256,false
g0p010_open_n8,8,0.010000,0.500000,true,2,1024,1.000e-12,0.02000,32.000000,3.2784013560,3.4236496476,4.9847143306,252,252,218,251,218,251,0.9999995283,-3.406e-07,0.0909690483,0.2057994219,256,false
g0p010_open_n8,8,0.010000,0.500000,true,2,1024,1.000e-12,0.02000,36.000000,3.9069475329,3.9069475329,5.4368481657,253,253,211,252,211,252,0.9999963057,-2.814e-08,0.0704967685,0.2112018147,256,false
g0p010_open_n8,8,0.010000,0.500000,true,2,1024,1.000e-12,0.02000,40.000000,3.7039303209,3.7039303209,5.0101584038,251,251,194,240,194,240,1.0000001500,-1.954e-07,0.0557758481,0.2904388039,256,false
g0p010_open_n8,8,0.010000,0.500000,true,2,1024,1.000e-12,0.02000,44.000000,3.2633234256,3.2633234256,4.9430127547,252,252,207,247,207,247,0.9999986848,-1.895e-08,0.0452623938,0.4425991477,256,false
g0p010_open_n8,8,0.010000,0.500000,true,2,1024,1.000e-12,0.02000,48.000000,3.0456441294,3.0456441294,4.8367657254,248,248,204,244,204,244,0.9999990771,3.016e-08,0.0379103445,0.4354231081,256,false
g0p010_open_n8,8,0.010000,0.500000,true,2,1024,1.000e-12,0.02000,52.000000,2.6010609388,2.8031342525,4.6430736270,251,251,210,245,210,245,1.0000011579,2.366e-07,0.0329342931,0.4057263070,256,false
