label,n,gamma,Jmean,dissipation,order,maxdim,cutoff,dt,t,S_op_mid,S_op_max,S_half_mid,linkdim_mid,linkdim_max,chi_req_mid_1e-06,chi_req_mid_1e-10,chi_req_max_1e-06,chi_req_max_1e-10,trace_re,trace_im,purity,z_mid_re,ceiling_mid,saturated
closed_n24_g0p10,24,0.000000,0.500000,false,2,256,1.000e-12,0.05000,0.000000,0.0000000000,0.0000000000,0.0000000000,1,1,1,1,1,1,1.0000000000,0.000e+00,1.0000000000,1.0000000000,16777216,false
closed_n24_g0p10,24,0.000000,0.500000,false,2,256,1.000e-12,0.05000,1.200000,1.7229681047,1.7357211839,2.5522184245,324,324,43,118,43,118,1.0000000000,0.000e+00,1.0000000000,0.3362479529,16777216,true
closed_n24_g0p10,24,0.000000,0.500000,false,2,256,1.000e-12,0.05000,2.400000,3.4116639305,3.4348953158,4.6468700101,2500,2500,278,885,279,885,1.0000000000,0.000e+00,1.0000000000,0.2122242298,16777216,true
closed_n24_g0p10,24,0.000000,0.500000,false,2,256,1.000e-12,0.05000,3.600000,4.9216556966,4.9448757988,6.5477408538,17161,17161,1507,5395,1508,5395,1.0000000000,0.000e+00,1.0000000000,0.1175560228,16777216,true
closed_n24_g0p10,24,0.000000,0.500000,false,2,256,1.000e-12,0.05000,4.800000,6.3182248741,6.3486893968,8.3098336939,65536,65536,7256,27537,7261,27537,1.0000000000,0.000e+00,1.0000000000,0.0619787013,16777216,true
closed_n24_g0p10,24,0.000000,0.500000,false,2,256,1.000e-12,0.05000,6.000000,7.6589229582,7.6932925034,9.9707170580,65536,65536,27127,59206,27127,59206,1.0000000000,0.000e+00,1.0000000000,0.0203881319,16777216,true
closed_n24_g0p10,24,0.000000,0.500000,false,2,256,1.000e-12,0.05000,7.200000,8.8843553306,8.9043293231,11.3580618851,65536,65536,50386,65214,50386,65214,1.0000000000,0.000e+00,1.0000000000,-0.0029302447,16777216,true
closed_n24_g0p10,24,0.000000,0.500000,false,2,256,1.000e-12,0.05000,8.400000,9.5978930807,9.5978930807,12.0271149734,65536,65536,58897,65512,58897,65514,1.0000000000,0.000e+00,1.0000000000,0.0077756460,16777216,true
closed_n24_g0p10,24,0.000000,0.500000,false,2,256,1.000e-12,0.05000,9.600000,10.0334086049,10.0334086049,12.4624250333,65536,65536,62256,65533,62256,65533,1.0000000000,0.000e+00,1.0000000000,0.0108530234,16777216,true
closed_n24_g0p10,24,0.000000,0.500000,false,2,256,1.000e-12,0.05000,10.800000,9.6763056853,9.6763056853,12.3804438966,65536,65536,63086,65534,63086,65534,1.0000000000,0.000e+00,1.0000000000,0.0369537231,16777216,true
closed_n24_g0p10,24,0.000000,0.500000,false,2,256,1.000e-12,0.05000,12.000000,9.1907124693,9.1907124693,12.1283217690,65536,65536,63402,65536,63402,65536,1.0000000000,0.000e+00,1.0000000000,0.0366070854,16777216,true
closed_n24_g0p10,24,0.000000,0.500000,false,2,256,1.000e-12,0.05000,13.200000,8.6311812566,8.6311812566,11.6876410573,65536,65536,62944,65535,62944,65535,1.0000000000,0.000e+00,1.0000000000,0.0482998955,16777216,true
closed_n24_g0p10,24,0.000000,0.500000,false,2,256,1.000e-12,0.05000,14.400000,8.1407419154,8.1874182118,11.4395784230,65536,65536,62771,65535,62771,65535,1.0000000000,0.000e+00,1.0000000000,0.1124241431,16777216,true
closed_n24_g0p10,24,0.000000,0.500000,false,2,256,1.000e-12,0.05000,15.600000,8.3267037377,8.3267037377,11.5483732254,65536,65536,63011,65536,63011,65536,1.0000000000,0.000e+00,1.0000000000,0.1191957905,16777216,true
closed_n24_g0p10,24,0.000000,0.500000,false,2,256,1.000e-12,0.05000,16.800000,8.4248714148,8.4248714148,11.6190872613,65536,65536,63297,65536,63297,65536,1.0000000000,0.000e+00,1.0000000000,0.0723995296,16777216,true
closed_n24_g0p10,24,0.000000,0.500000,false,2,256,1.000e-12,0.05000,18.000000,8.8193336166,8.8193336166,11.8143667464,65536,65536,63563,65536,63563,65536,1.0000000000,0.000e+00,1.0000000000,0.0463159183,16777216,true
closed_n24_g0p10,24,0.000000,0.500000,false,2,256,1.000e-12,0.05000,19.200000,9.0252104220,9.0252104220,12.0069096319,65536,65536,63936,65536,63936,65536,1.0000000000,0.000e+00,1.0000000000,0.0112382566,16777216,true
closed_n24_g0p10,24,0.000000,0.500000,false,2,256,1.000e-12,0.05000,20.400000,9.0894396460,9.2443140188,12.0715892516,65536,65536,64079,65536,64079,65536,1.0000000000,0.000e+00,1.0000000000,-0.0389352602,16777216,true
closed_n24_g0p10,24,0.000000,0.500000,false,2,256,1.000e-12,0.05000,21.600000,9.3895370040,9.3895370040,12.2974776986,65536,65536,64387,65536,64387,65536,1.0000000000,0.000e+00,1.0000000000,-0.0378428238,16777216,true
closed_n24_g0p10,24,0.000000,0.500000,false,2,256,1.000e-12,0.05000,22.800000,9.5095995615,9.5095995615,12.3533812577,65536,65536,64563,65536,64563,65536,1.0000000000,0.000e+00,1.0000000000,0.0148855181,16777216,true
closed_n24_g0p10,24,0.000000,0.500000,false,2,256,1.000e-12,0.05000,24.000000,9.4998265594,9.4998265594,12.3204189769,65536,65536,64583,65536,64583,65536,1.0000000000,0.000e+00,1.0000000000,-0.0099533025,16777216,true
closed_n24_g0p10,24,0.000000,0.500000,false,2,256,1.000e-12,0.05000,25.200000,9.3303807132,9.3303807132,12.2516460940,65536,65536,64618,65536,64618,65536,1.0000000000,0.000e+00,1.0000000000,-0.0218778849,16777216,true
closed_n24_g0p10,24,0.000000,0.500000,false,2,256,1.000e-12,0.05000,26.400000,8.9574520972,8.9914507408,12.0436990517,65536,65536,64572,65536,64572,65536,1.0000000000,0.000e+00,1.0000000000,0.0165091127,16777216,true
closed_n24_g0p10,24,0.000000,0.500000,false,2,256,1.000e-12,0.05000,27.600000,8.7738798407,8.7738798407,11.9660702548,65536,65536,64617,65536,64617,65536,1.0000000000,0.000e+00,1.0000000000,0.0637727817,16777216,true
closed_n24_g0p10,24,0.000000,0.500000,false,2,256,1.000e-12,0.05000,28.800000,8.7711763916,8.7711763916,11.9650970250,65536,65536,64645,65536,64645,65536,1.0000000000,0.000e+00,1.0000000000,0.0909206379,16777216,true
closed_n24_g0p10,24,0.000000,0.500000,false,2,256,1.000e-12,0.05000,30.000000,8.6548548445,8.6548548445,11.9355572993,65536,65536,64635,65536,64635,65536,1.0000000000,0.000e+00,1.0000000000,0.1079847177,16777216,true
closed_n24_g0p10,24,0.000000,0.500000,false,2,256,1.000e-12,0.05000,31.200000,8.7738301537,8.7738301537,11.9796086908,65536,65536,64649,65536,64649,65536,1.0000000000,0.000e+00,1.0000000000,0.0920600461,16777216,true
closed_n24_g0p10,24,0.000000,0.500000,false,2,256,1.000e-12,0.05000,32.400000,8.8160435383,8.8193729934,11.9955105238,65536,65536,64654,65536,64654,65536,1.0000000000,0.000e+00,1.0000000000,0.0115727444,16777216,true
closed_n24_g0p10,24,0.000000,0.500000,false,2,256,1.000e-12,0.05000,33.600000,8.9633464669,8.9936439205,12.1125292901,65536,65536,64702,65536,64702,65536,1.0000000000,0.000e+00,1.0000000000,-0.0053022840,16777216,true
closed_n24_g0p10,24,0.000000,0.500000,false,2,256,1.000e-12,0.05000,34.800000,9.1795328764,9.2635935970,12.2175377437,65536,65536,64757,65536,64757,65536,1.0000000000,0.000e+00,1.0000000000,-0.0481001575,16777216,true
closed_n24_g0p10,24,0.000000,0.500000,false,2,256,1.000e-12,0.05000,36.000000,9.6541543869,9.6541543869,12.4229372610,65536,65536,64798,65536,64798,65536,1.0000000000,0.000e+00,1.0000000000,-0.0970053582,16777216,true
