label,n,gamma,Jmean,dissipation,order,maxdim,cutoff,dt,t,S_op_mid,S_op_max,S_half_mid,linkdim_mid,linkdim_max,chi_req_mid_1e-06,chi_req_mid_1e-10,chi_req_max_1e-06,chi_req_max_1e-10,trace_re,trace_im,purity,z_mid_re,ceiling_mid,saturated
g0p200_open_n16,16,0.200000,0.500000,true,2,256,1.000e-12,0.02000,0.000000,0.0000000000,0.0000000000,0.0000000000,1,1,1,1,1,1,1.0000000000,0.000e+00,1.0000000000,1.0000000000,65536,false
g0p200_open_n16,16,0.200000,0.500000,true,2,256,1.000e-12,0.02000,0.250000,0.2253620669,0.2288450291,0.6449748301,15,15,6,14,7,14,0.9999417631,3.015e-08,0.4589145525,0.9426715656,65536,false
g0p200_open_n16,16,0.200000,0.500000,true,2,256,1.000e-12,0.02000,0.500000,0.6131180179,0.6401624360,1.1872300230,32,32,12,26,12,26,0.9999309245,4.621e-07,0.2203952221,0.8032265503,65536,false
g0p200_open_n16,16,0.200000,0.500000,true,2,256,1.000e-12,0.02000,0.750000,1.0078743785,1.0585796467,1.6808155681,53,53,20,46,20,46,0.9999641208,1.364e-08,0.1109403023,0.6423991927,65536,false
g0p200_open_n16,16,0.200000,0.500000,true,2,256,1.000e-12,0.02000,1.000000,1.3834208491,1.4020419211,2.1469017486,85,85,29,72,29,72,0.9999611359,-5.842e-08,0.0581861145,0.5113750367,65536,false
g0p200_open_n16,16,0.200000,0.500000,true,2,256,1.000e-12,0.02000,1.250000,1.7391816167,1.7624795996,2.5876379621,131,131,45,112,45,112,0.9999786477,-1.473e-08,0.0314522502,0.4333382498,65536,false
g0p200_open_n16,16,0.200000,0.500000,true,2,256,1.000e-12,0.02000,1.500000,2.0652744351,2.0894450921,3.0034186074,199,199,67,167,68,167,0.9999802064,-8.879e-09,0.0174071776,0.4039381261,65536,false
g0p200_open_n16,16,0.200000,0.500000,true,2,256,1.000e-12,0.02000,1.750000,2.3519913728,2.3825231957,3.3940886103,256,256,100,245,100,245,0.9999898423,-7.847e-08,0.0098994716,0.4042578020,65536,false
g0p200_open_n16,16,0.200000,0.500000,true,2,256,1.000e-12,0.02000,2.000000,2.5882272144,2.6528209654,3.7519535727,256,256,138,256,139,256,0.9999945227,-1.616e-07,0.0058542508,0.4152442175,65536,false
g0p200_open_n16,16,0.200000,0.500000,true,2,256,1.000e-12,0.02000,2.250000,2.7509006713,2.8499010355,4.0614198537,256,256,188,256,190,256,0.9999943125,2.584e-08,0.0036547265,0.4259162623,65536,false
g0p200_open_n16,16,0.200000,0.500000,true,2,256,1.000e-12,0.02000,2.500000,2.8079042719,2.9229101199,4.3025373638,256,256,226,256,227,256,0.9999918895,4.172e-07,0.0024442505,0.4340536476,65536,false
