label,n,gamma,Jmean,dissipation,order,maxdim,cutoff,dt,t,bond,S_op_bond,S_half_bond,linkdim_bond,chi_req_1e-06,chi_req_1e-10,ceiling_bond
g0p200_closed_n12,12,0.200000,0.500000,false,2,256,1.000e-12,0.02000,0.000000,1,0.0000000000,0.0000000000,1,1,1,4
g0p200_closed_n12,12,0.200000,0.500000,false,2,256,1.000e-12,0.02000,0.000000,2,0.0000000000,0.0000000000,1,1,1,16
g0p200_closed_n12,12,0.200000,0.500000,false,2,256,1.000e-12,0.02000,0.000000,3,0.0000000000,0.0000000000,1,1,1,64
g0p200_closed_n12,12,0.200000,0.500000,false,2,256,1.000e-12,0.02000,0.000000,4,0.0000000000,0.0000000000,1,1,1,256
g0p200_closed_n12,12,0.200000,0.500000,false,2,256,1.000e-12,0.02000,0.000000,5,0.0000000000,0.0000000000,1,1,1,1024
g0p200_closed_n12,12,0.200000,0.500000,false,2,256,1.000e-12,0.02000,0.000000,6,0.0000000000,0.0000000000,1,1,1,4096
g0p200_closed_n12,12,0.200000,0.500000,false,2,256,1.000e-12,0.02000,0.000000,7,0.0000000000,0.0000000000,1,1,1,1024
g0p200_closed_n12,12,0.200000,0.500000,false,2,256,1.000e-12,0.02000,0.000000,8,0.0000000000,0.0000000000,1,1,1,256
g0p200_closed_n12,12,0.200000,0.500000,false,2,256,1.000e-12,0.02000,0.000000,9,0.0000000000,0.0000000000,1,1,1,64
g0p200_closed_n12,12,0.200000,0.500000,false,2,256,1.000e-12,0.02000,0.000000,10,0.0000000000,0.0000000000,1,1,1,16
g0p200_closed_n12,12,0.200000,0.500000,false,2,256,1.000e-12,0.02000,0.000000,11,0.0000000000,0.0000000000,1,1,1,4
g0p200_closed_n12,12,0.200000,0.500000,false,2,256,1.000e-12,0.02000,0.250000,1,0.2293160393,0.6349112384,4,4,4,4
g0p200_closed_n12,12,0.200000,0.500000,false,2,256,1.000e-12,0.02000,0.250000,2,0.2258059691,0.6456450211,13,7,12,16
g0p200_closed_n12,12,0.200000,0.500000,false,2,256,1.000e-12,0.02000,0.250000,3,0.2257394188,0.6455405084,14,7,13,64
g0p200_closed_n12,12,0.200000,0.500000,false,2,256,1.000e-12,0.02000,0.250000,4,0.2258247337,0.6456258649,15,7,14,256
g0p200_closed_n12,12,0.200000,0.500000,false,2,256,1.000e-12,0.02000,0.250000,5,0.2257393110,0.6455405274,14,7,13,1024
g0p200_closed_n12,12,0.200000,0.500000,false,2,256,1.000e-12,0.02000,0.250000,6,0.2258247338,0.6456258643,15,7,14,4096
g0p200_closed_n12,12,0.200000,0.500000,false,2,256,1.000e-12,0.02000,0.250000,7,0.2257393110,0.6455405274,14,7,13,1024
g0p200_closed_n12,12,0.200000,0.500000,false,2,256,1.000e-12,0.02000,0.250000,8,0.2258247337,0.6456258649,15,7,14,256
g0p200_closed_n12,12,0.200000,0.500000,false,2,256,1.000e-12,0.02000,0.250000,9,0.2257394188,0.6455405084,14,7,13,64
g0p200_closed_n12,12,0.200000,0.500000,false,2,256,1.000e-12,0.02000,0.250000,10,0.2258059691,0.6456450211,13,7,12,16
g0p200_closed_n12,12,0.200000,0.500000,false,2,256,1.000e-12,0.02000,0.250000,11,0.2293160393,0.6349112384,4,4,4,4
g0p200_closed_n12,12,0.200000,0.500000,false,2,256,1.000e-12,0.02000,0.500000,1,0.6447523215,1.1120860291,4,4,4,4
g0p200_closed_n12,12,0.200000,0.500000,false,2,256,1.000e-12,0.02000,0.500000,2,0.6170654973,1.1912281253,16,12,16,16
g0p200_closed_n12,12,0.200000,0.500000,false,2,256,1.000e-12,0.02000,0.500000,3,0.6173389839,1.1913419758,28,12,26,64
g0p200_closed_n12,12,0.200000,0.500000,false,2,256,1.000e-12,0.02000,0.500000,4,0.6175141769,1.1914987447,32,12,26,256
g0p200_closed_n12,12,0.200000,0.500000,false,2,256,1.000e-12,0.02000,0.500000,5,0.6173264466,1.1913306439,29,12,26,1024
g0p200_closed_n12,12,0.200000,0.500000,false,2,256,1.000e-12,0.02000,0.500000,6,0.6175142311,1.1914987005,32,12,26,4096
g0p200_closed_n12,12,0.200000,0.500000,false,2,256,1.000e-12,0.02000,0.500000,7,0.6173264466,1.1913306439,29,12,26,1024
g0p200_closed_n12,12,0.200000,0.500000,false,2,256,1.000e-12,0.02000,0.500000,8,0.6175141769,1.1914987447,32,12,26,256
g0p200_closed_n12,12,0.200000,0.500000,false,2,256,1.000e-12,0.02000,0.500000,9,0.6173389839,1.1913419758,28,12,26,64
g0p200_closed_n12,12,0.200000,0.500000,false,2,256,1.000e-12,0.02000,0.500000,10,0.6170654973,1.1912281253,16,12,16,16
g0p200_closed_n12,12,0.200000,0.500000,false,2,256,1.000e-12,0.02000,0.500000,11,0.6447523215,1.1120860291,4,4,4,4
g0p200_closed_n12,12,0.200000,0.500000,false,2,256,1.000e-12,0.02000,0.750000,1,1.0723252444,1.4544425567,4,4,4,4
g0p200_closed_n12,12,0.200000,0.500000,false,2,256,1.000e-12,0.02000,0.750000,2,1.0214209900,1.6894267564,16,14,16,16
g0p200_closed_n12,12,0.200000,0.500000,false,2,256,1.000e-12,0.02000,0.750000,3,1.0218580168,1.6940239556,42,20,38,64
g0p200_closed_n12,12,0.200000,0.500000,false,2,256,1.000e-12,0.02000,0.750000,4,1.0219631158,1.6941661903,53,20,46,256
g0p200_closed_n12,12,0.200000,0.500000,false,2,256,1.000e-12,0.02000,0.750000,5,1.0217358519,1.6939520988,48,20,43,1024
g0p200_closed_n12,12,0.200000,0.500000,false,2,256,1.000e-12,0.02000,0.750000,6,1.0219622556,1.6941601870,53,20,46,4096
g0p200_closed_n12,12,0.200000,0.500000,false,2,256,1.000e-12,0.02000,0.750000,7,1.0217358519,1.6939520988,48,20,43,1024
g0p200_closed_n12,12,0.200000,0.500000,false,2,256,1.000e-12,0.02000,0.750000,8,1.0219631158,1.6941661903,53,20,46,256
g0p200_closed_n12,12,0.200000,0.500000,false,2,256,1.000e-12,0.02000,0.750000,9,1.0218580168,1.6940239556,42,20,38,64
g0p200_closed_n12,12,0.200000,0.500000,false,2,256,1.000e-12,0.02000,0.750000,10,1.0214209900,1.6894267564,16,14,16,16
g0p200_closed_n12,12,0.200000,0.500000,false,2,256,1.000e-12,0.02000,0.750000,11,1.0723252444,1.4544425567,4,4,4,4
g0p200_closed_n12,12,0.200000,0.500000,false,2,256,1.000e-12,0.02000,1.000000,1,1.4267097776,1.6856525931,4,4,4,4
g0p200_closed_n12,12,0.200000,0.500000,false,2,256,1.000e-12,0.02000,1.000000,2,1.4200602128,2.1490005017,16,16,16,16
g0p200_closed_n12,12,0.200000,0.500000,false,2,256,1.000e-12,0.02000,1.000000,3,1.4151007227,2.1774135876,51,29,49,64
g0p200_closed_n12,12,0.200000,0.500000,false,2,256,1.000e-12,0.02000,1.000000,4,1.4148979949,2.1773574908,84,30,72,256
g0p200_closed_n12,12,0.200000,0.500000,false,2,256,1.000e-12,0.02000,1.000000,5,1.4146526485,2.1770638274,76,29,66,1024
g0p200_closed_n12,12,0.200000,0.500000,false,2,256,1.000e-12,0.02000,1.000000,6,1.4148618960,2.1773147726,87,30,73,4096
g0p200_closed_n12,12,0.200000,0.500000,false,2,256,1.000e-12,0.02000,1.000000,7,1.4146526485,2.1770638274,76,29,66,1024
g0p200_closed_n12,12,0.200000,0.500000,false,2,256,1.000e-12,0.02000,1.000000,8,1.4148979949,2.1773574908,84,30,72,256
g0p200_closed_n12,12,0.200000,0.500000,false,2,256,1.000e-12,0.02000,1.000000,9,1.4151007227,2.1774135876,51,29,49,64
g0p200_closed_n12,12,0.200000,0.500000,false,2,256,1.000e-12,0.02000,1.000000,10,1.4200602128,2.1490005017,16,16,16,16
g0p200_closed_n12,12,0.200000,0.500000,false,2,256,1.000e-12,0.02000,1.000000,11,1.4267097776,1.6856525931,4,4,4,4
g0p200_closed_n12,12,0.200000,0.500000,false,2,256,1.000e-12,0.02000,1.250000,1,1.6766601978,1.8301306814,4,4,4,4
g0p200_closed_n12,12,0.200000,0.500000,false,2,256,1.000e-12,0.02000,1.250000,2,1.8118828010,2.5437289720,16,16,16,16
g0p200_closed_n12,12,0.200000,0.500000,false,2,256,1.000e-12,0.02000,1.250000,3,1.8004418666,2.6447066815,58,40,57,64
g0p200_closed_n12,12,0.200000,0.500000,false,2,256,1.000e-12,0.02000,1.250000,4,1.7988652503,2.6443675240,119,47,105,256
g0p200_closed_n12,12,0.200000,0.500000,false,2,256,1.000e-12,0.02000,1.250000,5,1.7984515232,2.6439996999,119,46,105,1024
g0p200_closed_n12,12,0.200000,0.500000,false,2,256,1.000e-12,0.02000,1.250000,6,1.7986136647,2.6442719438,134,46,114,4096
g0p200_closed_n12,12,0.200000,0.500000,false,2,256,1.000e-12,0.02000,1.250000,7,1.7984515232,2.6439996999,119,46,105,1024
g0p200_closed_n12,12,0.200000,0.500000,false,2,256,1.000e-12,0.02000,1.250000,8,1.7988652503,2.6443675240,119,47,105,256
g0p200_closed_n12,12,0.200000,0.500000,false,2,256,1.000e-12,0.02000,1.250000,9,1.8004418666,2.6447066815,58,40,57,64
g0p200_closed_n12,12,0.200000,0.500000,false,2,256,1.000e-12,0.02000,1.250000,10,1.8118828010,2.5437289720,16,16,16,16
g0p200_closed_n12,12,0.200000,0.500000,false,2,256,1.000e-12,0.02000,1.250000,11,1.6766601978,1.8301306814,4,4,4,4
g0p200_closed_n12,12,0.200000,0.500000,false,2,256,1.000e-12,0.02000,1.500000,1,1.8285691320,1.9120703504,4,4,4,4
g0p200_closed_n12,12,0.200000,0.500000,false,2,256,1.000e-12,0.02000,1.500000,2,2.1554412966,2.8424938442,16,16,16,16
g0p200_closed_n12,12,0.200000,0.500000,false,2,256,1.000e-12,0.02000,1.500000,3,2.1769342947,3.0940377666,61,49,61,64
g0p200_closed_n12,12,0.200000,0.500000,false,2,256,1.000e-12,0.02000,1.500000,4,2.1678339258,3.0967391855,155,71,142,256
g0p200_closed_n12,12,0.200000,0.500000,false,2,256,1.000e-12,0.02000,1.500000,5,2.1671721620,3.0965988227,182,70,158,1024
g0p200_closed_n12,12,0.200000,0.500000,false,2,256,1.000e-12,0.02000,1.500000,6,2.1672026892,3.0967836428,208,70,176,4096
g0p200_closed_n12,12,0.200000,0.500000,false,2,256,1.000e-12,0.02000,1.500000,7,2.1671721620,3.0965988227,182,70,158,1024
g0p200_closed_n12,12,0.200000,0.500000,false,2,256,1.000e-12,0.02000,1.500000,8,2.1678339258,3.0967391855,155,71,142,256
g0p200_closed_n12,12,0.200000,0.500000,false,2,256,1.000e-12,0.02000,1.500000,9,2.1769342947,3.0940377665,61,49,61,64
g0p200_closed_n12,12,0.200000,0.500000,false,2,256,1.000e-12,0.02000,1.500000,10,2.1554412966,2.8424938442,16,16,16,16
g0p200_closed_n12,12,0.200000,0.500000,false,2,256,1.000e-12,0.02000,1.500000,11,1.8285691320,1.9120703504,4,4,4,4
g0p200_closed_n12,12,0.200000,0.500000,false,2,256,1.000e-12,0.02000,1.750000,1,1.9079844319,1.9533668983,4,4,4,4
