label,n,gamma,Jmean,dissipation,order,maxdim,cutoff,dt,t,S_op_mid,S_op_max,S_half_mid,linkdim_mid,linkdim_max,chi_req_mid_1e-06,chi_req_mid_1e-10,chi_req_max_1e-06,chi_req_max_1e-10,trace_re,trace_im,purity,z_mid_re,ceiling_mid,saturated
g0p200_open_n8,8,0.200000,0.500000,true,2,256,1.000e-12,0.02000,0.000000,0.0000000000,0.0000000000,0.0000000000,1,1,1,1,1,1,1.0000000000,0.000e+00,1.0000000000,1.0000000000,256,false
g0p200_open_n8,8,0.200000,0.500000,true,2,256,1.000e-12,0.02000,0.250000,0.2253620724,0.2288450291,0.6449748404,15,15,6,14,7,14,0.9999780069,2.269e-08,0.6774231487,0.9426733662,256,false
g0p200_open_n8,8,0.200000,0.500000,true,2,256,1.000e-12,0.02000,0.500000,0.6131174545,0.6401624360,1.1872295682,32,32,12,26,12,26,0.9999752539,1.073e-07,0.4694664138,0.8032270235,256,false
g0p200_open_n8,8,0.200000,0.500000,true,2,256,1.000e-12,0.02000,0.750000,1.0078775322,1.0585796458,1.6808255596,53,53,20,46,20,46,0.9999898014,5.312e-09,0.3331973791,0.6423288485,256,false
g0p200_open_n8,8,0.200000,0.500000,true,2,256,1.000e-12,0.02000,1.000000,1.3834929960,1.4020419045,2.1469555157,83,83,29,71,29,71,0.9999832643,-5.446e-09,0.2416457979,0.5109146557,256,false
g0p200_open_n8,8,0.200000,0.500000,true,2,256,1.000e-12,0.02000,1.250000,1.7395109223,1.7624572787,2.5876450647,119,119,46,104,46,104,0.9999940357,-1.795e-08,0.1782420834,0.4315325006,256,false
g0p200_open_n8,8,0.200000,0.500000,true,2,256,1.000e-12,0.02000,1.500000,2.0654355792,2.0892700375,3.0027922989,156,156,69,141,69,141,0.9999937056,-5.297e-08,0.1333201894,0.3990999446,256,false
g0p200_open_n8,8,0.200000,0.500000,true,2,256,1.000e-12,0.02000,1.750000,2.3490919587,2.3815833459,3.3920223786,191,191,96,175,96,175,0.9999968918,1.152e-07,0.1012780364,0.3945223924,256,false
g0p200_open_n8,8,0.200000,0.500000,true,2,256,1.000e-12,0.02000,2.000000,2.5777108007,2.6517859316,3.7492029932,214,214,124,203,124,203,0.9999971568,-3.872e-09,0.0785796593,0.3996086083,256,false
g0p200_open_n8,8,0.200000,0.500000,true,2,256,1.000e-12,0.02000,2.250000,2.7334910417,2.8515995158,4.0596208518,228,228,150,222,150,222,1.0000002994,-1.084e-09,0.0627191094,0.4051954239,256,false
g0p200_open_n8,8,0.200000,0.500000,true,2,256,1.000e-12,0.02000,2.500000,2.7963533188,2.9338612698,4.2990477728,239,239,170,233,170,233,1.0000006419,2.109e-09,0.0518367332,0.4110181630,256,false
g0p200_open_n8,8,0.200000,0.500000,true,2,256,1.000e-12,0.02000,2.750000,2.7483854165,2.8685965570,4.4374280881,244,244,184,241,184,241,1.0000003008,-1.516e-08,0.0445711115,0.4209404826,256,false
g0p200_open_n8,8,0.200000,0.500000,true,2,256,1.000e-12,0.02000,3.000000,2.5829880523,2.6624850348,4.4512860029,246,246,191,244,191,244,0.9999999419,-2.018e-08,0.0399703335,0.4380182132,256,false
g0p200_open_n8,8,0.200000,0.500000,true,2,256,1.000e-12,0.02000,3.250000,2.3193084482,2.3559798217,4.3390450758,246,246,192,245,192,245,1.0000001396,-2.144e-08,0.0374079587,0.4621170592,256,false
g0p200_open_n8,8,0.200000,0.500000,true,2,256,1.000e-12,0.02000,3.500000,2.0023184798,2.0032670555,4.1308615391,246,246,187,243,187,243,1.0000000571,2.329e-08,0.0364881195,0.4903028827,256,false
g0p200_open_n8,8,0.200000,0.500000,true,2,256,1.000e-12,0.02000,3.750000,1.6800747611,1.6800747611,3.8937379123,246,246,181,237,181,237,1.0000000241,3.090e-09,0.0369547706,0.5187120625,256,false
g0p200_open_n8,8,0.200000,0.500000,true,2,256,1.000e-12,0.02000,4.000000,1.3809375547,1.3809375547,3.6534124405,240,240,172,226,172,226,0.9999997452,4.649e-08,0.0386310146,0.5443799388,256,false
g0p200_open_n8,8,0.200000,0.500000,true,2,256,1.000e-12,0.02000,4.250000,1.1176345050,1.1176345050,3.4010350970,237,237,171,228,171,228,0.9999998982,-1.510e-09,0.0413927623,0.5661166764,256,false
g0p200_open_n8,8,0.200000,0.500000,true,2,256,1.000e-12,0.02000,4.500000,0.8950045720,0.8950045720,3.1337119656,233,233,163,219,163,219,1.0000003392,1.046e-08,0.0451587007,0.5843360401,256,false
g0p200_open_n8,8,0.200000,0.500000,true,2,256,1.000e-12,0.02000,4.750000,0.7124782241,0.7124782241,2.8577765932,222,222,156,209,156,209,1.0000000172,-1.895e-09,0.0498812970,0.6002774438,256,false
g0p200_open_n8,8,0.200000,0.500000,true,2,256,1.000e-12,0.02000,5.000000,0.5663995925,0.5663995925,2.5825874310,217,217,149,210,149,210,1.0000000469,-5.650e-09,0.0555358888,0.6151977379,256,false
