label,n,gamma,Jmean,dissipation,order,maxdim,cutoff,dt,t,S_op_mid,S_op_max,S_half_mid,linkdim_mid,linkdim_max,chi_req_mid_1e-06,chi_req_mid_1e-10,chi_req_max_1e-06,chi_req_max_1e-10,trace_re,trace_im,purity,z_mid_re,ceiling_mid,saturated
g0p200_closed_n12,12,0.200000,0.500000,false,2,256,1.000e-12,0.02000,0.000000,0.0000000000,0.0000000000,0.0000000000,1,1,1,1,1,1,1.0000000000,0.000e+00,1.0000000000,1.0000000000,4096,false
g0p200_closed_n12,12,0.200000,0.500000,false,2,256,1.000e-12,0.02000,0.250000,0.2258247338,0.2293160393,0.6456258643,15,15,7,14,7,14,0.9999555754,4.672e-08,1.0000888550,0.9397739283,4096,false
g0p200_closed_n12,12,0.200000,0.500000,false,2,256,1.000e-12,0.02000,0.500000,0.6175142311,0.6447523215,1.1914987005,32,32,12,26,12,26,0.9999218752,-1.384e-07,1.0002451366,0.7836569001,4096,false
g0p200_closed_n12,12,0.200000,0.500000,false,2,256,1.000e-12,0.02000,0.750000,1.0219622556,1.0723252444,1.6941601870,53,53,20,46,20,46,0.9999596248,-2.771e-09,1.0003259115,0.5914722026,4096,false
g0p200_closed_n12,12,0.200000,0.500000,false,2,256,1.000e-12,0.02000,1.000000,1.4148618960,1.4267097776,2.1773147726,87,87,30,73,30,73,0.9999403178,-2.699e-07,1.0004453253,0.4254336710,4096,false
g0p200_closed_n12,12,0.200000,0.500000,false,2,256,1.000e-12,0.02000,1.250000,1.7986136647,1.8118828010,2.6442719438,134,134,46,114,47,114,0.9999439087,-1.536e-07,1.0005575671,0.3204558224,4096,false
g0p200_closed_n12,12,0.200000,0.500000,false,2,256,1.000e-12,0.02000,1.500000,2.1672026892,2.1769342947,3.0967836428,208,208,70,176,71,176,0.9999269292,-4.466e-07,1.0007038060,0.2745220233,4096,false
g0p200_closed_n12,12,0.200000,0.500000,false,2,256,1.000e-12,0.02000,1.750000,2.5209396102,2.5518887897,3.5389679943,256,256,106,251,106,251,0.9999256976,9.709e-07,1.0008525318,0.2608615491,4096,false
g0p200_closed_n12,12,0.200000,0.500000,false,2,256,1.000e-12,0.02000,2.000000,2.8675700221,2.9259049164,3.9717492566,256,256,150,256,152,256,0.9999031849,5.079e-07,1.0010463525,0.2501042218,4096,false
g0p200_closed_n12,12,0.200000,0.500000,false,2,256,1.000e-12,0.02000,2.250000,3.2096865431,3.2672637079,4.3924562428,256,256,205,256,206,256,0.9996555733,8.482e-07,1.0017362365,0.2265978086,4096,false
g0p200_closed_n12,12,0.200000,0.500000,false,2,256,1.000e-12,0.02000,2.500000,3.5452614672,3.5631033618,4.7965544046,256,256,233,256,235,256,0.9986306464,2.241e-06,1.0044848529,0.1912555690,4096,false
g0p200_closed_n12,12,0.200000,0.500000,false,2,256,1.000e-12,0.02000,2.750000,3.8735671186,3.9018686419,5.1778452900,256,256,246,256,246,256,0.9957133542,3.405e-06,1.0131491922,0.1535452688,4096,false
g0p200_closed_n12,12,0.200000,0.500000,false,2,256,1.000e-12,0.02000,3.000000,4.1931126245,4.2311622346,5.5277762203,256,256,253,256,253,256,0.9890888310,7.426e-06,1.0356133002,0.1218644183,4096,false
g0p200_closed_n12,12,0.200000,0.500000,false,2,256,1.000e-12,0.02000,3.250000,4.4968668538,4.5430823373,5.8365677866,256,256,255,256,255,256,0.9791640585,3.697e-06,1.0801199760,0.0972937383,4096,false
g0p200_closed_n12,12,0.200000,0.500000,false,2,256,1.000e-12,0.02000,3.500000,4.7711377107,4.8221392762,6.0959947744,256,256,256,256,256,256,0.9767474534,1.078e-04,1.1320777675,0.0742607455,4096,true
g0p200_closed_n12,12,0.200000,0.500000,false,2,256,1.000e-12,0.02000,3.750000,4.9981680754,5.0472937385,6.2980204261,256,256,256,256,256,256,0.9715156844,2.242e-04,1.1992905252,0.0554678337,4096,true
g0p200_closed_n12,12,0.200000,0.500000,false,2,256,1.000e-12,0.02000,4.000000,5.1617851073,5.2023794273,6.4362068783,256,256,256,256,256,256,0.9706754117,1.329e-04,1.2726308547,0.0450090551,4096,true
g0p200_closed_n12,12,0.200000,0.500000,false,2,256,1.000e-12,0.02000,4.250000,5.2551299955,5.2856841861,6.5103492149,256,256,256,256,256,256,0.9811763571,-8.313e-05,1.3216541903,0.0490811623,4096,true
g0p200_closed_n12,12,0.200000,0.500000,false,2,256,1.000e-12,0.02000,4.500000,5.2926753961,5.3116027469,6.5344969235,256,256,256,256,256,256,0.9877216782,1.143e-04,1.3544288089,0.0646621410,4096,true
