label,n,gamma,Jmean,dissipation,order,maxdim,cutoff,dt,t,S_op_mid,S_op_max,S_half_mid,linkdim_mid,linkdim_max,chi_req_mid_1e-06,chi_req_mid_1e-10,chi_req_max_1e-06,chi_req_max_1e-10,trace_re,trace_im,purity,z_mid_re,ceiling_mid,saturated
g0p200_closed_n8,8,0.200000,0.500000,false,2,256,1.000e-12,0.02000,0.000000,0.0000000000,0.0000000000,0.0000000000,1,1,1,1,1,1,1.0000000000,0.000e+00,1.0000000000,1.0000000000,256,false
g0p200_closed_n8,8,0.200000,0.500000,false,2,256,1.000e-12,0.02000,0.250000,0.2258247335,0.2293160393,0.6456258656,15,15,7,14,7,14,0.9999760964,4.633e-08,1.0000478089,0.9397741695,256,false
g0p200_closed_n8,8,0.200000,0.500000,false,2,256,1.000e-12,0.02000,0.500000,0.6175141227,0.6447523215,1.1914987884,32,32,12,26,12,26,0.9999575242,-3.580e-08,1.0001327698,0.7836554017,256,false
g0p200_closed_n8,8,0.200000,0.500000,false,2,256,1.000e-12,0.02000,0.750000,1.0219639704,1.0723252444,1.6941722136,53,53,20,46,20,46,0.9999812757,-3.475e-09,1.0001702244,0.5913599493,256,false
g0p200_closed_n8,8,0.200000,0.500000,false,2,256,1.000e-12,0.02000,1.000000,1.4149338794,1.4267097778,2.1774159578,84,84,30,72,30,72,0.9999626791,-1.828e-07,1.0002448831,0.4246321749,256,false
g0p200_closed_n8,8,0.200000,0.500000,false,2,256,1.000e-12,0.02000,1.250000,1.7991147821,1.8118834190,2.6446629906,120,120,47,106,47,106,0.9999734430,-1.984e-07,1.0002980120,0.3169281610,256,false
g0p200_closed_n8,8,0.200000,0.500000,false,2,256,1.000e-12,0.02000,1.500000,2.1684708702,2.1770431643,3.0978859638,158,158,72,146,72,146,0.9999601974,-3.480e-07,1.0003776456,0.2638463649,256,false
g0p200_closed_n8,8,0.200000,0.500000,false,2,256,1.000e-12,0.02000,1.750000,2.5213186899,2.5527265315,3.5417777709,195,195,102,181,102,181,0.9999629704,1.053e-06,1.0004517368,0.2366813919,256,false
g0p200_closed_n8,8,0.200000,0.500000,false,2,256,1.000e-12,0.02000,2.000000,2.8622832682,2.9297281586,3.9779532198,219,219,132,210,132,210,0.9999712907,3.160e-07,1.0005091839,0.2067644380,256,false
g0p200_closed_n8,8,0.200000,0.500000,false,2,256,1.000e-12,0.02000,2.250000,3.1936135147,3.2791613132,4.3996453600,235,235,162,228,162,228,0.9999955298,-1.221e-07,1.0005181288,0.1636762069,256,false
g0p200_closed_n8,8,0.200000,0.500000,false,2,256,1.000e-12,0.02000,2.500000,3.5101946513,3.5550070751,4.7862545602,244,244,186,240,186,240,0.9999987079,4.166e-08,1.0005207142,0.1173133805,256,false
g0p200_closed_n8,8,0.200000,0.500000,false,2,256,1.000e-12,0.02000,2.750000,3.7873894544,3.7873894544,5.1017997790,248,248,204,247,204,247,0.9999953432,7.497e-08,1.0005300326,0.0862108489,256,false
g0p200_closed_n8,8,0.200000,0.500000,false,2,256,1.000e-12,0.02000,3.000000,3.9779136281,3.9779136281,5.3050437103,251,251,213,250,213,250,0.9999905119,-5.068e-07,1.0005490192,0.0824254303,256,false
g0p200_closed_n8,8,0.200000,0.500000,false,2,256,1.000e-12,0.02000,3.250000,4.0476118308,4.0476118308,5.3675754077,252,252,219,251,219,251,0.9999986418,2.968e-08,1.0005517370,0.1032172999,256,false
g0p200_closed_n8,8,0.200000,0.500000,false,2,256,1.000e-12,0.02000,3.500000,4.0321108921,4.0321108921,5.2978110483,253,253,221,251,221,251,0.9999982514,2.509e-08,1.0005552362,0.1332145163,256,false
g0p200_closed_n8,8,0.200000,0.500000,false,2,256,1.000e-12,0.02000,3.750000,4.0630869682,4.0630869682,5.2614830313,253,253,219,251,219,251,0.9999983504,1.025e-08,1.0005585373,0.1534924531,256,false
g0p200_closed_n8,8,0.200000,0.500000,false,2,256,1.000e-12,0.02000,4.000000,4.1847496765,4.1847496765,5.3005993689,253,253,209,251,209,251,0.9999994771,-1.257e-07,1.0005595837,0.1510583907,256,false
g0p200_closed_n8,8,0.200000,0.500000,false,2,256,1.000e-12,0.02000,4.250000,4.3346751756,4.3346751756,5.4202979118,253,253,216,253,216,253,0.9999988504,-3.700e-08,1.0005618842,0.1235398983,256,false
g0p200_closed_n8,8,0.200000,0.500000,false,2,256,1.000e-12,0.02000,4.500000,4.4473816632,4.4473816632,5.4629369442,253,253,210,252,210,252,0.9999988057,-4.358e-08,1.0005642742,0.0776973396,256,false
g0p200_closed_n8,8,0.200000,0.500000,false,2,256,1.000e-12,0.02000,4.750000,4.4992649175,4.4992649175,5.4542349126,252,252,196,247,196,247,0.9999990031,5.299e-08,1.0005662692,0.0239860574,256,false
