label,n,gamma,Jmean,dissipation,order,maxdim,cutoff,dt,t,S_op_mid,S_op_max,S_half_mid,linkdim_mid,linkdim_max,chi_req_mid_1e-06,chi_req_mid_1e-10,chi_req_max_1e-06,chi_req_max_1e-10,trace_re,trace_im,purity,z_mid_re,ceiling_mid,saturated
g0p200_open_n20,20,0.200000,0.500000,true,2,256,1.000e-12,0.02000,0.000000,0.0000000000,0.0000000000,0.0000000000,1,1,1,1,1,1,1.0000000000,0.000e+00,1.0000000000,1.0000000000,1048576,false
g0p200_open_n20,20,0.200000,0.500000,true,2,256,1.000e-12,0.02000,0.250000,0.2253620669,0.2288450291,0.6449748301,15,15,6,14,7,14,0.9999236418,3.388e-08,0.3777180404,0.9426715656,1048576,false
g0p200_open_n20,20,0.200000,0.500000,true,2,256,1.000e-12,0.02000,0.500000,0.6131180179,0.6401624360,1.1872300230,32,32,12,26,12,26,0.9999087606,6.395e-07,0.1510083628,0.8032265501,1048576,false
g0p200_open_n20,20,0.200000,0.500000,true,2,256,1.000e-12,0.02000,0.750000,1.0078743784,1.0585796467,1.6808155681,53,53,20,46,20,46,0.9999512805,1.780e-08,0.0640152181,0.6423992081,1048576,false
g0p200_open_n20,20,0.200000,0.500000,true,2,256,1.000e-12,0.02000,1.000000,1.3834208560,1.4020419211,2.1469017546,85,85,29,72,29,72,0.9999502601,-7.829e-08,0.0285521784,0.5113748275,1048576,false
g0p200_open_n20,20,0.200000,0.500000,true,2,256,1.000e-12,0.02000,1.250000,1.7391820744,1.7624795996,2.5876384173,131,131,45,112,45,112,0.9999707941,-1.582e-08,0.0132121179,0.4333372763,1048576,false
g0p200_open_n20,20,0.200000,0.500000,true,2,256,1.000e-12,0.02000,1.500000,2.0652838069,2.0894450970,3.0034274531,199,199,67,167,68,167,0.9999733151,3.730e-08,0.0062899151,0.4039368064,1048576,false
g0p200_open_n20,20,0.200000,0.500000,true,2,256,1.000e-12,0.02000,1.750000,2.3520681937,2.3825235973,3.3941565728,256,256,100,245,100,245,0.9999864780,-1.016e-07,0.0030950020,0.4042557707,1048576,false
g0p200_open_n20,20,0.200000,0.500000,true,2,256,1.000e-12,0.02000,2.000000,2.5885522082,2.6528247249,3.7522309823,256,256,138,256,139,256,0.9999925524,-2.505e-07,0.0015979139,0.4152441568,1048576,false
g0p200_open_n20,20,0.200000,0.500000,true,2,256,1.000e-12,0.02000,2.250000,2.7516836191,2.8499138015,4.0620926749,256,256,188,256,190,256,0.9999890307,1.051e-07,0.0008822228,0.4259217205,1048576,false
g0p200_open_n20,20,0.200000,0.500000,true,2,256,1.000e-12,0.02000,2.500000,2.8087382191,2.9228843771,4.3033702222,256,256,226,256,227,256,0.9999832117,1.277e-06,0.0005307141,0.4340643706,1048576,false
g0p200_open_n20,20,0.200000,0.500000,true,2,256,1.000e-12,0.02000,2.750000,2.7305616746,2.8374132766,4.4532655191,256,256,242,256,242,256,1.0000448144,3.611e-06,0.0003534490,0.4423918264,1048576,false
g0p200_open_n20,20,0.200000,0.500000,true,2,256,1.000e-12,0.02000,3.000000,2.5079274639,2.5972698046,4.4907983373,256,256,247,256,247,256,1.0002707575,5.425e-06,0.0002636490,0.4542308074,1048576,false
g0p200_open_n20,20,0.200000,0.500000,true,2,256,1.000e-12,0.02000,3.250000,2.1666336220,2.2613482551,4.4042672742,256,256,249,256,249,256,1.0006162099,-8.223e-08,0.0002216237,0.4710576524,1048576,false
g0p200_open_n20,20,0.200000,0.500000,true,2,256,1.000e-12,0.02000,3.500000,1.7665966151,1.8784336686,4.1994291842,256,256,249,256,251,256,1.0007928497,-2.263e-05,0.0002096070,0.4922737553,1048576,false
g0p200_open_n20,20,0.200000,0.500000,true,2,256,1.000e-12,0.02000,3.750000,1.3761810305,1.5094640874,3.9015171941,256,256,250,256,252,256,1.0005590207,-1.415e-05,0.0002205125,0.5162299821,1048576,false
g0p200_open_n20,20,0.200000,0.500000,true,2,256,1.000e-12,0.02000,4.000000,1.0419655678,1.2042731717,3.5464025215,256,256,251,256,253,256,1.0003201599,-5.577e-07,0.0002528467,0.5411308567,1048576,false
g0p200_open_n20,20,0.200000,0.500000,true,2,256,1.000e-12,0.02000,4.250000,0.7795771712,0.9680730702,3.1695537717,256,256,250,256,252,256,1.0001187369,-2.689e-06,0.0003088369,0.5657252158,1048576,false
g0p200_open_n20,20,0.200000,0.500000,true,2,256,1.000e-12,0.02000,4.500000,0.5836894510,0.7775661499,2.7988983174,256,256,249,256,251,256,1.0000517374,2.519e-06,0.0003936531,0.5894051797,1048576,false
