label,n,gamma,Jmean,dissipation,order,maxdim,cutoff,dt,t,bond,S_op_bond,S_half_bond,linkdim_bond,chi_req_1e-06,chi_req_1e-10,ceiling_bond
g0p200_open_n12,12,0.200000,0.500000,true,2,256,1.000e-12,0.02000,0.000000,1,0.0000000000,0.0000000000,1,1,1,4
g0p200_open_n12,12,0.200000,0.500000,true,2,256,1.000e-12,0.02000,0.000000,2,0.0000000000,0.0000000000,1,1,1,16
g0p200_open_n12,12,0.200000,0.500000,true,2,256,1.000e-12,0.02000,0.000000,3,0.0000000000,0.0000000000,1,1,1,64
g0p200_open_n12,12,0.200000,0.500000,true,2,256,1.000e-12,0.02000,0.000000,4,0.0000000000,0.0000000000,1,1,1,256
g0p200_open_n12,12,0.200000,0.500000,true,2,256,1.000e-12,0.02000,0.000000,5,0.0000000000,0.0000000000,1,1,1,1024
g0p200_open_n12,12,0.200000,0.500000,true,2,256,1.000e-12,0.02000,0.000000,6,0.0000000000,0.0000000000,1,1,1,4096
g0p200_open_n12,12,0.200000,0.500000,true,2,256,1.000e-12,0.02000,0.000000,7,0.0000000000,0.0000000000,1,1,1,1024
g0p200_open_n12,12,0.200000,0.500000,true,2,256,1.000e-12,0.02000,0.000000,8,0.0000000000,0.0000000000,1,1,1,256
g0p200_open_n12,12,0.200000,0.500000,true,2,256,1.000e-12,0.02000,0.000000,9,0.0000000000,0.0000000000,1,1,1,64
g0p200_open_n12,12,0.200000,0.500000,true,2,256,1.000e-12,0.02000,0.000000,10,0.0000000000,0.0000000000,1,1,1,16
g0p200_open_n12,12,0.200000,0.500000,true,2,256,1.000e-12,0.02000,0.000000,11,0.0000000000,0.0000000000,1,1,1,4
g0p200_open_n12,12,0.200000,0.500000,true,2,256,1.000e-12,0.02000,0.250000,1,0.2288450291,0.6343221821,4,4,4,4
g0p200_open_n12,12,0.200000,0.500000,true,2,256,1.000e-12,0.02000,0.250000,2,0.2253435758,0.6450026172,15,7,12,16
g0p200_open_n12,12,0.200000,0.500000,true,2,256,1.000e-12,0.02000,0.250000,3,0.2252792338,0.6449056515,14,7,13,64
g0p200_open_n12,12,0.200000,0.500000,true,2,256,1.000e-12,0.02000,0.250000,4,0.2253620726,0.6449748397,15,6,14,256
g0p200_open_n12,12,0.200000,0.500000,true,2,256,1.000e-12,0.02000,0.250000,5,0.2252791262,0.6449056216,14,7,13,1024
g0p200_open_n12,12,0.200000,0.500000,true,2,256,1.000e-12,0.02000,0.250000,6,0.2253620669,0.6449748301,15,6,14,4096
g0p200_open_n12,12,0.200000,0.500000,true,2,256,1.000e-12,0.02000,0.250000,7,0.2252791262,0.6449056213,14,7,13,1024
g0p200_open_n12,12,0.200000,0.500000,true,2,256,1.000e-12,0.02000,0.250000,8,0.2253620667,0.6449748308,15,6,14,256
g0p200_open_n12,12,0.200000,0.500000,true,2,256,1.000e-12,0.02000,0.250000,9,0.2252792387,0.6449056131,14,7,13,64
g0p200_open_n12,12,0.200000,0.500000,true,2,256,1.000e-12,0.02000,0.250000,10,0.2253432653,0.6449903022,13,7,12,16
g0p200_open_n12,12,0.200000,0.500000,true,2,256,1.000e-12,0.02000,0.250000,11,0.2288243835,0.6341637458,4,4,4,4
g0p200_open_n12,12,0.200000,0.500000,true,2,256,1.000e-12,0.02000,0.500000,1,0.6401624360,1.1090429875,4,4,4,4
g0p200_open_n12,12,0.200000,0.500000,true,2,256,1.000e-12,0.02000,0.500000,2,0.6127057307,1.1872659816,16,12,16,16
g0p200_open_n12,12,0.200000,0.500000,true,2,256,1.000e-12,0.02000,0.500000,3,0.6129868602,1.1871610531,28,12,25,64
g0p200_open_n12,12,0.200000,0.500000,true,2,256,1.000e-12,0.02000,0.500000,4,0.6131176786,1.1872297765,32,12,26,256
g0p200_open_n12,12,0.200000,0.500000,true,2,256,1.000e-12,0.02000,0.500000,5,0.6129749418,1.1871480725,29,12,25,1024
g0p200_open_n12,12,0.200000,0.500000,true,2,256,1.000e-12,0.02000,0.500000,6,0.6131180161,1.1872300212,32,12,26,4096
g0p200_open_n12,12,0.200000,0.500000,true,2,256,1.000e-12,0.02000,0.500000,7,0.6129749353,1.1871480837,29,12,25,1024
g0p200_open_n12,12,0.200000,0.500000,true,2,256,1.000e-12,0.02000,0.500000,8,0.6131177938,1.1872298152,32,12,26,256
g0p200_open_n12,12,0.200000,0.500000,true,2,256,1.000e-12,0.02000,0.500000,9,0.6129872754,1.1871567072,28,12,25,64
g0p200_open_n12,12,0.200000,0.500000,true,2,256,1.000e-12,0.02000,0.500000,10,0.6126583352,1.1868571474,16,12,16,16
g0p200_open_n12,12,0.200000,0.500000,true,2,256,1.000e-12,0.02000,0.500000,11,0.6392792941,1.1070398152,4,4,4,4
g0p200_open_n12,12,0.200000,0.500000,true,2,256,1.000e-12,0.02000,0.750000,1,1.0585796467,1.4479064769,4,4,4,4
g0p200_open_n12,12,0.200000,0.500000,true,2,256,1.000e-12,0.02000,0.750000,2,1.0077854545,1.6779335653,16,15,16,16
g0p200_open_n12,12,0.200000,0.500000,true,2,256,1.000e-12,0.02000,0.750000,3,1.0079692466,1.6809278092,44,20,40,64
g0p200_open_n12,12,0.200000,0.500000,true,2,256,1.000e-12,0.02000,0.750000,4,1.0078769667,1.6808259054,53,20,46,256
g0p200_open_n12,12,0.200000,0.500000,true,2,256,1.000e-12,0.02000,0.750000,5,1.0078509744,1.6807827285,48,20,43,1024
g0p200_open_n12,12,0.200000,0.500000,true,2,256,1.000e-12,0.02000,0.750000,6,1.0078743882,1.6808155609,53,20,46,4096
g0p200_open_n12,12,0.200000,0.500000,true,2,256,1.000e-12,0.02000,0.750000,7,1.0078505956,1.6807821612,48,20,43,1024
g0p200_open_n12,12,0.200000,0.500000,true,2,256,1.000e-12,0.02000,0.750000,8,1.0078749513,1.6808181907,53,20,46,256
g0p200_open_n12,12,0.200000,0.500000,true,2,256,1.000e-12,0.02000,0.750000,9,1.0079561731,1.6807896598,42,20,38,64
g0p200_open_n12,12,0.200000,0.500000,true,2,256,1.000e-12,0.02000,0.750000,10,1.0070423689,1.6754746239,16,14,16,16
g0p200_open_n12,12,0.200000,0.500000,true,2,256,1.000e-12,0.02000,0.750000,11,1.0519296451,1.4399724332,4,4,4,4
g0p200_open_n12,12,0.200000,0.500000,true,2,256,1.000e-12,0.02000,1.000000,1,1.4020419211,1.6754952188,4,4,4,4
g0p200_open_n12,12,0.200000,0.500000,true,2,256,1.000e-12,0.02000,1.000000,2,1.3909847952,2.1259964361,16,16,16,16
g0p200_open_n12,12,0.200000,0.500000,true,2,256,1.000e-12,0.02000,1.000000,3,1.3841676480,2.1478566843,59,29,56,64
g0p200_open_n12,12,0.200000,0.500000,true,2,256,1.000e-12,0.02000,1.000000,4,1.3834764652,2.1469740422,84,29,71,256
g0p200_open_n12,12,0.200000,0.500000,true,2,256,1.000e-12,0.02000,1.000000,5,1.3837104485,2.1469281685,76,29,65,1024
g0p200_open_n12,12,0.200000,0.500000,true,2,256,1.000e-12,0.02000,1.000000,6,1.3834205935,2.1469012341,85,29,72,4096
g0p200_open_n12,12,0.200000,0.500000,true,2,256,1.000e-12,0.02000,1.000000,7,1.3836997309,2.1469129939,76,29,64,1024
g0p200_open_n12,12,0.200000,0.500000,true,2,256,1.000e-12,0.02000,1.000000,8,1.3834376491,2.1468743352,82,29,71,256
g0p200_open_n12,12,0.200000,0.500000,true,2,256,1.000e-12,0.02000,1.000000,9,1.3839278067,2.1467594363,50,28,49,64
g0p200_open_n12,12,0.200000,0.500000,true,2,256,1.000e-12,0.02000,1.000000,10,1.3862645710,2.1168898396,16,16,16,16
g0p200_open_n12,12,0.200000,0.500000,true,2,256,1.000e-12,0.02000,1.000000,11,1.3788297425,1.6564770082,4,4,4,4
g0p200_open_n12,12,0.200000,0.500000,true,2,256,1.000e-12,0.02000,1.250000,1,1.6409301031,1.8153828563,4,4,4,4
g0p200_open_n12,12,0.200000,0.500000,true,2,256,1.000e-12,0.02000,1.250000,2,1.7624795801,2.5099179569,16,16,16,16
g0p200_open_n12,12,0.200000,0.500000,true,2,256,1.000e-12,0.02000,1.250000,3,1.7418400144,2.5908353175,64,42,63,64
