label,n,gamma,Jmean,dissipation,order,maxdim,cutoff,dt,t,S_op_mid,S_op_max,S_half_mid,linkdim_mid,linkdim_max,chi_req_mid_1e-06,chi_req_mid_1e-10,chi_req_max_1e-06,chi_req_max_1e-10,trace_re,trace_im,purity,z_mid_re,ceiling_mid,saturated
open_n8_g0p050_g0p05,8,0.050000,0.500000,true,2,256,1.000e-12,0.05000,0.000000,0.0000000000,0.0000000000,0.0000000000,1,1,1,1,1,1,1.0000000000,0.000e+00,1.0000000000,1.0000000000,256,false
open_n8_g0p050_g0p05,8,0.050000,0.500000,true,2,256,1.000e-12,0.05000,0.400000,0.4550755589,0.4698389258,0.9807207083,26,26,10,21,10,21,0.9999688666,-3.232e-07,0.8535855113,0.8570453069,256,false
open_n8_g0p050_g0p05,8,0.050000,0.500000,true,2,256,1.000e-12,0.05000,0.800000,1.1007026178,1.1495523026,1.7911869397,60,60,21,49,21,49,0.9999866029,6.806e-08,0.7309099503,0.5696412154,256,false
open_n8_g0p050_g0p05,8,0.050000,0.500000,true,2,256,1.000e-12,0.05000,1.200000,1.7207662181,1.7336730237,2.5497181473,114,114,44,100,44,100,0.9999844636,-8.705e-09,0.6272893147,0.3621705405,256,false
open_n8_g0p050_g0p05,8,0.050000,0.500000,true,2,256,1.000e-12,0.05000,1.600000,2.3064537027,2.3215820051,3.2712487849,176,176,82,162,82,162,0.9999854010,9.412e-08,0.5388059965,0.2889949655,256,false
open_n8_g0p050_g0p05,8,0.050000,0.500000,true,2,256,1.000e-12,0.05000,2.000000,2.8546930110,2.9229645096,3.9701360686,221,221,132,211,132,211,0.9999943359,-4.215e-07,0.4630173414,0.2589021992,256,false
open_n8_g0p050_g0p05,8,0.050000,0.500000,true,2,256,1.000e-12,0.05000,2.400000,3.3758929601,3.4521874252,4.6270348502,242,242,176,237,176,237,0.9999979396,-4.927e-08,0.3982795842,0.2127135967,256,false
open_n8_g0p050_g0p05,8,0.050000,0.500000,true,2,256,1.000e-12,0.05000,2.800000,3.8225916038,3.8225916038,5.1401017509,251,251,205,248,205,248,0.9999965571,-5.307e-10,0.3430321912,0.1797656721,256,false
open_n8_g0p050_g0p05,8,0.050000,0.500000,true,2,256,1.000e-12,0.05000,3.200000,4.0382707034,4.0382707034,5.3592045502,252,252,217,251,217,251,0.9999974983,-2.098e-07,0.2957814506,0.1937151613,256,false
open_n8_g0p050_g0p05,8,0.050000,0.500000,true,2,256,1.000e-12,0.05000,3.600000,4.0398807278,4.0398807278,5.2783883036,253,253,218,251,218,251,0.9999995381,1.451e-08,0.2552864867,0.2323621460,256,false
open_n8_g0p050_g0p05,8,0.050000,0.500000,true,2,256,1.000e-12,0.05000,4.000000,4.1873039243,4.1873039243,5.3426383924,252,252,208,246,208,246,0.9999998350,-1.227e-07,0.2205830547,0.2502250310,256,false
open_n8_g0p050_g0p05,8,0.050000,0.500000,true,2,256,1.000e-12,0.05000,4.400000,4.3937333922,4.3937333922,5.4734387866,252,252,210,251,210,251,0.9999999908,-1.545e-08,0.1908692790,0.2320684530,256,false
open_n8_g0p050_g0p05,8,0.050000,0.500000,true,2,256,1.000e-12,0.05000,4.800000,4.4812979231,4.4812979231,5.4929455881,251,251,199,241,199,241,1.0000002921,2.315e-07,0.1654889969,0.1982401242,256,false
open_n8_g0p050_g0p05,8,0.050000,0.500000,true,2,256,1.000e-12,0.05000,5.200000,4.4000163486,4.4000163486,5.4270956032,252,252,200,247,200,247,1.0000000152,-4.607e-09,0.1438876466,0.1735349312,256,false
open_n8_g0p050_g0p05,8,0.050000,0.500000,true,2,256,1.000e-12,0.05000,5.600000,4.1629456829,4.1629456829,5.2384421666,249,249,192,239,192,239,1.0000002154,-4.409e-08,0.1255351785,0.1688149157,256,false
open_n8_g0p050_g0p05,8,0.050000,0.500000,true,2,256,1.000e-12,0.05000,6.000000,3.9010762756,3.9010762756,5.0283393774,241,241,183,232,183,232,0.9999997986,-1.387e-07,0.1099006091,0.1867462203,256,false
open_n8_g0p050_g0p05,8,0.050000,0.500000,true,2,256,1.000e-12,0.05000,6.400000,3.8027336130,3.8027336130,5.0576029683,245,245,193,241,193,241,0.9999999422,-2.642e-08,0.0965080587,0.2221584851,256,false
open_n8_g0p050_g0p05,8,0.050000,0.500000,true,2,256,1.000e-12,0.05000,6.800000,3.7865912888,3.7865912888,5.1085669171,247,247,192,242,192,242,1.0000001618,1.059e-09,0.0850182702,0.2547332245,256,false
open_n8_g0p050_g0p05,8,0.050000,0.500000,true,2,256,1.000e-12,0.05000,7.200000,3.7545070140,3.7545070140,5.1590698265,247,247,194,243,194,243,0.9999996410,-5.369e-09,0.0751951383,0.2628831125,256,false
open_n8_g0p050_g0p05,8,0.050000,0.500000,true,2,256,1.000e-12,0.05000,7.600000,3.6047205535,3.6047205535,5.1263986914,247,247,194,243,194,243,1.0000001798,1.371e-08,0.0668556870,0.2485970518,256,false
open_n8_g0p050_g0p05,8,0.050000,0.500000,true,2,256,1.000e-12,0.05000,8.000000,3.3136646354,3.4558640497,4.9361128734,247,247,185,238,185,238,1.0000002328,4.808e-08,0.0598167877,0.2328458311,256,false
open_n8_g0p050_g0p05,8,0.050000,0.500000,true,2,256,1.000e-12,0.05000,8.400000,3.1396141005,3.3315503844,4.8326374669,244,244,183,231,183,231,0.9999998678,-1.608e-08,0.0538744597,0.2284388493,256,false
open_n8_g0p050_g0p05,8,0.050000,0.500000,true,2,256,1.000e-12,0.05000,8.800000,3.1918765642,3.1918765642,4.9245452478,243,243,190,237,190,237,0.9999998582,-1.843e-08,0.0488482269,0.2322618488,256,false
open_n8_g0p050_g0p05,8,0.050000,0.500000,true,2,256,1.000e-12,0.05000,9.200000,3.2574880897,3.2574880897,5.0143425341,247,247,197,244,197,244,1.0000001299,6.435e-09,0.0446138227,0.2393601638,256,false
open_n8_g0p050_g0p05,8,0.050000,0.500000,true,2,256,1.000e-12,0.05000,9.600000,3.2183439420,3.2183439420,5.0027208050,248,248,198,244,198,244,0.9999999684,3.408e-09,0.0410760664,0.2511688191,256,false
open_n8_g0p050_g0p05,8,0.050000,0.500000,true,2,256,1.000e-12,0.05000,10.000000,3.1341760644,3.1341760644,4.9667260079,247,247,192,240,192,240,1.0000000367,4.050e-08,0.0381342885,0.2718123589,256,false
open_n8_g0p050_g0p05,8,0.050000,0.500000,true,2,256,1.000e-12,0.05000,10.400000,3.0623156643,3.0623156643,4.9784851499,248,248,204,245,204,245,0.9999996336,1.062e-08,0.0356947976,0.3014841670,256,false
