label,n,gamma,Jmean,dissipation,order,maxdim,cutoff,dt,t,S_op_mid,S_op_max,S_half_mid,linkdim_mid,linkdim_max,chi_req_mid_1e-06,chi_req_mid_1e-10,chi_req_max_1e-06,chi_req_max_1e-10,trace_re,trace_im,purity,z_mid_re,ceiling_mid,saturated
open_n16_g0p050_g0p05,16,0.050000,0.500000,true,2,256,1.000e-12,0.05000,0.000000,0.0000000000,0.0000000000,0.0000000000,1,1,1,1,1,1,1.0000000000,0.000e+00,1.0000000000,1.0000000000,65536,false
open_n16_g0p050_g0p05,16,0.050000,0.500000,true,2,256,1.000e-12,0.05000,0.800000,1.1006974721,1.1495523027,1.7911664505,60,61,21,49,21,49,0.9998823937,-2.363e-07,0.5342236925,0.5697898101,65536,false
open_n16_g0p050_g0p05,16,0.050000,0.500000,true,2,256,1.000e-12,0.05000,1.600000,2.3052493019,2.3213807461,3.2697911275,252,256,81,211,82,212,0.9998841787,-4.013e-07,0.2898948077,0.3014464193,65536,true
open_n16_g0p050_g0p05,16,0.050000,0.500000,true,2,256,1.000e-12,0.05000,2.400000,3.4010875950,3.4335417971,4.6259471524,256,256,228,256,229,256,0.9991105395,-2.970e-07,0.1580488932,0.2694812063,65536,true
open_n16_g0p050_g0p05,16,0.050000,0.500000,true,2,256,1.000e-12,0.05000,3.200000,4.4092247847,4.4613236957,5.7674187336,256,256,255,256,255,256,0.9722365139,-2.598e-04,0.0915894471,0.2220430525,65536,true
open_n16_g0p050_g0p05,16,0.050000,0.500000,true,2,256,1.000e-12,0.05000,4.000000,5.2740010260,5.3361720015,6.5215424572,256,256,256,256,256,256,0.9434581842,-1.532e-03,0.0566004898,0.2085756584,65536,true
open_n16_g0p050_g0p05,16,0.050000,0.500000,true,2,256,1.000e-12,0.05000,4.800000,5.8801524751,5.9539631816,6.9326218991,256,256,256,256,256,256,0.9497943441,-7.874e-04,0.0346547905,0.2139462133,65536,true
open_n16_g0p050_g0p05,16,0.050000,0.500000,true,2,256,1.000e-12,0.05000,5.600000,6.1093183185,6.1773469322,7.0779523224,256,256,256,256,256,256,0.9458560260,5.226e-05,0.0215597793,0.2740190614,65536,true
open_n16_g0p050_g0p05,16,0.050000,0.500000,true,2,256,1.000e-12,0.05000,6.400000,6.2190421151,6.2515118592,7.1511623734,256,256,256,256,256,256,0.9667060312,-2.812e-04,0.0129952430,0.3050216255,65536,true
open_n16_g0p050_g0p05,16,0.050000,0.500000,true,2,256,1.000e-12,0.05000,7.200000,6.2583027324,6.2583027324,7.1980720830,256,256,256,256,256,256,0.9764570802,-4.806e-04,0.0078034591,0.3058871717,65536,true
open_n16_g0p050_g0p05,16,0.050000,0.500000,true,2,256,1.000e-12,0.05000,8.000000,6.0391667051,6.0391667051,7.1328797335,256,256,256,256,256,256,0.9901950633,4.859e-04,0.0046746509,0.3224004235,65536,true
open_n16_g0p050_g0p05,16,0.050000,0.500000,true,2,256,1.000e-12,0.05000,8.800000,5.7616735230,5.7616735230,7.0440119282,256,256,256,256,256,256,0.9976585949,-7.880e-04,0.0028655893,0.3446969215,65536,true
open_n16_g0p050_g0p05,16,0.050000,0.500000,true,2,256,1.000e-12,0.05000,9.600000,5.3366608562,5.3366608562,6.9147081285,256,256,256,256,256,256,0.9996708771,2.857e-05,0.0018519204,0.3647208647,65536,true
open_n16_g0p050_g0p05,16,0.050000,0.500000,true,2,256,1.000e-12,0.05000,10.400000,4.6596178749,4.6596178749,6.6788754183,256,256,256,256,256,256,1.0022413011,6.082e-05,0.0012857757,0.3906576280,65536,true
open_n16_g0p050_g0p05,16,0.050000,0.500000,true,2,256,1.000e-12,0.05000,11.200000,3.8905452240,3.8905452240,6.3899405597,256,256,256,256,256,256,1.0010761117,2.391e-04,0.0009824101,0.4136820887,65536,true
open_n16_g0p050_g0p05,16,0.050000,0.500000,true,2,256,1.000e-12,0.05000,12.000000,3.0736023709,3.0736023709,6.0152611335,256,256,256,256,256,256,1.0005772608,2.520e-05,0.0008326497,0.4316125143,65536,true
open_n16_g0p050_g0p05,16,0.050000,0.500000,true,2,256,1.000e-12,0.05000,12.800000,2.2905452445,2.2961383658,5.5512246985,256,256,256,256,256,256,1.0005209312,1.596e-04,0.0007784103,0.4536885361,65536,true
open_n16_g0p050_g0p05,16,0.050000,0.500000,true,2,256,1.000e-12,0.05000,13.600000,1.6441704355,1.6471886956,5.0335948085,256,256,256,256,256,256,1.0003157584,2.287e-04,0.0007888116,0.4767832794,65536,true
open_n16_g0p050_g0p05,16,0.050000,0.500000,true,2,256,1.000e-12,0.05000,14.400000,1.1676216090,1.1740046973,4.4788320963,256,256,256,256,256,256,1.0000772849,1.281e-04,0.0008495813,0.4979628304,65536,true
open_n16_g0p050_g0p05,16,0.050000,0.500000,true,2,256,1.000e-12,0.05000,15.200000,0.8389633775,0.8492740252,3.9491726572,256,256,256,256,256,256,0.9999218867,2.094e-04,0.0009552054,0.5196624395,65536,true
open_n16_g0p050_g0p05,16,0.050000,0.500000,true,2,256,1.000e-12,0.05000,16.000000,0.6228459525,0.6290546373,3.4613830952,256,256,256,256,256,256,1.0001536724,1.441e-05,0.0011053202,0.5392372303,65536,true
open_n16_g0p050_g0p05,16,0.050000,0.500000,true,2,256,1.000e-12,0.05000,16.800000,0.4801924857,0.4856109003,3.0136182396,256,256,256,256,256,256,1.0001482484,-7.087e-05,0.0013043661,0.5579762901,65536,true
open_n16_g0p050_g0p05,16,0.050000,0.500000,true,2,256,1.000e-12,0.05000,17.600000,0.3841132816,0.3879951835,2.6225450296,256,256,256,256,256,256,0.9999585358,-2.617e-05,0.0015598833,0.5761035061,65536,true
open_n16_g0p050_g0p05,16,0.050000,0.500000,true,2,256,1.000e-12,0.05000,18.400000,0.3187003532,0.3197272260,2.2882704453,256,256,256,256,256,256,0.9999811347,2.870e-05,0.0018808112,0.5924380782,65536,true
open_n16_g0p050_g0p05,16,0.050000,0.500000,true,2,256,1.000e-12,0.05000,19.200000,0.2702929794,0.2717158232,2.0054436172,256,256,256,256,256,256,0.9999619894,-3.191e-05,0.0022789575,0.6068178521,65536,true
