label,n,gamma,Jmean,dissipation,order,maxdim,cutoff,dt,t,bond,S_op_bond,S_half_bond,linkdim_bond,chi_req_1e-06,chi_req_1e-10,ceiling_bond
g0p050_closed_n8,8,0.050000,0.500000,false,2,512,1.000e-12,0.02000,0.000000,1,0.0000000000,0.0000000000,1,1,1,4
g0p050_closed_n8,8,0.050000,0.500000,false,2,512,1.000e-12,0.02000,0.000000,2,0.0000000000,0.0000000000,1,1,1,16
g0p050_closed_n8,8,0.050000,0.500000,false,2,512,1.000e-12,0.02000,0.000000,3,0.0000000000,0.0000000000,1,1,1,64
g0p050_closed_n8,8,0.050000,0.500000,false,2,512,1.000e-12,0.02000,0.000000,4,0.0000000000,0.0000000000,1,1,1,256
g0p050_closed_n8,8,0.050000,0.500000,false,2,512,1.000e-12,0.02000,0.000000,5,0.0000000000,0.0000000000,1,1,1,64
g0p050_closed_n8,8,0.050000,0.500000,false,2,512,1.000e-12,0.02000,0.000000,6,0.0000000000,0.0000000000,1,1,1,16
g0p050_closed_n8,8,0.050000,0.500000,false,2,512,1.000e-12,0.02000,0.000000,7,0.0000000000,0.0000000000,1,1,1,4
g0p050_closed_n8,8,0.050000,0.500000,false,2,512,1.000e-12,0.02000,1.000000,1,1.4267153097,1.6856559285,4,4,4,4
g0p050_closed_n8,8,0.050000,0.500000,false,2,512,1.000e-12,0.02000,1.000000,2,1.4200552175,2.1489993753,16,16,16,16
g0p050_closed_n8,8,0.050000,0.500000,false,2,512,1.000e-12,0.02000,1.000000,3,1.4151136254,2.1774158589,50,29,49,64
g0p050_closed_n8,8,0.050000,0.500000,false,2,512,1.000e-12,0.02000,1.000000,4,1.4149294833,2.1774059253,83,30,72,256
g0p050_closed_n8,8,0.050000,0.500000,false,2,512,1.000e-12,0.02000,1.000000,5,1.4151136254,2.1774158589,50,29,49,64
g0p050_closed_n8,8,0.050000,0.500000,false,2,512,1.000e-12,0.02000,1.000000,6,1.4200552175,2.1489993753,16,16,16,16
g0p050_closed_n8,8,0.050000,0.500000,false,2,512,1.000e-12,0.02000,1.000000,7,1.4267153097,1.6856559285,4,4,4,4
g0p050_closed_n8,8,0.050000,0.500000,false,2,512,1.000e-12,0.02000,2.000000,1,1.9426253756,1.9710715731,4,4,4,4
g0p050_closed_n8,8,0.050000,0.500000,false,2,512,1.000e-12,0.02000,2.000000,2,2.5165097060,3.1287440735,16,16,16,16
g0p050_closed_n8,8,0.050000,0.500000,false,2,512,1.000e-12,0.02000,2.000000,3,2.9297396713,3.8907462256,64,60,64,64
g0p050_closed_n8,8,0.050000,0.500000,false,2,512,1.000e-12,0.02000,2.000000,4,2.8622838746,3.9779432492,218,132,210,256
g0p050_closed_n8,8,0.050000,0.500000,false,2,512,1.000e-12,0.02000,2.000000,5,2.9297396713,3.8907462256,64,60,64,64
g0p050_closed_n8,8,0.050000,0.500000,false,2,512,1.000e-12,0.02000,2.000000,6,2.5165097060,3.1287440735,16,16,16,16
g0p050_closed_n8,8,0.050000,0.500000,false,2,512,1.000e-12,0.02000,2.000000,7,1.9426253756,1.9710715731,4,4,4,4
g0p050_closed_n8,8,0.050000,0.500000,false,2,512,1.000e-12,0.02000,3.000000,1,1.8993449352,1.9489221082,4,4,4,4
g0p050_closed_n8,8,0.050000,0.500000,false,2,512,1.000e-12,0.02000,3.000000,2,2.5466393406,3.1734263094,16,16,16,16
g0p050_closed_n8,8,0.050000,0.500000,false,2,512,1.000e-12,0.02000,3.000000,3,3.8172727967,4.5532995434,64,63,64,64
g0p050_closed_n8,8,0.050000,0.500000,false,2,512,1.000e-12,0.02000,3.000000,4,3.9779111129,5.3050351749,251,213,250,256
g0p050_closed_n8,8,0.050000,0.500000,false,2,512,1.000e-12,0.02000,3.000000,5,3.8172727967,4.5532995434,64,63,64,64
g0p050_closed_n8,8,0.050000,0.500000,false,2,512,1.000e-12,0.02000,3.000000,6,2.5466393406,3.1734263094,16,16,16,16
g0p050_closed_n8,8,0.050000,0.500000,false,2,512,1.000e-12,0.02000,3.000000,7,1.8993449352,1.9489221082,4,4,4,4
g0p050_closed_n8,8,0.050000,0.500000,false,2,512,1.000e-12,0.02000,4.000000,1,1.8379610037,1.9170059966,4,4,4,4
g0p050_closed_n8,8,0.050000,0.500000,false,2,512,1.000e-12,0.02000,4.000000,2,2.8453366620,3.3440005577,16,16,16,16
g0p050_closed_n8,8,0.050000,0.500000,false,2,512,1.000e-12,0.02000,4.000000,3,3.7935250191,4.5131548500,64,63,64,64
g0p050_closed_n8,8,0.050000,0.500000,false,2,512,1.000e-12,0.02000,4.000000,4,4.1847525478,5.3006021654,253,209,251,256
g0p050_closed_n8,8,0.050000,0.500000,false,2,512,1.000e-12,0.02000,4.000000,5,3.7935250191,4.5131548500,64,63,64,64
g0p050_closed_n8,8,0.050000,0.500000,false,2,512,1.000e-12,0.02000,4.000000,6,2.8453366620,3.3440005577,16,16,16,16
g0p050_closed_n8,8,0.050000,0.500000,false,2,512,1.000e-12,0.02000,4.000000,7,1.8379610037,1.9170059966,4,4,4,4
g0p050_closed_n8,8,0.050000,0.500000,false,2,512,1.000e-12,0.02000,5.000000,1,1.9273123327,1.9632676125,4,4,4,4
g0p050_closed_n8,8,0.050000,0.500000,false,2,512,1.000e-12,0.02000,5.000000,2,3.1406425258,3.4942647719,16,16,16,16
g0p050_closed_n8,8,0.050000,0.500000,false,2,512,1.000e-12,0.02000,5.000000,3,3.3265067320,4.1717834345,64,63,64,64
g0p050_closed_n8,8,0.050000,0.500000,false,2,512,1.000e-12,0.02000,5.000000,4,4.4831146517,5.4282860114,252,199,251,256
g0p050_closed_n8,8,0.050000,0.500000,false,2,512,1.000e-12,0.02000,5.000000,5,3.3265067320,4.1717834345,64,63,64,64
g0p050_closed_n8,8,0.050000,0.500000,false,2,512,1.000e-12,0.02000,5.000000,6,3.1406425258,3.4942647719,16,16,16,16
g0p050_closed_n8,8,0.050000,0.500000,false,2,512,1.000e-12,0.02000,5.000000,7,1.9273123327,1.9632676125,4,4,4,4
