label,n,gamma,Jmean,dissipation,order,maxdim,cutoff,dt,t,S_op_mid,S_op_max,S_half_mid,linkdim_mid,linkdim_max,chi_req_mid_1e-06,chi_req_mid_1e-10,chi_req_max_1e-06,chi_req_max_1e-10,trace_re,trace_im,purity,z_mid_re,ceiling_mid,saturated
g0p050_open_n8,8,0.050000,0.500000,true,2,512,1.000e-12,0.02000,0.000000,0.0000000000,0.0000000000,0.0000000000,1,1,1,1,1,1,1.0000000000,0.000e+00,1.0000000000,1.0000000000,256,false
g0p050_open_n8,8,0.050000,0.500000,true,2,512,1.000e-12,0.02000,1.000000,1.4132522556,1.4254518959,2.1757683317,83,83,30,72,30,72,0.9998918824,-3.300e-07,0.6770627048,0.4472398944,256,false
g0p050_open_n8,8,0.050000,0.500000,true,2,512,1.000e-12,0.02000,2.000000,2.8546695890,2.9235333494,3.9701685577,218,218,132,210,132,210,0.9999381576,-9.724e-07,0.4630682481,0.2589293478,256,false
g0p050_open_n8,8,0.050000,0.500000,true,2,512,1.000e-12,0.02000,3.000000,3.9679192747,3.9679192747,5.2931222417,251,251,212,250,212,250,0.9999906180,-2.466e-07,0.3185215431,0.1807821536,256,false
g0p050_open_n8,8,0.050000,0.500000,true,2,512,1.000e-12,0.02000,4.000000,4.1872639244,4.1872639244,5.3424271169,250,250,208,246,208,246,0.9999986647,-4.552e-08,0.2205943010,0.2499223613,256,false
g0p050_open_n8,8,0.050000,0.500000,true,2,512,1.000e-12,0.02000,5.000000,4.4624180503,4.4624180503,5.4745410889,249,249,200,244,200,244,1.0000002464,-1.263e-07,0.1542556652,0.1833417576,256,false
g0p050_open_n8,8,0.050000,0.500000,true,2,512,1.000e-12,0.02000,6.000000,3.8997712940,3.8997712940,5.0272930807,239,239,183,230,183,230,1.0000000129,9.504e-09,0.1099083963,0.1864973473,256,false
g0p050_open_n8,8,0.050000,0.500000,true,2,512,1.000e-12,0.02000,7.000000,3.7731181630,3.7731181630,5.1226595255,246,246,192,238,192,238,1.0000003349,-4.127e-08,0.0799153428,0.2622411817,256,false
g0p050_open_n8,8,0.050000,0.500000,true,2,512,1.000e-12,0.02000,8.000000,3.3117492004,3.4553662012,4.9349343388,245,245,185,238,185,238,1.0000002320,-1.153e-08,0.0598205898,0.2326669427,256,false
g0p050_open_n8,8,0.050000,0.500000,true,2,512,1.000e-12,0.02000,9.000000,3.2354454101,3.2354454101,4.9816450009,247,247,193,240,193,240,0.9999997724,-8.829e-08,0.0466401103,0.2353315480,256,false
g0p050_open_n8,8,0.050000,0.500000,true,2,512,1.000e-12,0.02000,10.000000,3.1332661828,3.1332661828,4.9660269382,247,247,192,239,192,239,0.9999999962,1.218e-07,0.0381360493,0.2719437702,256,false
g0p050_open_n8,8,0.050000,0.500000,true,2,512,1.000e-12,0.02000,11.000000,2.9235318547,2.9235318547,4.9373876823,248,248,200,246,200,246,0.9999996118,-6.610e-08,0.0328450992,0.3496747367,256,false
g0p050_open_n8,8,0.050000,0.500000,true,2,512,1.000e-12,0.02000,12.000000,2.5491376347,2.5491376347,4.7382707094,248,248,196,245,196,245,1.0000005358,4.623e-10,0.0299133824,0.4080459344,256,false
g0p050_open_n8,8,0.050000,0.500000,true,2,512,1.000e-12,0.02000,13.000000,2.0125329745,2.0125329745,4.3529036325,248,248,193,240,193,240,0.9999999218,-2.743e-08,0.0288153750,0.4361615988,256,false
g0p050_open_n8,8,0.050000,0.500000,true,2,512,1.000e-12,0.02000,14.000000,1.6250154325,1.6250154325,4.0255727268,239,239,174,225,174,225,0.9999999715,3.310e-08,0.0291455348,0.4530345465,256,false
g0p050_open_n8,8,0.050000,0.500000,true,2,512,1.000e-12,0.02000,15.000000,1.2491457550,1.2491457550,3.6977542925,234,234,184,232,184,232,0.9999998418,2.869e-09,0.0306796878,0.4868002968,256,false
g0p050_open_n8,8,0.050000,0.500000,true,2,512,1.000e-12,0.02000,16.000000,0.9450110124,0.9450110124,3.3919582645,237,237,184,234,184,234,0.9999989428,-2.127e-08,0.0332482100,0.5233299498,256,false
g0p050_open_n8,8,0.050000,0.500000,true,2,512,1.000e-12,0.02000,17.000000,0.6877296727,0.6877296727,2.9548695324,237,237,172,228,172,228,1.0000001218,1.933e-08,0.0367464477,0.5622812272,256,false
g0p050_open_n8,8,0.050000,0.500000,true,2,512,1.000e-12,0.02000,18.000000,0.5231801757,0.5231801757,2.6804926131,237,237,172,226,172,226,0.9999998698,-2.301e-08,0.0411251002,0.5824824892,256,false
g0p050_open_n8,8,0.050000,0.500000,true,2,512,1.000e-12,0.02000,19.000000,0.3982956040,0.3982956040,2.4008446566,234,234,173,228,173,228,1.0000002043,1.174e-08,0.0463638784,0.6042192724,256,false
