label,n,gamma,Jmean,dissipation,order,maxdim,cutoff,dt,t,S_op_mid,S_op_max,S_half_mid,linkdim_mid,linkdim_max,chi_req_mid_1e-06,chi_req_mid_1e-10,chi_req_max_1e-06,chi_req_max_1e-10,trace_re,trace_im,purity,z_mid_re,ceiling_mid,saturated
g0p050_closed_n8,8,0.050000,0.500000,false,2,512,1.000e-12,0.02000,0.000000,0.0000000000,0.0000000000,0.0000000000,1,1,1,1,1,1,1.0000000000,0.000e+00,1.0000000000,1.0000000000,256,false
g0p050_closed_n8,8,0.050000,0.500000,false,2,512,1.000e-12,0.02000,1.000000,1.4149294833,1.4267153097,2.1774059253,83,83,30,72,30,72,0.9998758317,-3.719e-07,1.0002483825,0.4246288162,256,false
g0p050_closed_n8,8,0.050000,0.500000,false,2,512,1.000e-12,0.02000,2.000000,2.8622838746,2.9297396713,3.9779432492,218,218,132,210,132,210,0.9998615986,-2.251e-06,1.0005253113,0.2067645003,256,false
g0p050_closed_n8,8,0.050000,0.500000,false,2,512,1.000e-12,0.02000,3.000000,3.9779111129,3.9779111129,5.3050351749,251,251,213,250,213,250,0.9999792259,-6.699e-07,1.0005668826,0.0824247064,256,false
g0p050_closed_n8,8,0.050000,0.500000,false,2,512,1.000e-12,0.02000,4.000000,4.1847525478,4.1847525478,5.3006021654,253,253,209,251,209,251,0.9999948082,9.096e-08,1.0005772722,0.1510580103,256,false
g0p050_closed_n8,8,0.050000,0.500000,false,2,512,1.000e-12,0.02000,5.000000,4.4831146517,4.4831146517,5.4282860114,252,252,199,251,199,251,0.9999972425,-1.197e-06,1.0005827905,-0.0286653273,256,false
g0p050_closed_n8,8,0.050000,0.500000,false,2,512,1.000e-12,0.02000,6.000000,3.8540139137,3.8540139137,4.8178769897,252,252,179,248,179,248,0.9999674296,-1.019e-06,1.0006479723,-0.1158837877,256,false
g0p050_closed_n8,8,0.050000,0.500000,false,2,512,1.000e-12,0.02000,7.000000,3.6841576757,3.6841576757,4.9014519637,252,252,199,251,199,251,0.9999828492,-7.478e-08,1.0006822971,-0.0115826759,256,false
g0p050_closed_n8,8,0.050000,0.500000,false,2,512,1.000e-12,0.02000,8.000000,3.0735389149,3.4572692522,4.6676382953,252,252,192,250,192,250,1.0000119584,9.979e-07,1.0006583644,-0.3180638290,256,false
g0p050_closed_n8,8,0.050000,0.500000,false,2,512,1.000e-12,0.02000,9.000000,3.1274423861,3.1274423861,4.8229521311,252,252,206,252,206,252,0.9999857630,-2.992e-07,1.0006868577,-0.5850087835,256,false
g0p050_closed_n8,8,0.050000,0.500000,false,2,512,1.000e-12,0.02000,10.000000,3.3415310770,3.3415310770,4.9735451726,253,253,209,251,209,251,0.9999946816,-4.146e-07,1.0006975019,-0.6532905502,256,false
g0p050_closed_n8,8,0.050000,0.500000,false,2,512,1.000e-12,0.02000,11.000000,3.6404383300,3.6404383300,5.2330808310,254,254,223,253,223,253,0.9999920402,-5.951e-07,1.0007134328,-0.4288368531,256,false
g0p050_closed_n8,8,0.050000,0.500000,false,2,512,1.000e-12,0.02000,12.000000,3.8293694971,3.8293694971,5.2821079090,254,254,220,254,220,254,0.9999961978,-9.469e-07,1.0007210427,-0.3592753359,256,false
g0p050_closed_n8,8,0.050000,0.500000,false,2,512,1.000e-12,0.02000,13.000000,3.4457246746,3.6006777803,5.0289054610,254,254,224,254,224,254,0.9999897235,9.464e-07,1.0007416107,-0.3821852008,256,false
g0p050_closed_n8,8,0.050000,0.500000,false,2,512,1.000e-12,0.02000,14.000000,3.5696112904,3.5696112904,4.8809255809,254,254,193,253,193,253,1.0000080535,1.616e-07,1.0007254919,-0.5309890446,256,false
g0p050_closed_n8,8,0.050000,0.500000,false,2,512,1.000e-12,0.02000,15.000000,3.7802228089,3.7802228089,5.0733825839,255,255,221,254,221,254,1.0000037200,3.271e-07,1.0007180464,-0.5035682716,256,false
g0p050_closed_n8,8,0.050000,0.500000,false,2,512,1.000e-12,0.02000,16.000000,3.9581851467,3.9581851467,5.2323387253,255,255,222,254,222,254,0.9999780881,-8.895e-07,1.0007619031,-0.3217798786,256,false
g0p050_closed_n8,8,0.050000,0.500000,false,2,512,1.000e-12,0.02000,17.000000,3.2775588214,3.5008458710,4.8956342906,254,254,218,253,218,253,1.0000016638,-3.958e-08,1.0007585729,-0.0558809692,256,false
g0p050_closed_n8,8,0.050000,0.500000,false,2,512,1.000e-12,0.02000,18.000000,3.6696412262,3.6696412262,5.1249300276,254,254,216,254,216,254,1.0000031791,3.240e-07,1.0007522099,-0.0491674938,256,false
g0p050_closed_n8,8,0.050000,0.500000,false,2,512,1.000e-12,0.02000,19.000000,4.0514578880,4.0514578880,5.3647718881,255,255,231,254,231,254,0.9999869788,4.439e-07,1.0007782723,0.1547222642,256,false
g0p050_closed_n8,8,0.050000,0.500000,false,2,512,1.000e-12,0.02000,20.000000,3.4068462158,3.4068462158,4.9959488077,255,255,226,254,226,254,1.0000059355,-8.469e-07,1.0007663922,0.4295207618,256,false
g0p050_closed_n8,8,0.050000,0.500000,false,2,512,1.000e-12,0.02000,21.000000,3.4805232000,3.4805232000,4.8752085054,255,255,199,255,199,255,1.0000029832,5.905e-07,1.0007604213,0.2867346558,256,false
g0p050_closed_n8,8,0.050000,0.500000,false,2,512,1.000e-12,0.02000,22.000000,3.4540328507,3.4540328507,4.8453556808,256,256,224,255,224,255,0.9999992690,4.089e-07,1.0007618844,0.1763390365,256,false
g0p050_closed_n8,8,0.050000,0.500000,false,2,512,1.000e-12,0.02000,23.000000,2.6968069453,2.6968069453,4.5085538752,256,256,219,255,219,255,0.9999985631,1.635e-07,1.0007647603,0.3272984808,256,false
